X,Y,RECORRIDO,CENTROIDE,CRUCE,ÃREA
-58.3580771649094,-34.6171622897869,R001,342.000000,"VERA PENALOZA, ROSARIO@CALABRIA",Macrocentro
-58.3591310642079,-34.6114845370676,R002,513.000000,"DE LOS ITALIANOS@VILLAFLOR, AZUCENA",Macrocentro
-58.3625409560983,-34.6116533757874,R002,512.000000,"MANSO JUANA@VILLAFLOR, AZUCENA",Macrocentro
-58.3635305349857,-34.5989380100042,R003,518.000000,DE LOS ITALIANOS & SANCHEZ DE THOMPSON MARIQUITA,Macrocentro
-58.3609344908614,-34.6045766476103,R003,339.000000,"GUEMES, MACACHA @ GIRALT, HERNAN M., INT., A",Macrocentro
-58.3644590229282,-34.6053066057198,R003,510.000000,"GUEMES, MACACHA@DEALESSI, PIERINA",Macrocentro
-58.3633792924028,-34.6047921917198,R003,514.000000,"GUEMES, MACACHA@MANSO JUANA",Macrocentro
-58.3640016358376,-34.5989753651436,R003,516.000000,MANSO JUANA & SANCHEZ DE THOMPSON MARIQUITA,Macrocentro
-58.3630064325899,-34.5987105318926,R003,519.000000,"SANCHEZ DE THOMPSON, MARIQUITA@GIRALT, HERNAN M., INT., A",Macrocentro
-58.369154312198,-34.601806573887,R004,506.000000,BOUCHARD@LAVALLE,Macrocentro
-58.3659609311868,-34.5982928237914,R004,509.000000,GRIERSON CECILIA & DEALESSI PIERINA,Macrocentro
-58.3695018021363,-34.598303538316,R004,508.000000,"MADERO, EDUARDO@GRIERSON CECILIA",Macrocentro
-58.3686314661551,-34.600435909088,R004,507.000000,TUCUMAN & MADERO EDUARDO,Macrocentro
-58.3676848200021,-34.6146385124892,R005,319.000000,AZOPARDO@MEXICO,Macrocentro
-58.3669896233888,-34.6133918686945,R005,337.000000,"HUERGO, ING.@VENEZUELA",Macrocentro
-58.3663254542848,-34.6123650407876,R005,338.000000,"MOREAU DE JUSTO, ALICIA@VILLAFLOR, AZUCENA",Macrocentro
-58.3681980540911,-34.6111013197684,R005,331.000000,MORENO@AZOPARDO,Macrocentro
-58.3672837952221,-34.6181965640852,R006,334.000000,AZOPARDO@ESTADOS UNIDOS,Macrocentro
-58.36914135027,-34.6157929182196,R006,316.000000,CHILE@PASEO COLON,Macrocentro
-58.3665922336684,-34.6168790033526,R006,335.000000,"INDEPENDENCIA@HUERGO, ING.",Macrocentro
-58.3697975288978,-34.6171657917536,R006,315.000000,INDEPENDENCIA@PASEO COLON,Macrocentro
-58.3659988996641,-34.6155720096539,R006,336.000000,"MOREAU DE JUSTO, ALICIA@CHILE",Macrocentro
-58.3664879105146,-34.6251953336314,R007,304.000000,AZOPARDO@BRASIL,Macrocentro
-58.366897839482,-34.6215839135682,R007,306.000000,AZOPARDO@SAN JUAN,Macrocentro
-58.365785868262,-34.6239873426976,R007,305.000000,"GARAY, JUAN DE@HUERGO, ING.",Macrocentro
-58.3681872514352,-34.6228109476463,R007,303.000000,PASEO COLON@COCHABAMBA,Macrocentro
-58.3679451548443,-34.6271423847114,R007,298.000000,"PASEO COLON@GARCIA, MARTIN",Macrocentro
-58.3725472815465,-34.6267383238228,R008,291.000000,BOLIVAR@CASEROS,Macrocentro
-58.3720265390179,-34.6292693604532,R008,287.000000,BOLIVAR@USPALLATA,Macrocentro
-58.371093475325,-34.6253696600148,R008,297.000000,BRASIL@DEFENSA,Macrocentro
-58.3706581791811,-34.6294937655805,R008,288.000000,"DEFENSA@GARCIA, MARTIN",Macrocentro
-58.3697522489331,-34.6241604352108,R008,299.000000,"GARAY, JUAN DE@BALCARCE",Macrocentro
-58.3699733688377,-34.6206741459153,R009,302.000000,BALCARCE@HUMBERTO 1,Macrocentro
-58.3729379182576,-34.6196044958927,R009,295.000000,"CALVO, CARLOS@BOLIVAR",Macrocentro
-58.3715164867299,-34.6195078745317,R009,301.000000,"CALVO, CARLOS@DEFENSA",Macrocentro
-58.3689601647602,-34.6192009269284,R009,314.000000,"CALVO, CARLOS@PASEO COLON",Macrocentro
-58.3715998143118,-34.6184825493923,R009,313.000000,DEFENSA@ESTADOS UNIDOS,Macrocentro
-58.3706530566423,-34.610059919249,R010,330.000000,"ALSINA, ADOLFO@BALCARCE",Macrocentro
-58.3707375911145,-34.6135789825374,R010,318.000000,BALCARCE@VENEZUELA,Macrocentro
-58.3717873913034,-34.6148145322957,R010,317.000000,DEFENSA@MEXICO,Macrocentro
-58.3719880705175,-34.6113026545905,R010,312.000000,MORENO@DEFENSA,Macrocentro
-58.369358966416,-34.6123190881316,R010,320.000000,PASEO COLON@BELGRANO,Macrocentro
-58.3702634298693,-34.6030071121394,R011,333.000000,"CORRIENTES@ALEM, LEANDRO N.",Macrocentro
-58.3725218568127,-34.6020389766877,R011,329.000000,LAVALLE@RECONQUISTA,Macrocentro
-58.3710120003458,-34.6042475119412,R011,332.000000,SARMIENTO@25DE MAYO,Macrocentro
-58.3712688916834,-34.6007406713387,R011,504.000000,TUCUMAN@25DE MAYO,Macrocentro
-58.3707952529447,-34.5995158325062,R011,505.000000,"VIAMONTE@ALEM, LEANDRO N.",Macrocentro
-58.3754015309173,-34.5974999832944,R012,502.000000,FLORIDA@PARAGUAY,Macrocentro
-58.3727942794418,-34.5985170724413,R012,501.000000,RECONQUISTA@CORDOBA,Macrocentro
-58.3743175987594,-34.5962406329786,R012,503.000000,"SAN MARTIN@ALVEAR, MARCELO T. De",Macrocentro
-58.3740830366885,-34.5997865850961,R012,500.000000,SAN MARTIN@VIAMONTE,Macrocentro
-58.3753303621693,-34.6010497152625,R012,499.000000,TUCUMAN@FLORIDA,Macrocentro
-58.3723243324202,-34.6055112842236,R013,327.000000,"PERON, JUAN DOMINGO, TTE.@RECONQUISTA",Macrocentro
-58.3738497534534,-34.6032328833396,R013,328.000000,SAN MARTIN@CORRIENTES,Macrocentro
-58.3736484627003,-34.606772163387,R013,325.000000,"SAN MARTIN@MITRE, BARTOLOME",Macrocentro
-58.3751617015173,-34.6045645148651,R013,326.000000,SARMIENTO@FLORIDA,Macrocentro
-58.3749643111238,-34.6103561343442,R014,321.000000,"ALSINA, ADOLFO@ROCA, JULIO A., Pres.",Macrocentro
-58.3735152803023,-34.6079368978301,R014,324.000000,BOLIVAR@RIVADAVIA,Macrocentro
-58.3749168449071,-34.6080296071402,R014,322.000000,FLORIDA@RIVADAVIA,Macrocentro
-58.3750362074234,-34.6068663403907,R014,323.000000,"MITRE, BARTOLOME@FLORIDA",Macrocentro
-58.3765288715511,-34.6058256755162,R014,283.000000,"PERON, JUAN DOMINGO, TTE.@MAIPU",Macrocentro
-58.3733161299356,-34.6125547356865,R015,311.000000,BELGRANO@BOLIVAR,Macrocentro
-58.376367725634,-34.6087029205511,R015,280.000000,CHACABUCO@DE MAYO,Macrocentro
-58.3762052190427,-34.6115658672651,R015,265.000000,CHACABUCO@MORENO,Macrocentro
-58.3746430247316,-34.6138169431486,R015,310.000000,PERU@VENEZUELA,Macrocentro
-58.3760364855456,-34.6150005885362,R016,263.000000,CHACABUCO@MEXICO,Macrocentro
-58.3731275537973,-34.6160299327441,R016,309.000000,CHILE@BOLIVAR,Macrocentro
-58.3774253589179,-34.6162934439937,R016,261.000000,CHILE@PIEDRAS,Macrocentro
-58.3744386987666,-34.6172531141267,R016,308.000000,INDEPENDENCIA@PERU,Macrocentro
-58.3787729992746,-34.6175482257538,R016,260.000000,INDEPENDENCIA@TACUARI,Macrocentro
-58.3727316974211,-34.6231381974456,R017,294.000000,BOLIVAR@COCHABAMBA,Macrocentro
-58.3728501615147,-34.6207224979659,R017,296.000000,BOLIVAR@HUMBERTO 1Ã‚Âª,Macrocentro
-58.3756443145911,-34.6220033708575,R017,292.000000,CHACABUCO@SAN JUAN,Macrocentro
-58.3713326545152,-34.6218361275345,R017,300.000000,DEFENSA@SAN JUAN,Macrocentro
-58.3742238858074,-34.6207601229024,R017,293.000000,HUMBERTO 1Ã‚Âª@PERU,Macrocentro
-58.3755729246099,-34.6273015979898,R018,214.000000,CASEROS@PIEDRAS,Macrocentro
-58.3734963693592,-34.6282423113143,R018,286.000000,FINOCHIETTO ENRIQUE DR.@PERU,Macrocentro
-58.3736949882268,-34.6296552496444,R018,285.000000,ITUZAINGO@PIEDRAS,Macrocentro
-58.3772384878945,-34.6297318008369,R018,205.000000,"MONTES DE OCA,MANUEL@FINOCHIETTO ENRIQUE DR.",Macrocentro
-58.3756192342985,-34.6289675317945,R018,206.000000,TACUARI@FINOCHIETTO ENRIQUE DR.,Macrocentro
-58.3784934288342,-34.6274890077092,R019,212.000000,"BRASIL@IRIGOYEN, BERNARDO de",Macrocentro
-58.3750571031713,-34.6256420880422,R019,289.000000,CHACABUCO@BRASIL,Macrocentro
-58.3770828539219,-34.6234873978968,R019,215.000000,COCHABAMBA@PIEDRAS,Macrocentro
-58.3740288957044,-34.6244364452379,R019,290.000000,"GARAY, JUAN DE@PERU",Macrocentro
-58.3780062651913,-34.6256555104251,R019,213.000000,"GARAY, JUAN DE@TACUARI",Macrocentro
-58.3772680000459,-34.6197240877386,R020,218.000000,"CALVO, CARLOS@PIEDRAS",Macrocentro
-58.3758498240639,-34.6185407921873,R020,307.000000,CHACABUCO@ESTADOS UNIDOS,Macrocentro
-58.3786639250023,-34.6208796050311,R020,217.000000,HUMBERTO 1Ã‚Âª@TACUARI,Macrocentro
-58.3802507166702,-34.6185028578873,R020,252.000000,"IRIGOYEN, BERNARDO De@ESTADOS UNIDOS",Macrocentro
-58.3800046684583,-34.6221373950233,R020,216.000000,"IRIGOYEN, BERNARDO de@SAN JUAN",Macrocentro
-58.3775814389541,-34.6128511072637,R021,264.000000,BELGRANO@PIEDRAS,Macrocentro
-58.3802744857514,-34.6176389007975,R021,253.000000,"IRIGOYEN, BERNARDO De@INDEPENDENCIA",Macrocentro
-58.3803651931699,-34.615240214692,R021,255.000000,"MEXICO@IRIGOYEN, BERNARDO de",Macrocentro
-58.3789820143046,-34.6141007826733,R021,262.000000,TACUARI@VENEZUELA,Macrocentro
-58.3791205036018,-34.6106345554536,R022,276.000000,"ALSINA, ADOLFO@TACUARI",Macrocentro
-58.3806819074088,-34.6090028804233,R022,270.000000,"DE MAYO@IRIGOYEN, BERNARDO de",Macrocentro
-58.3804820195981,-34.6130400044617,R022,258.000000,"IRIGOYEN, BERNARDO De@BELGRANO",Macrocentro
-58.3805396841266,-34.6118328867699,R022,259.000000,"IRIGOYEN, BERNARDO de@MORENO",Macrocentro
-58.377752674365,-34.6094020166253,R022,278.000000,"PIEDRAS@YRIGOYEN,HIPOLITO",Macrocentro
-58.3809751187659,-34.6036694286458,R023,274.000000,"CORRIENTES@PELLEGRINI, CARLOS",Macrocentro
-58.3778571054376,-34.607054680009,R023,279.000000,"ESMERALDA@MITRE, BARTOLOME",Macrocentro
-58.3808353659212,-34.6060844959021,R023,271.000000,"PELLEGRINI, CARLOS@PERON, JUAN DOMINGO, TTE.",Macrocentro
-58.3792171357538,-34.608297847025,R023,277.000000,RIVADAVIA@TACUARI,Macrocentro
-58.3793832792034,-34.6048381848562,R023,281.000000,SARMIENTO@SUIPACHA,Macrocentro
-58.3768389739745,-34.5988082360445,R024,488.000000,CORDOBA@MAIPU,Macrocentro
-58.3780710190748,-34.6034915274583,R024,282.000000,CORRIENTES@ESMERALDA,Macrocentro
-58.3782079408537,-34.600077197415,R024,486.000000,ESMERALDA@VIAMONTE,Macrocentro
-58.3767027671566,-34.602302850364,R024,284.000000,MAIPU@LAVALLE,Macrocentro
-58.3795931126166,-34.6012803778757,R024,485.000000,SUIPACHA@TUCUMAN,Macrocentro
-58.3812498976187,-34.5990312688095,R025,482.000000,"CORDOBA@PELLEGRINI, CARLOS",Macrocentro
-58.378437809363,-34.5963677782301,R025,489.000000,"ESMERALDA@ALVEAR, MARCELO T. De",Macrocentro
-58.3798340958468,-34.5977261807738,R025,487.000000,PARAGUAY@SUIPACHA,Macrocentro
-58.381035440791,-34.602517454683,R025,275.000000,"PELLEGRINI, CARLOS@LAVALLE",Macrocentro
-58.3814845280381,-34.5953620583126,R025,484.000000,"PELLEGRINI, CARLOS@SANTA FE",Macrocentro
-58.3800338145851,-34.5941111058657,R026,495.000000,ARENALES@SUIPACHA,Macrocentro
-58.3815570817421,-34.5916010441236,R026,493.000000,"ARROYO@PELLEGRINI, CARLOS",Macrocentro
-58.381968400162,-34.5886992305103,R026,494.000000,DEL LIBERTADOR@CERRITO,Macrocentro
-58.3778553805375,-34.5910789993746,R026,497.000000,DEL LIBERTADOR@ESMERALDA,Macrocentro
-58.3785809022897,-34.5928871078987,R026,496.000000,ESMERALDA@JUNCAL,Macrocentro
-58.3849131051422,-34.590451001007,R027,477.000000,ALVEAR@PARERA,Macrocentro
-58.3831483358459,-34.5915541327895,R027,491.000000,CERRITO@ARROYO,Macrocentro
-58.3850250311645,-34.5870353021955,R027,478.000000,DEL LIBERTADOR@RODRIGUEZ PENA,Macrocentro
-58.3835461734287,-34.589607976536,R027,492.000000,LIBERTAD@POSADAS,Macrocentro
-58.3869174421359,-34.5907751625329,R027,476.000000,"MONTEVIDEO@QUINTANA, MANUEL, PRES.",Macrocentro
-58.3870628229381,-34.5970535256715,R028,467.000000,"ALVEAR, MARCELO T. De@URUGUAY",Macrocentro
-58.3828364482682,-34.5928339786536,R028,490.000000,CERRITO@JUNCAL,Macrocentro
-58.3844135776203,-34.5944319650825,R028,469.000000,LIBERTAD@ARENALES,Macrocentro
-58.3882018412683,-34.5983684316057,R028,465.000000,PARAGUAY@PARANA,Macrocentro
-58.3857480321172,-34.5956793409256,R028,468.000000,SANTA FE@TALCAHUANO,Macrocentro
-58.3826632559325,-34.5968031751004,R029,483.000000,"ALVEAR, MARCELO T. De@CERRITO",Macrocentro
-58.3854717127258,-34.5992276834411,R029,466.000000,CORDOBA@TALCAHUANO,Macrocentro
-58.3840939315914,-34.5980805622191,R029,480.000000,LIBERTAD@PARAGUAY,Macrocentro
-58.3880318370292,-34.6017128915219,R029,463.000000,PARANA@TUCUMAN,Macrocentro
-58.3867904021076,-34.6005856749945,R029,464.000000,URUGUAY@VIAMONTE,Macrocentro
-58.3865909747497,-34.6039985661226,R030,249.000000,CORRIENTES@URUGUAY,Macrocentro
-58.3851978313964,-34.6026922882837,R030,250.000000,LAVALLE@TALCAHUANO,Macrocentro
-58.3838801303695,-34.6014523129616,R030,479.000000,LIBERTAD@TUCUMAN,Macrocentro
-58.3878916093425,-34.605363788225,R030,248.000000,PARANA@SARMIENTO,Macrocentro
-58.3824317965225,-34.6003247771747,R030,481.000000,VIAMONTE@CERRITO,Macrocentro
-58.3822055306973,-34.6037398266756,R031,273.000000,CERRITO@CORRIENTES,Macrocentro
-58.3836200554319,-34.6051005917382,R031,272.000000,LIBERTAD@SARMIENTO,Macrocentro
-58.3863094087135,-34.6076107074421,R031,245.000000,"MITRE, BARTOLOME@URUGUAY",Macrocentro
-58.384992401064,-34.6063475053299,R031,247.000000,"PERON, JUAN DOMINGO, TTE.@TALCAHUANO",Macrocentro
-58.3874785507345,-34.6111813531447,R032,232.000000,"ALSINA, ADOLFO@SAENZ PENA, LUIS, PRES.",Macrocentro
-58.382022336102,-34.6073386427407,R032,269.000000,"MITRE, BARTOLOME@CERRITO",Macrocentro
-58.3889413960417,-34.6124676444508,R032,226.000000,"MORENO@CEVALLOS, Virrey",Macrocentro
-58.3834642919571,-34.6085778014785,R032,267.000000,RIVADAVIA@SALTA,Macrocentro
-58.3862239533357,-34.6099584865249,R032,246.000000,"YRIGOYEN, HIPOLITO@SAN JOSE",Macrocentro
-58.3833636821038,-34.6109229626349,R033,266.000000,"ALSINA, ADOLFO@SALTA",Macrocentro
-58.3860750193125,-34.6134347160042,R033,233.000000,BELGRANO@SAN JOSE,Macrocentro
-58.3819131745955,-34.6096785851313,R033,268.000000,"LIMA@YRIGOYEN, HIPOLITO",Macrocentro
-58.3847686731255,-34.6121539123612,R033,234.000000,MORENO@SANTIAGO DEL ESTERO,Macrocentro
-58.3874954193179,-34.6146734610538,R033,231.000000,"SAENZ PENA, LUIS, PRES.@VENEZUELA",Macrocentro
-58.3817545440821,-34.6131303656419,R034,257.000000,BELGRANO@LIMA,Macrocentro
-58.3858882876836,-34.6166854881487,R034,229.000000,CHILE@SAN JOSE,Macrocentro
-58.3874603844296,-34.6179095391758,R034,227.000000,"INDEPENDENCIA@SAENZ PENA, LUIS, PRES.",Macrocentro
-58.3844800635992,-34.6154415917824,R034,230.000000,MEXICO@SANTIAGO DEL ESTERO,Macrocentro
-58.3831120751824,-34.6143897546288,R034,256.000000,SALTA@VENEZUELA,Macrocentro
-58.3858330468281,-34.6198709173533,R035,204.000000,"CALVO, CARLOS@SAN JOSE",Macrocentro
-58.3842929920266,-34.6186198228134,R035,228.000000,ESTADOS UNIDOS@SANTIAGO DEL ESTERO,Macrocentro
-58.387209033815,-34.6212587960757,R035,202.000000,"HUMBERTO 1Ã‚Âª@SAENZ PENA, LUIS, PRES.",Macrocentro
-58.3815648150129,-34.6164881049472,R035,254.000000,LIMA@CHILE,Macrocentro
-58.3830140697656,-34.6177344564627,R035,251.000000,SALTA@INDEPENDENCIA,Macrocentro
-58.3814423714194,-34.6197553913422,R036,211.000000,"CALVO, CARLOS@LIMA",Macrocentro
-58.3829769466517,-34.6197651372959,R036,210.000000,"CALVO, CARLOS@SALTA",Macrocentro
-58.3858069601941,-34.6235863107345,R036,201.000000,COCHABAMBA@SAN JOSE,Macrocentro
-58.3829689480816,-34.6210025693346,R036,209.000000,HUMBERTO 1Ã‚Âª@SALTA,Macrocentro
-58.3843912357639,-34.6223145209961,R036,203.000000,SAN JUAN@SANTIAGO DEL ESTERO,Macrocentro
-58.3870245289077,-34.6286528770094,R037,190.000000,"BRASIL@SAENZ PENA, LUIS, PRES.",Macrocentro
-58.3829267509927,-34.6246821741956,R037,207.000000,CONSTITUCION@SALTA,Macrocentro
-58.3857290348396,-34.6270635627429,R037,199.000000,"GARAY, JUAN DE@SAN JOSE",Macrocentro
-58.3814460811229,-34.6238150406996,R037,208.000000,LIMA@COCHABAMBA,Macrocentro
-58.3843627605306,-34.6260532221063,R037,200.000000,PAVON@SANTIAGO DEL ESTERO,Macrocentro
-58.3908971327742,-34.6342483597522,R038,183.000000,CASEROS@COMBATE DE LOS POZOS,Macrocentro
-58.3879413895155,-34.6301172934322,R038,189.000000,"CEVALLOS, Virrey@ECHAGUE, PEDRO",Macrocentro
-58.3914966172418,-34.6306650731802,R038,185.000000,"COMBATE DE LOS POZOS@ECHAGUE, PEDRO",Macrocentro
-58.3905268468211,-34.6326661879018,R038,184.000000,ENTRE RIOS@RONDEAU,Macrocentro
-58.3890296698954,-34.6314285625081,R038,187.000000,SOLIS@15DE NOVIEMBRE DE 1889,Macrocentro
-58.3909253130299,-34.6293283559891,R039,186.000000,BRASIL@ENTRE RIOS,Macrocentro
-58.3883076599957,-34.6262037245495,R039,193.000000,"CEVALLOS, Virrey@PAVON",Macrocentro
-58.3871870372976,-34.624851370846,R039,198.000000,"CONSTITUCION@SAENZ PENA, LUIS, PRES.",Macrocentro
-58.3894377417628,-34.6272078229917,R039,192.000000,"GARAY, JUAN DE@SOLIS",Macrocentro
-58.3901494894987,-34.6281636323374,R039,188.000000,MOMPOX@ANTEQUERA,Macrocentro
-58.3886508250942,-34.6225600071342,R040,196.000000,"CEVALLOS, Virrey@SAN JUAN",Macrocentro
-58.3923068425384,-34.6264552613261,R040,123.000000,COMBATE DE LOS POZOS@PAVON,Macrocentro
-58.3913289998031,-34.6252285959701,R040,191.000000,CONSTITUCION@ENTRE RIOS,Macrocentro
-58.3932061025148,-34.6274494024746,R040,122.000000,"GARAY, JUAN DE@SARANDI",Macrocentro
-58.389755534289,-34.6239819890472,R040,194.000000,SOLIS@COCHABAMBA,Macrocentro
-58.3901963432769,-34.6201372596686,R041,197.000000,"CALVO, CARLOS@SOLIS",Macrocentro
-58.3889136672457,-34.6188727139693,R041,221.000000,"CEVALLOS, Virrey@ESTADOS UNIDOS",Macrocentro
-58.3929269529567,-34.6228230291526,R041,126.000000,COMBATE DE LOS POZOS@SAN JUAN,Macrocentro
-58.3946012729399,-34.6254730802629,R041,121.000000,CONSTITUCION@RINCON,Macrocentro
-58.3915537205931,-34.6215599394555,R041,195.000000,ENTRE RIOS@HUMBERTO 1Ã‚Âª,Macrocentro
-58.3944957446941,-34.6205460914655,R042,125.000000,"CALVO, CARLOS@SARANDI",Macrocentro
-58.3889737473532,-34.6155711553111,R042,222.000000,"CEVALLOS, Virrey@MEXICO",Macrocentro
-58.3903511372825,-34.616792586613,R042,220.000000,CHILE@SOLIS,Macrocentro
-58.3932120964959,-34.6192370113393,R042,164.000000,COMBATE DE LOS POZOS@ESTADOS UNIDOS,Macrocentro
-58.3916970104713,-34.6181591999667,R042,219.000000,INDEPENDENCIA@ENTRE RIOS,Macrocentro
-58.3917102412968,-34.6138250397545,R043,224.000000,BELGRANO@ENTRE RIOS,Macrocentro
-58.3903660606322,-34.6137304445661,R043,225.000000,BELGRANO@SOLIS,Macrocentro
-58.3945465419996,-34.6170768434231,R043,163.000000,CHILE@SARANDI,Macrocentro
-58.3931825987332,-34.6157908875642,R043,165.000000,COMBATE DE LOS POZOS@MEXICO,Macrocentro
-58.3916767721282,-34.6149170316359,R043,223.000000,VENEZUELA@ENTRE RIOS,Macrocentro
-58.3919606233416,-34.6091693125616,R044,235.000000,CALLAO@RIVADAVIA,Macrocentro
-58.3933037230213,-34.6116034121709,R044,169.000000,"COMBATE DE LOS POZOS@ALSINA, ADOLFO",Macrocentro
-58.3906705027227,-34.6079110468281,R044,237.000000,"MITRE, BARTOLOME@RODRIGUEZ PENA",Macrocentro
-58.3876564806986,-34.6089209575863,R044,244.000000,"RIVADAVIA @SAENZ PENA, LUIS, PRES.",Macrocentro
-58.3904172680284,-34.6101778815322,R044,236.000000,"SOLIS@YRIGOYEN, HIPOLITO",Macrocentro
-58.3922863352975,-34.6044360871923,R045,240.000000,CALLAO@CORRIENTES,Macrocentro
-58.3921939209658,-34.6056470647742,R045,239.000000,CALLAO@SARMIENTO,Macrocentro
-58.3908194925039,-34.6043341013754,R045,241.000000,CORRIENTES@RODRIGUEZ PENA,Macrocentro
-58.3894591681094,-34.603011481956,R045,243.000000,LAVALLE@MONTEVIDEO,Macrocentro
-58.3935645057254,-34.6069238817226,R045,180.000000,"PERON, JUAN DOMINGO TTE.@RIOBAMBA",Macrocentro
-58.3952884565933,-34.604496869672,R046,181.000000,AYACUCHO@CORRIENTES,Macrocentro
-58.3939839045537,-34.6032066564226,R046,182.000000,LAVALLE@RIOBAMBA,Macrocentro
-58.3914239529202,-34.6007568564487,R046,457.000000,RODRIGUEZ PENA@VIAMONTE,Macrocentro
-58.3925922900479,-34.6019867341831,R046,242.000000,TUCUMAN@CALLAO,Macrocentro
-58.3885651215027,-34.5946761867737,R047,462.000000,ARENALES@PARANA,Macrocentro
-58.3875665457973,-34.5928304335287,R047,475.000000,JUNCAL@URUGUAY,Macrocentro
-58.3897828772752,-34.597195750754,R047,460.000000,"MONTEVIDEO@ALVEAR, MARCELO T. De",Macrocentro
-58.3899489730607,-34.5958014292894,R047,461.000000,MONTEVIDEO@SANTA FE,Macrocentro
-58.3930357808141,-34.5987117936585,R047,429.000000,PARAGUAY@CALLAO,Macrocentro
-58.3881151466243,-34.5883577057785,R048,473.000000,ALVEAR@CALLAO,Macrocentro
-58.3899661375208,-34.5883214271289,R048,471.000000,"AYACUCHO@QUINTANA MANUEL, PRES. AV.",Macrocentro
-63,-90,R048,498.000000,"DEL LIBERTADOR@SCHIAFFINO, EDUARDO",Macrocentro
-58.3889362402278,-34.5908450641374,R048,470.000000,GUIDO@RODRIGUEZ PENA,Macrocentro
-58.3883484127723,-34.5868033490596,R048,474.000000,POSADAS@AYACUCHO,Macrocentro
-58.3896641496802,-34.5994408362542,R048A,458.000000,MONTEVIDEO@CORDOBA,Macrocentro
-58.3893074452886,-34.60663011728,R048B,238.000000,"MONTEVIDEO@PERON, JUAN DOMINGO TTE.",Macrocentro
-58.3931959752485,-34.5948322982887,R049,433.000000,ARENALES@CALLAO,Macrocentro
-58.3919263178029,-34.5900682828302,R049,442.000000,"AYACUCHO@LOPEZ, VICENTE",Macrocentro
-58.3918909861384,-34.5917643151445,R049,441.000000,"CALLAO@LAS HERAS, GRAL.",Macrocentro
-58.3917498807132,-34.5885536833393,R049,472.000000,"GUIDO@ORTIZ, ROBERTO M., PRES.",Macrocentro
-58.3921584049399,-34.5939606124248,R049,459.000000,JUNCAL@RODRIGUEZ PENA,Macrocentro
-58.3939069432718,-34.5840538212457,R050,456.000000,"DEL LIBERTADOR@AGOTE, LUIS DR.",Macrocentro
-58.3973114868941,-34.5830791738037,R050,455.000000,DEL LIBERTADOR@AUSTRIA,Macrocentro
-58.3949776517986,-34.5863536682636,R050,445.000000,GUIDO@PUEYRREDON,Macrocentro
-58.3972871467435,-34.5874092663824,R050,438.000000,"LAS HERAS, GRAL.@ PUEYRREDON",Macrocentro
-58.3952842729467,-34.5878547437499,R050,444.000000,"LOPEZ, VICENTE@AZCUENAGA",Macrocentro
-58.3966239300216,-34.5894871607226,R051,437.000000,"AZCUENAGA@PACHECO DE MELO, JOSE ANDRES",Macrocentro
-58.4003544122291,-34.5901892218627,R051,419.000000,FRENCH@PUEYRREDON,Macrocentro
-58.3986053414982,-34.589864289618,R051,435.000000,LARREA@PEÃƒÂA,Macrocentro
-58.3949082277353,-34.5893179038191,R051,443.000000,"LAS HERAS, GRAL.@URIBURU JOSE E., Pres.",Macrocentro
-58.3967645704973,-34.5911539228029,R051,436.000000,"PEÃƒÂA@URIBURU JOSE E., Pres.",Macrocentro
-58.4002853856662,-34.596744092351,R052,405.000000,"ALVEAR, MARCELO T. De@AZCUENAGA",Macrocentro
-58.3971537970718,-34.594453064983,R052,426.000000,ARENALES@JUNIN,Macrocentro
-58.3957521955948,-34.5933858539193,R052,439.000000,AYACUCHO@JUNCAL,Macrocentro
-58.3938919605671,-34.5917969398509,R052,440.000000,"AYACUCHO@PACHECO DE MELO, JOSE ANDRES",Macrocentro
-58.3985216397984,-34.5953891108282,R052,425.000000,"SANTA FE@URIBURU JOSE E., Pres.",Macrocentro
-58.3960997682708,-34.5972983795888,R053,430.000000,"ALVEAR, MARCELO T. De@AYACUCHO",Macrocentro
-58.39331196171,-34.5958630382462,R053,432.000000,CALLAO@SANTA FE,Macrocentro
-58.3999209291186,-34.5996215505251,R053,423.000000,CORDOBA@PASTEUR,Macrocentro
-58.39732727809,-34.5985774727212,R053,424.000000,JUNIN@PARAGUAY,Macrocentro
-58.3946866383847,-34.5958090213686,R053,431.000000,SANTA FE@RIOBAMBA,Macrocentro
-58.3956640350564,-34.6009346883892,R054,427.000000,AYACUCHO@VIAMONTE,Macrocentro
-58.4009772332044,-34.6011627114927,R054,401.000000,AZCUENAGA@VIAMONTE,Macrocentro
-58.3943961312889,-34.599674007976,R054,428.000000,CORDOBA@RIOBAMBA,Macrocentro
-58.3970186892255,-34.6021858242977,R054,177.000000,JUNIN@TUCUMAN,Macrocentro
-58.3983702479282,-34.6033046150772,R054,176.000000,"LAVALLE@ URIBURU JOSE E., Pres.",Macrocentro
-58.4016698748441,-34.6109986369966,R055,149.000000,"ALBERTI@YRIGOYEN, HIPOLITO",Macrocentro
-58.4004706756823,-34.6097991842258,R055,170.000000,AZCUENAGA@RIVADAVIA,Macrocentro
-58.3965912972229,-34.6059547489232,R055,175.000000,JUNIN@SARMIENTO,Macrocentro
-58.3992132625063,-34.6084715861598,R055,171.000000,"PASTEUR@MITRE,BARTOLOME",Macrocentro
-58.3978498570346,-34.6072390635193,R055,173.000000,"URIBURU JOSE E., Pres.@PERON,JUAN DOMINGO, TTE.",Macrocentro
