año,mes,punto_cruce,punto_referencia,cantidad_ciclistas
2017,Junio,Rincon y Carlos Calvo,PB3,2382
2017,Junio,Virrey Liniers y C.Calvo,PB6,2000
2017,Junio,Billin-ghurst y Peron,PB10,5400
2017,Junio,Del Liber-tador y Montevideo,PB11,1172
2017,Junio,Corredor Norte y Casares,PB12,2903
2017,Junio,EEUU y 33 Orientales,PB32,1404
2017,Junio,F. Alcorta y Derecho,PB36,1193
2017,Junio,Montev y Peron,PB37,2116
2017,Junio,Potosi y Rawson,PB39,1115
2017,Junio,J. Alvarez y Padilla,PB40,1267
2017,Junio,Chile y Tacuari,PB44,1696
2017,Junio,Serrano y Loyola,PB45,2723
2017,Junio,Gorriti y G. Cruz,PB46,3043
2017,Junio,Cnel. Diaz y Mansilla,PB48,2078
2017,Junio,11 de Sep y Monroe,PB49,928
2017,Junio,Arenales y Montevideo,PB52,1944
2017,Junio,M.T. Alvear y Uriburu,PB54,2324
2017,Junio,La Pampa y Superi,PB58,1461
2017,Julio,Virrey Cevallos y Chile,PB1,2016
2017,Julio,Azopar-do y Mexico,PB2,996
2017,Julio,Rincon y Carlos Calvo,PB3,1665
2017,Julio,Virrey Liniers y C.Calvo,PB6,1492
2017,Julio,Billin-ghurst y Peron,PB10,2661
2017,Julio,Del Liber-tador y Montevideo,PB11,1617
2017,Julio,Corredor Norte y Casares,PB12,2615
2017,Julio,EEUU y 33 Orientales,PB32,902
2017,Julio,F. Alcorta y Derecho,PB36,1787
2017,Julio,Montev y Peron,PB37,1907
2017,Julio,Potosi y Rawson,PB39,969
2017,Julio,J. Alvarez y Padilla,PB40,930
2017,Julio,Chile y Tacuari,PB44,1788
2017,Julio,Serrano y Loyola,PB45,2244
2017,Julio,Gorriti y G. Cruz,PB46,2475
2017,Julio,Cnel. Diaz y Mansilla,PB48,1237
2017,Julio,11 de Sep y Monroe,PB49,842
2017,Julio,Arenales y Montevideo,PB52,1248
2017,Julio,M.T. Alvear y Uriburu,PB54,1259
2017,Julio,La Pampa y Superi,PB58,1058
2017,Agosto,Virrey Cevallos y Chile,PB1,2400
2017,Agosto,Azopar-do y Mexico,PB2,786
2017,Agosto,Rincon y Carlos Calvo,PB3,2978
2017,Agosto,Virrey Liniers y C.Calvo,PB6,2327
2017,Agosto,Billin-ghurst y Peron,PB10,4149
2017,Agosto,Del Liber-tador y Montevideo,PB11,2868
2017,Agosto,Corredor Norte y Casares,PB12,4129
2017,Agosto,EEUU y 33 Orientales,PB32,1313
2017,Agosto,F. Alcorta y Derecho,PB36,2240
2017,Agosto,Montev y Peron,PB37,2346
2017,Agosto,Potosi y Rawson,PB39,1696
2017,Agosto,J. Alvarez y Padilla,PB40,1688
2017,Agosto,Chile y Tacuari,PB44,1779
2017,Agosto,Serrano y Loyola,PB45,4143
2017,Agosto,Gorriti y G. Cruz,PB46,4427
2017,Agosto,Cnel. Diaz y Mansilla,PB48,2377
2017,Agosto,11 de Sep y Monroe,PB49,1072
2017,Agosto,Arenales y Montevideo,PB52,1653
2017,Agosto,M.T. Alvear y Uriburu,PB54,1886
2017,Agosto,La Pampa y Superi,PB58,1374
2017,Septiembre,Virrey Cevallos y Chile,PB1,2770
2017,Septiembre,Azopar-do y Mexico,PB2,977
2017,Septiembre,Rincon y Carlos Calvo,PB3,2875
2017,Septiembre,Virrey Liniers y C.Calvo,PB6,2425
2017,Septiembre,Billin-ghurst y Peron,PB10,4510
2017,Septiembre,Del Liber-tador y Montevideo,PB11,2937
2017,Septiembre,Corredor Norte y Casares,PB12,3625
2017,Septiembre,EEUU y 33 Orientales,PB32,1723
2017,Septiembre,F. Alcorta y Derecho,PB36,2615
2017,Septiembre,Montev y Peron,PB37,2584
2017,Septiembre,Potosi y Rawson,PB39,1793
2017,Septiembre,J. Alvarez y Padilla,PB40,1359
2017,Septiembre,Chile y Tacuari,PB44,1843
2017,Septiembre,Serrano y Loyola,PB45,2997
2017,Septiembre,Gorriti y G. Cruz,PB46,3466
2017,Septiembre,Cnel. Diaz y Mansilla,PB48,2299
2017,Septiembre,11 de Sep y Monroe,PB49,1286
2017,Septiembre,Arenales y Montevideo,PB52,1699
2017,Septiembre,M.T. Alvear y Uriburu,PB54,2654
2017,Septiembre,La Pampa y Superi,PB58,1430
2017,Octubre,Virrey Cevallos y Chile,PB1,3195
2017,Octubre,Azopar-do y Mexico,PB2,1148
2017,Octubre,Rincon y Carlos Calvo,PB3,2915
2017,Octubre,Virrey Liniers y C.Calvo,PB6,1958
2017,Octubre,Billin-ghurst y Peron,PB10,3746
2017,Octubre,Del Liber-tador y Montevideo,PB11,3323
2017,Octubre,Corredor Norte y Casares,PB12,4354
2017,Octubre,EEUU y 33 Orientales,PB32,1842
2017,Octubre,F. Alcorta y Derecho,PB36,2199
2017,Octubre,Montev y Peron,PB37,3185
2017,Octubre,Potosi y Rawson,PB39,1362
2017,Octubre,J. Alvarez y Padilla,PB40,2075
2017,Octubre,Chile y Tacuari,PB44,2058
2017,Octubre,Serrano y Loyola,PB45,3849
2017,Octubre,Gorriti y G. Cruz,PB46,3839
2017,Octubre,Cnel. Diaz y Mansilla,PB48,2569
2017,Octubre,11 de Sep y Monroe,PB49,1433
2017,Octubre,Arenales y Montevideo,PB52,2432
2017,Octubre,M.T. Alvear y Uriburu,PB54,3519
2017,Octubre,La Pampa y Superi,PB58,1629
2017,Noviembre,Virrey Cevallos y Chile,PB1,3358
2017,Noviembre,Azopar-do y Mexico,PB2,1115
2017,Noviembre,Rincon y Carlos Calvo,PB3,2759
2017,Noviembre,Virrey Liniers y C.Calvo,PB6,2459
2017,Noviembre,Billin-ghurst y Peron,PB10,6251
2017,Noviembre,Del Liber-tador y Montevideo,PB11,2675
2017,Noviembre,Corredor Norte y Casares,PB12,4548
2017,Noviembre,EEUU y 33 Orientales,PB32,1624
2017,Noviembre,F. Alcorta y Derecho,PB36,2498
2017,Noviembre,Montev y Peron,PB37,2898
2017,Noviembre,Potosi y Rawson,PB39,1413
2017,Noviembre,J. Alvarez y Padilla,PB40,2358
2017,Noviembre,Chile y Tacuari,PB44,1929
2017,Noviembre,Serrano y Loyola,PB45,4996
2017,Noviembre,Gorriti y G. Cruz,PB46,4330
2017,Noviembre,Cnel. Diaz y Mansilla,PB48,3083
2017,Noviembre,11 de Sep y Monroe,PB49,1341
2017,Noviembre,Arenales y Montevideo,PB52,2245
2017,Noviembre,M.T. Alvear y Uriburu,PB54,3071
2017,Noviembre,La Pampa y Superi,PB58,1446
2017,Diciembre,Virrey Cevallos y Chile,PB1,3276
2017,Diciembre,Azopar-do y Mexico,PB2,1029
2017,Diciembre,Rincon y Carlos Calvo,PB3,2065
2017,Diciembre,Virrey Liniers y C.Calvo,PB6,2232
2017,Diciembre,Billin-ghurst y Peron,PB10,5409
2017,Diciembre,Del Liber-tador y Montevideo,PB11,1981
2017,Diciembre,Corredor Norte y Casares,PB12,3868
2017,Diciembre,EEUU y 33 Orientales,PB32,1639
2017,Diciembre,F. Alcorta y Derecho,PB36,2001
2017,Diciembre,Montev y Peron,PB37,2537
2017,Diciembre,Potosi y Rawson,PB39,1872
2017,Diciembre,J. Alvarez y Padilla,PB40,1542
2017,Diciembre,Chile y Tacuari,PB44,2860
2017,Diciembre,Serrano y Loyola,PB45,3985
2017,Diciembre,Gorriti y G. Cruz,PB46,3272
2017,Diciembre,Cnel. Diaz y Mansilla,PB48,1977
2017,Diciembre,11 de Sep y Monroe,PB49,858
2017,Diciembre,Arenales y Montevideo,PB52,1788
2017,Diciembre,M.T. Alvear y Uriburu,PB54,3020
2017,Diciembre,La Pampa y Superi,PB58,2195
2018,Enero,Virrey Cevallos y Chile,PB1,2541
2018,Enero,Azopar-do y Mexico,PB2,1006
2018,Enero,Rincon y Carlos Calvo,PB3,2096
2018,Enero,Virrey Liniers y C.Calvo,PB6,1959
2018,Enero,Billin-ghurst y Peron,PB10,3813
2018,Enero,Del Liber-tador y Montevideo,PB11,1934
2018,Enero,Corredor Norte y Casares,PB12,4162
2018,Enero,EEUU y 33 Orientales,PB32,1532
2018,Enero,F. Alcorta y Derecho,PB36,2583
2018,Enero,Montev y Peron,PB37,2668
2018,Enero,Potosi y Rawson,PB39,1401
2018,Enero,J. Alvarez y Padilla,PB40,1362
2018,Enero,Chile y Tacuari,PB44,2739
2018,Enero,Serrano y Loyola,PB45,2743
2018,Enero,Gorriti y G. Cruz,PB46,3590
2018,Enero,Cnel. Diaz y Mansilla,PB48,2393
2018,Enero,11 de Sep y Monroe,PB49,1161
2018,Enero,Arenales y Montevideo,PB52,1843
2018,Enero,M.T. Alvear y Uriburu,PB54,2744
2018,Enero,La Pampa y Superi,PB58,1579
2018,Febrero,Virrey Cevallos y Chile,PB1,3032
2018,Febrero,Azopar-do y Mexico,PB2,827
2018,Febrero,Rincon y Carlos Calvo,PB3,2232
2018,Febrero,Virrey Liniers y C.Calvo,PB6,1893
2018,Febrero,Billin-ghurst y Peron,PB10,3980
2018,Febrero,Del Liber-tador y Montevideo,PB11,2468
2018,Febrero,Corredor Norte y Casares,PB12,3749
2018,Febrero,EEUU y 33 Orientales,PB32,1427
2018,Febrero,F. Alcorta y Derecho,PB36,2319
2018,Febrero,Montev y Peron,PB37,3272
2018,Febrero,Potosi y Rawson,PB39,1633
2018,Febrero,J. Alvarez y Padilla,PB40,1767
2018,Febrero,Chile y Tacuari,PB44,2686
2018,Febrero,Serrano y Loyola,PB45,3636
2018,Febrero,Gorriti y G. Cruz,PB46,3614
2018,Febrero,Cnel. Diaz y Mansilla,PB48,2859
2018,Febrero,11 de Sep y Monroe,PB49,1236
2018,Febrero,Arenales y Montevideo,PB52,2271
2018,Febrero,M.T. Alvear y Uriburu,PB54,3097
2018,Febrero,La Pampa y Superi,PB58,1815
2018,Marzo,Virrey Cevallos y Chile,PB1,3240
2018,Marzo,Azopar-do y Mexico,PB2,862
2018,Marzo,Rincon y Carlos Calvo,PB3,2599
2018,Marzo,Virrey Liniers y C.Calvo,PB6,2873
2018,Marzo,Billin-ghurst y Peron,PB10,5398
2018,Marzo,Del Liber-tador y Montevideo,PB11,3027
2018,Marzo,Corredor Norte y Casares,PB12,4055
2018,Marzo,EEUU y 33 Orientales,PB32,2241
2018,Marzo,F. Alcorta y Derecho,PB36,2543
2018,Marzo,Montev y Peron,PB37,3157
2018,Marzo,Potosi y Rawson,PB39,1954
2018,Marzo,J. Alvarez y Padilla,PB40,1935
2018,Marzo,Chile y Tacuari,PB44,2746
2018,Marzo,Serrano y Loyola,PB45,3802
2018,Marzo,Gorriti y G. Cruz,PB46,4061
2018,Marzo,Cnel. Diaz y Mansilla,PB48,2857
2018,Marzo,11 de Sep y Monroe,PB49,1181
2018,Marzo,Arenales y Montevideo,PB52,2314
2018,Marzo,M.T. Alvear y Uriburu,PB54,3164
2018,Marzo,La Pampa y Superi,PB58,2026
2018,Abril,Virrey Cevallos y Chile,PB1,1729
2018,Abril,Azopar-do y Mexico,PB2,1089
2018,Abril,Rincon y Carlos Calvo,PB3,2917
2018,Abril,Virrey Liniers y C.Calvo,PB6,2725
2018,Abril,Billin-ghurst y Peron,PB10,4983
2018,Abril,Del Liber-tador y Montevideo,PB11,2379
2018,Abril,Corredor Norte y Casares,PB12,4237
2018,Abril,EEUU y 33 Orientales,PB32,2297
2018,Abril,F. Alcorta y Derecho,PB36,2681
2018,Abril,Montev y Peron,PB37,3425
2018,Abril,Potosi y Rawson,PB39,2102
2018,Abril,J. Alvarez y Padilla,PB40,1880
2018,Abril,Chile y Tacuari,PB44,2830
2018,Abril,Serrano y Loyola,PB45,3266
2018,Abril,Gorriti y G. Cruz,PB46,4028
2018,Abril,Cnel. Diaz y Mansilla,PB48,2751
2018,Abril,11 de Sep y Monroe,PB49,1263
2018,Abril,Arenales y Montevideo,PB52,2340
2018,Abril,M.T. Alvear y Uriburu,PB54,3595
2018,Abril,La Pampa y Superi,PB58,2363
2018,Mayo,Virrey Cevallos y Chile,PB1,2849
2018,Mayo,Azopar-do y Mexico,PB2,1113
2018,Mayo,Rincon y Carlos Calvo,PB3,3205
2018,Mayo,Virrey Liniers y C.Calvo,PB6,2703
2018,Mayo,Billin-ghurst y Peron,PB10,4746
2018,Mayo,Del Liber-tador y Montevideo,PB11,2649
2018,Mayo,Corredor Norte y Casares,PB12,3486
2018,Mayo,EEUU y 33 Orientales,PB32,1799
2018,Mayo,F. Alcorta y Derecho,PB36,2366
2018,Mayo,Montev y Peron,PB37,3019
2018,Mayo,Potosi y Rawson,PB39,2108
2018,Mayo,J. Alvarez y Padilla,PB40,1484
2018,Mayo,Chile y Tacuari,PB44,2958
2018,Mayo,Serrano y Loyola,PB45,3932
2018,Mayo,Gorriti y G. Cruz,PB46,2921
2018,Mayo,Cnel. Diaz y Mansilla,PB48,2654
2018,Mayo,11 de Sep y Monroe,PB49,1277
2018,Mayo,Arenales y Montevideo,PB52,2241
2018,Mayo,M.T. Alvear y Uriburu,PB54,2907
2018,Mayo,La Pampa y Superi,PB58,1722
2018,Junio,Virrey Cevallos y Chile,PB1,3392
2018,Junio,Azopar-do y Mexico,PB2,1092
2018,Junio,Rincon y Carlos Calvo,PB3,2521
2018,Junio,Virrey Liniers y C.Calvo,PB6,2222
2018,Junio,Billin-ghurst y Peron,PB10,4546
2018,Junio,Del Liber-tador y Montevideo,PB11,1988
2018,Junio,Corredor Norte y Casares,PB12,2957
2018,Junio,EEUU y 33 Orientales,PB32,1498
2018,Junio,F. Alcorta y Derecho,PB36,1605
2018,Junio,Montev y Peron,PB37,3146
2018,Junio,Potosi y Rawson,PB39,1595
2018,Junio,J. Alvarez y Padilla,PB40,1502
2018,Junio,Chile y Tacuari,PB44,2741
2018,Junio,Serrano y Loyola,PB45,2885
2018,Junio,Gorriti y G. Cruz,PB46,3076
2018,Junio,Cnel. Diaz y Mansilla,PB48,2416
2018,Junio,11 de Sep y Monroe,PB49,1125
2018,Junio,Arenales y Montevideo,PB52,1996
2018,Junio,M.T. Alvear y Uriburu,PB54,3674
2018,Junio,La Pampa y Superi,PB58,1665
2018,Julio,Virrey Cevallos y Chile,PB1,2844
2018,Julio,Azopar-do y Mexico,PB2,833
2018,Julio,Rincon y Carlos Calvo,PB3,1929
2018,Julio,Virrey Liniers y C.Calvo,PB6,2073
2018,Julio,Billin-ghurst y Peron,PB10,4422
2018,Julio,Del Liber-tador y Montevideo,PB11,1464
2018,Julio,Corredor Norte y Casares,PB12,2308
2018,Julio,EEUU y 33 Orientales,PB32,1531
2018,Julio,F. Alcorta y Derecho,PB36,1224
2018,Julio,Montev y Peron,PB37,3146
2018,Julio,Potosi y Rawson,PB39,1553
2018,Julio,J. Alvarez y Padilla,PB40,1617
2018,Julio,Chile y Tacuari,PB44,2734
2018,Julio,Serrano y Loyola,PB45,3144
2018,Julio,Gorriti y G. Cruz,PB46,2615
2018,Julio,Cnel. Diaz y Mansilla,PB48,2089
2018,Julio,11 de Sep y Monroe,PB49,953
2018,Julio,Arenales y Montevideo,PB52,2035
2018,Julio,M.T. Alvear y Uriburu,PB54,3184
2018,Julio,La Pampa y Superi,PB58,1317
2018,Agosto,Virrey Cevallos y Chile,PB1,2934
2018,Agosto,Azopar-do y Mexico,PB2,830
2018,Agosto,Rincon y Carlos Calvo,PB3,2281
2018,Agosto,Virrey Liniers y C.Calvo,PB6,2527
2018,Agosto,Billin-ghurst y Peron,PB10,4546
2018,Agosto,Del Liber-tador y Montevideo,PB11,2135
2018,Agosto,Corredor Norte y Casares,PB12,2596
2018,Agosto,EEUU y 33 Orientales,PB32,2027
2018,Agosto,F. Alcorta y Derecho,PB36,1618
2018,Agosto,Montev y Peron,PB37,2926
2018,Agosto,Potosi y Rawson,PB39,1958
2018,Agosto,J. Alvarez y Padilla,PB40,1618
2018,Agosto,Chile y Tacuari,PB44,2682
2018,Agosto,Serrano y Loyola,PB45,2916
2018,Agosto,Gorriti y G. Cruz,PB46,3576
2018,Agosto,Cnel. Diaz y Mansilla,PB48,2722
2018,Agosto,11 de Sep y Monroe,PB49,1106
2018,Agosto,Arenales y Montevideo,PB52,2284
2018,Agosto,M.T. Alvear y Uriburu,PB54,3403
2018,Agosto,La Pampa y Superi,PB58,1700
2018,Septiembre,Virrey Cevallos y Chile,PB1,4304
2018,Septiembre,Azopar-do y Mexico,PB2,1120
2018,Septiembre,Rincon y Carlos Calvo,PB3,3026
2018,Septiembre,Virrey Liniers y C.Calvo,PB6,2952
2018,Septiembre,Billin-ghurst y Peron,PB10,5581
2018,Septiembre,Del Liber-tador y Montevideo,PB11,2961
2018,Septiembre,Corredor Norte y Casares,PB12,3904
2018,Septiembre,EEUU y 33 Orientales,PB32,2506
2018,Septiembre,F. Alcorta y Derecho,PB36,2778
2018,Septiembre,Montev y Peron,PB37,3644
2018,Septiembre,Potosi y Rawson,PB39,2536
2018,Septiembre,J. Alvarez y Padilla,PB40,2144
2018,Septiembre,Chile y Tacuari,PB44,2772
2018,Septiembre,Serrano y Loyola,PB45,4360
2018,Septiembre,Gorriti y G. Cruz,PB46,4489
2018,Septiembre,Cnel. Diaz y Mansilla,PB48,3096
2018,Septiembre,11 de Sep y Monroe,PB49,1473
2018,Septiembre,Arenales y Montevideo,PB52,2631
2018,Septiembre,M.T. Alvear y Uriburu,PB54,4301
2018,Septiembre,La Pampa y Superi,PB58,2118
2018,Octubre,Virrey Cevallos y Chile,PB1,4612
2018,Octubre,Azopar-do y Mexico,PB2,1230
2018,Octubre,Rincon y Carlos Calvo,PB3,2982
2018,Octubre,Virrey Liniers y C.Calvo,PB6,3342
2018,Octubre,Billin-ghurst y Peron,PB10,6322
2018,Octubre,Del Liber-tador y Montevideo,PB11,3570
2018,Octubre,Corredor Norte y Casares,PB12,4467
2018,Octubre,EEUU y 33 Orientales,PB32,2239
2018,Octubre,F. Alcorta y Derecho,PB36,3092
2018,Octubre,Montev y Peron,PB37,4444
2018,Octubre,Potosi y Rawson,PB39,2460
2018,Octubre,J. Alvarez y Padilla,PB40,1663
2018,Octubre,Chile y Tacuari,PB44,3646
2018,Octubre,Serrano y Loyola,PB45,3519
2018,Octubre,Gorriti y G. Cruz,PB46,4789
2018,Octubre,Cnel. Diaz y Mansilla,PB48,2817
2018,Octubre,11 de Sep y Monroe,PB49,1685
2018,Octubre,Arenales y Montevideo,PB52,2538
2018,Octubre,M.T. Alvear y Uriburu,PB54,4570
2018,Octubre,La Pampa y Superi,PB58,3053
2018,Noviembre,Virrey Cevallos y Chile,PB1,3987
2018,Noviembre,Azopar-do y Mexico,PB2,1091
2018,Noviembre,Rincon y Carlos Calvo,PB3,2582
2018,Noviembre,Virrey Liniers y C.Calvo,PB6,2632
2018,Noviembre,Billin-ghurst y Peron,PB10,5529
2018,Noviembre,Del Liber-tador y Montevideo,PB11,3488
2018,Noviembre,Corredor Norte y Casares,PB12,3953
2018,Noviembre,EEUU y 33 Orientales,PB32,2101
2018,Noviembre,F. Alcorta y Derecho,PB36,2469
2018,Noviembre,Montev y Peron,PB37,3494
2018,Noviembre,Potosi y Rawson,PB39,2091
2018,Noviembre,J. Alvarez y Padilla,PB40,1832
2018,Noviembre,Chile y Tacuari,PB44,3443
2018,Noviembre,Serrano y Loyola,PB45,3858
2018,Noviembre,Gorriti y G. Cruz,PB46,4545
2018,Noviembre,Cnel. Diaz y Mansilla,PB48,2811
2018,Noviembre,11 de Sep y Monroe,PB49,1387
2018,Noviembre,Arenales y Montevideo,PB52,2445
2018,Noviembre,M.T. Alvear y Uriburu,PB54,4550
2018,Noviembre,La Pampa y Superi,PB58,2637
2018,Diciembre,Virrey Cevallos y Chile,PB1,3849
2018,Diciembre,Azopar-do y Mexico,PB2,888
2018,Diciembre,Rincon y Carlos Calvo,PB3,3124
2018,Diciembre,Virrey Liniers y C.Calvo,PB6,3278
2018,Diciembre,Billin-ghurst y Peron,PB10,4541
2018,Diciembre,Del Liber-tador y Montevideo,PB11,2748
2018,Diciembre,Corredor Norte y Casares,PB12,4768
2018,Diciembre,EEUU y 33 Orientales,PB32,1878
2018,Diciembre,F. Alcorta y Derecho,PB36,2934
2018,Diciembre,Montev y Peron,PB37,3462
2018,Diciembre,Potosi y Rawson,PB39,2209
2018,Diciembre,J. Alvarez y Padilla,PB40,2410
2018,Diciembre,Chile y Tacuari,PB44,4123
2018,Diciembre,Serrano y Loyola,PB45,4561
2018,Diciembre,Gorriti y G. Cruz,PB46,4368
2018,Diciembre,Cnel. Diaz y Mansilla,PB48,3190
2018,Diciembre,11 de Sep y Monroe,PB49,1474
2018,Diciembre,Arenales y Montevideo,PB52,2661
2018,Diciembre,M.T. Alvear y Uriburu,PB54,3590
2018,Diciembre,La Pampa y Superi,PB58,2511
2019,Enero,Virrey Cevallos y Chile,PB1,3323
2019,Enero,Azopar-do y Mexico,PB2,723
2019,Enero,Rincon y Carlos Calvo,PB3,2729
2019,Enero,Virrey Liniers y C.Calvo,PB6,2646
2019,Enero,Billin-ghurst y Peron,PB10,4265
2019,Enero,Del Liber-tador y Montevideo,PB11,2083
2019,Enero,Corredor Norte y Casares,PB12,4104
2019,Enero,EEUU y 33 Orientales,PB32,1907
2019,Enero,F. Alcorta y Derecho,PB36,2258
2019,Enero,Montev y Peron,PB37,2912
2019,Enero,Potosi y Rawson,PB39,1557
2019,Enero,J. Alvarez y Padilla,PB40,1768
2019,Enero,Chile y Tacuari,PB44,3467
2019,Enero,Serrano y Loyola,PB45,3332
2019,Enero,Gorriti y G. Cruz,PB46,4173
2019,Enero,Cnel. Diaz y Mansilla,PB48,2484
2019,Enero,11 de Sep y Monroe,PB49,1032
2019,Enero,Arenales y Montevideo,PB52,1902
2019,Enero,M.T. Alvear y Uriburu,PB54,2775
2019,Enero,La Pampa y Superi,PB58,2462
2019,Febrero,Virrey Cevallos y Chile,PB1,3842
2019,Febrero,Azopar-do y Mexico,PB2,824
2019,Febrero,Rincon y Carlos Calvo,PB3,3117
2019,Febrero,Virrey Liniers y C.Calvo,PB6,2657
2019,Febrero,Billin-ghurst y Peron,PB10,5438
2019,Febrero,Del Liber-tador y Montevideo,PB11,2880
2019,Febrero,Corredor Norte y Casares,PB12,4708
2019,Febrero,EEUU y 33 Orientales,PB32,2027
2019,Febrero,F. Alcorta y Derecho,PB36,2724
2019,Febrero,Montev y Peron,PB37,3666
2019,Febrero,Potosi y Rawson,PB39,2179
2019,Febrero,J. Alvarez y Padilla,PB40,2157
2019,Febrero,Chile y Tacuari,PB44,3674
2019,Febrero,Serrano y Loyola,PB45,4208
2019,Febrero,Gorriti y G. Cruz,PB46,5087
2019,Febrero,Cnel. Diaz y Mansilla,PB48,3170
2019,Febrero,11 de Sep y Monroe,PB49,1016
2019,Febrero,Arenales y Montevideo,PB52,2384
2019,Febrero,M.T. Alvear y Uriburu,PB54,3609
2019,Febrero,La Pampa y Superi,PB58,3511
2019,Marzo,Virrey Cevallos y Chile,PB1,3943
2019,Marzo,Azopar-do y Mexico,PB2,1057
2019,Marzo,Rincon y Carlos Calvo,PB3,3389
2019,Marzo,Virrey Liniers y C.Calvo,PB6,3269
2019,Marzo,Billin-ghurst y Peron,PB10,5656
2019,Marzo,Del Liber-tador y Montevideo,PB11,2729
2019,Marzo,Corredor Norte y Casares,PB12,4577
2019,Marzo,EEUU y 33 Orientales,PB32,2499
2019,Marzo,F. Alcorta y Derecho,PB36,2701
2019,Marzo,Montev y Peron,PB37,3986
2019,Marzo,Potosi y Rawson,PB39,2352
2019,Marzo,J. Alvarez y Padilla,PB40,2193
2019,Marzo,Chile y Tacuari,PB44,3692
2019,Marzo,Serrano y Loyola,PB45,4245
2019,Marzo,Gorriti y G. Cruz,PB46,4832
2019,Marzo,Cnel. Diaz y Mansilla,PB48,3050
2019,Marzo,11 de Sep y Monroe,PB49,1288
2019,Marzo,Arenales y Montevideo,PB52,2458
2019,Marzo,M.T. Alvear y Uriburu,PB54,3651
2019,Marzo,La Pampa y Superi,PB58,3722
2019,Abril,Virrey Cevallos y Chile,PB1,4045
2019,Abril,Azopar-do y Mexico,PB2,1063
2019,Abril,Rincon y Carlos Calvo,PB3,3457
2019,Abril,Virrey Liniers y C.Calvo,PB6,3351
2019,Abril,Billin-ghurst y Peron,PB10,5486
2019,Abril,Del Liber-tador y Montevideo,PB11,2745
2019,Abril,Corredor Norte y Casares,PB12,4607
2019,Abril,EEUU y 33 Orientales,PB32,2210
2019,Abril,F. Alcorta y Derecho,PB36,2803
2019,Abril,Montev y Peron,PB37,3795
2019,Abril,Potosi y Rawson,PB39,2453
2019,Abril,J. Alvarez y Padilla,PB40,2134
2019,Abril,Chile y Tacuari,PB44,3763
2019,Abril,Serrano y Loyola,PB45,4003
2019,Abril,Gorriti y G. Cruz,PB46,4887
2019,Abril,Cnel. Diaz y Mansilla,PB48,3068
2019,Abril,11 de Sep y Monroe,PB49,1359
2019,Abril,Arenales y Montevideo,PB52,2471
2019,Abril,M.T. Alvear y Uriburu,PB54,3698
2019,Abril,La Pampa y Superi,PB58,3508
2019,Mayo,Virrey Cevallos y Chile,PB1,4029
2019,Mayo,Azopar-do y Mexico,PB2,1016
2019,Mayo,Rincon y Carlos Calvo,PB3,3150
2019,Mayo,Virrey Liniers y C.Calvo,PB6,3022
2019,Mayo,Billin-ghurst y Peron,PB10,5320
2019,Mayo,Del Liber-tador y Montevideo,PB11,3262
2019,Mayo,Corredor Norte y Casares,PB12,4635
2019,Mayo,EEUU y 33 Orientales,PB32,2083
2019,Mayo,F. Alcorta y Derecho,PB36,3576
2019,Mayo,Montev y Peron,PB37,3544
2019,Mayo,Potosi y Rawson,PB39,2174
2019,Mayo,J. Alvarez y Padilla,PB40,2096
2019,Mayo,Chile y Tacuari,PB44,4924
2019,Mayo,Serrano y Loyola,PB45,4070
2019,Mayo,Gorriti y G. Cruz,PB46,4979
2019,Mayo,Cnel. Diaz y Mansilla,PB48,3213
2019,Mayo,11 de Sep y Monroe,PB49,1163
2019,Mayo,Arenales y Montevideo,PB52,3079
2019,Mayo,M.T. Alvear y Uriburu,PB54,4932
2019,Mayo,La Pampa y Superi,PB58,3499
2019,Junio,Virrey Cevallos y Chile,PB1,3665
2019,Junio,Azopar-do y Mexico,PB2,1515
2019,Junio,Rincon y Carlos Calvo,PB3,2232
2019,Junio,Virrey Liniers y C.Calvo,PB6,2779
2019,Junio,Billin-ghurst y Peron,PB10,5672
2019,Junio,Del Liber-tador y Montevideo,PB11,2620
2019,Junio,Corredor Norte y Casares,PB12,5451
2019,Junio,EEUU y 33 Orientales,PB32,2500
2019,Junio,F. Alcorta y Derecho,PB36,2162
2019,Junio,Montev y Peron,PB37,4741
2019,Junio,Potosi y Rawson,PB39,2393
2019,Junio,J. Alvarez y Padilla,PB40,1983
2019,Junio,Chile y Tacuari,PB44,3861
2019,Junio,Serrano y Loyola,PB45,4697
2019,Junio,Gorriti y G. Cruz,PB46,6215
2019,Junio,Cnel. Diaz y Mansilla,PB48,4117
2019,Junio,11 de Sep y Monroe,PB49,1700
2019,Junio,Arenales y Montevideo,PB52,2632
2019,Junio,M.T. Alvear y Uriburu,PB54,4056
2019,Junio,La Pampa y Superi,PB58,2929
2019,Julio,Virrey Cevallos y Chile,PB1,3142
2019,Julio,Azopar-do y Mexico,PB2,1505
2019,Julio,Rincon y Carlos Calvo,PB3,2675
2019,Julio,Virrey Liniers y C.Calvo,PB6,2835
2019,Julio,Billin-ghurst y Peron,PB10,5963
2019,Julio,Del Liber-tador y Montevideo,PB11,2166
2019,Julio,Corredor Norte y Casares,PB12,3265
2019,Julio,EEUU y 33 Orientales,PB32,2571
2019,Julio,F. Alcorta y Derecho,PB36,2453
2019,Julio,Montev y Peron,PB37,4275
2019,Julio,Potosi y Rawson,PB39,1874
2019,Julio,J. Alvarez y Padilla,PB40,2132
2019,Julio,Chile y Tacuari,PB44,3507
