centroide,cantidad_ciclistas,X,Y,RECORRIDO,CENTROIDE,CRUCE,ÃREA,geometry
841,1.6,-58.4418817939992,-34.6105031640399,R049,841.0,"ARENGREEN@VIRASORO, VALENTIN",Barrios,POINT (-58.4418817939992 -34.6105031640399)
842,1.9000000000000001,-58.4432797586181,-34.6123029673246,R049,842.0,"VALLESE, FELIPE@COLPAYO",Barrios,POINT (-58.4432797586181 -34.6123029673246)
843,3.9000000000000004,-58.4441644019137,-34.6140371812551,R049,843.0,MENDEZ DE ANDES@ROJAS,Barrios,POINT (-58.4441644019137 -34.6140371812551)
844,4.5,-58.4452285966511,-34.6156242265314,R049,844.0,"ARANGUREN, JUAN F., Dr.@REPETTO, NICOLAS, DR.",Barrios,POINT (-58.4452285966511 -34.6156242265314)
845,5.0,-58.4465912565851,-34.6175544827717,R049,845.0,"AVELLANEDA@GAINZA, MARTIN DE, GRAL.",Barrios,POINT (-58.4465912565851 -34.6175544827717)
846,13.3,-58.4315425125549,-34.6187073830362,R050,846.0,ROSARIO@DOBLAS,Barrios,POINT (-58.4315425125549 -34.6187073830362)
847,3.4000000000000004,-58.4329853650342,-34.6200463107605,R050,847.0,GUAYAQUIL@VIEL,Barrios,POINT (-58.4329853650342 -34.6200463107605)
848,1.8,-58.4337897582278,-34.6211549230125,R050,848.0,FORMOSA@BEAUCHEF,Barrios,POINT (-58.4337897582278 -34.6211549230125)
849,9.1,-58.4346576327648,-34.6230470929648,R050,849.0,"ALBERDI, JUAN BAUTISTA@MORENO, JOSE MARIA",Barrios,POINT (-58.4346576327648 -34.6230470929648)
850,9.1,-58.4362266412392,-34.6245599603615,R050,850.0,VALLE@RIGLOS,Barrios,POINT (-58.4362266412392 -34.6245599603615)
851,0.7000000000000001,-58.4336593682248,-34.6315679218789,R051,851.0,ESTRADA@IGUALDAD,Barrios,POINT (-58.4336593682248 -34.6315679218789)
852,1.1,-58.4347788748643,-34.6324151129082,R051,852.0,RIGLOS@SALAS,Barrios,POINT (-58.4347788748643 -34.6324151129082)
853,2.5,-58.4354738358554,-34.6353643100009,R051,853.0,SANTANDER@PICHEUTA,Barrios,POINT (-58.4354738358554 -34.6353643100009)
854,1.2000000000000002,-58.4366527310238,-34.6367060903747,R051,854.0,"CACHIMAYO@DIAZ, AVELINO",Barrios,POINT (-58.4366527310238 -34.6367060903747)
855,1.2000000000000002,-58.4378162127119,-34.6381418723837,R051,855.0,BALBASTRO@MITRE EMILIO,Barrios,POINT (-58.4378162127119 -34.6381418723837)
856,29.0,-58.4205223768848,-34.6228284390011,R052,856.0,ESTADOS UNIDOS@CASTRO,Barrios,POINT (-58.4205223768848 -34.6228284390011)
857,5.800000000000001,-58.4218605464813,-34.6247807223359,R052,857.0,"CALVO, CARLOS@BOCAYUVA, QUINTINO",Barrios,POINT (-58.4218605464813 -34.6247807223359)
858,14.600000000000001,-58.4228421267991,-34.6264263845227,R052,858.0,SAN JUAN@TREINTA Y TRES ORIENTALES,Barrios,POINT (-58.4228421267991 -34.6264263845227)
859,2.5,-58.4238331841725,-34.627930135492,R052,859.0,"COCHABAMBA@MARMOL, JOSE",Barrios,POINT (-58.4238331841725 -34.627930135492)
860,1.0,-58.424789991611,-34.6302121515658,R052,860.0,TARIJA@MUÃƒÂIZ,Barrios,POINT (-58.424789991611 -34.6302121515658)
861,3.2,-58.4764733920931,-34.6763409362068,R053,861.0,SOMELLERA@MURGUIONDO,Barrios,POINT (-58.4764733920931 -34.6763409362068)
862,1.1,-58.4765645590653,-34.6775965921071,R053,862.0,"GALLO, DELFIN@LEGUIZAMON, MARTINIANO",Barrios,POINT (-58.4765645590653 -34.6775965921071)
863,0.30000000000000004,-58.4767274703516,-34.6796333856323,R053,863.0,"SAYOS@RUCCI, JOSE IGNACIO",Barrios,POINT (-58.4767274703516 -34.6796333856323)
864,0.30000000000000004,-58.4761710984827,-34.6810192579666,R053,864.0,"BATLLE Y ORDONEZ, JOSE P.T@HUDSON",Barrios,POINT (-58.4761710984827 -34.6810192579666)
865,1.2000000000000002,-58.475797278194,-34.6821378481965,R053,865.0,"DE LA TORRE, LISANDRO@UNANUE",Barrios,POINT (-58.475797278194 -34.6821378481965)
866,1.7000000000000002,-58.3712902873908,-34.6328140683474,R054,866.0,GUALEGUAY@RUY DIAZ DE GUZMAN,Barrios,POINT (-58.3712902873908 -34.6328140683474)
867,6.5,-58.3722868306286,-34.6338919588595,R054,867.0,ARZOBISPO ESPINOSA@AZARA,Barrios,POINT (-58.3722868306286 -34.6338919588595)
868,3.0,-58.3730844465313,-34.6349713854137,R054,868.0,"VILLAFAÃƒÂE, WENCESLAO@JOVELLANOS, GASPAR M. de",Barrios,POINT (-58.3730844465313 -34.6349713854137)
869,4.3,-58.3738671067088,-34.636112910154,R054,869.0,"VALLE, ARISTOBULO DEL@ISABEL LA CATOLICA",Barrios,POINT (-58.3738671067088 -34.636112910154)
870,3.5,-58.3762697974967,-34.6380108231769,R054,870.0,"BRANDSEN@HORNOS, Gral.",Barrios,POINT (-58.3762697974967 -34.6380108231769)
871,2.9000000000000004,-58.4139306611692,-34.5797304704091,R055,871.0,LAFINUR@CABELLO,Barrios,POINT (-58.4139306611692 -34.5797304704091)
872,3.8000000000000003,-58.4106369724763,-34.5783810260129,R055,872.0,"UGARTECHE@SEGUI, JUAN FRANCISCO",Barrios,POINT (-58.4106369724763 -34.5783810260129)
873,4.5,-58.4070505535635,-34.5771935486149,R055,873.0,CAVIA@CASTEX,Barrios,POINT (-58.4070505535635 -34.5771935486149)
874,13.200000000000001,-58.404872223837,-34.5765502554734,R055,874.0,"SALGUERO, JERONIMO@FIGUEROA ALCORTA, PRES.",Barrios,POINT (-58.404872223837 -34.5765502554734)
875,2.7,-58.4029283617528,-34.5766925641913,R055,875.0,"SAN MARTIN DE TOURS@CORONADO, MARTIN",Barrios,POINT (-58.4029283617528 -34.5766925641913)
876,22.1,-58.4405135996373,-34.602044508855,R056,876.0,ARAOZ@PADILLA,Barrios,POINT (-58.4405135996373 -34.602044508855)
877,6.0,-58.4439776819758,-34.6022731264074,R056,877.0,"VIALE, LUIS@ACOYTE",Barrios,POINT (-58.4439776819758 -34.6022731264074)
878,4.6000000000000005,-58.4456976524447,-34.6021031599399,R056,878.0,GALICIA@HIDALGO,Barrios,POINT (-58.4456976524447 -34.6021031599399)
879,16.8,-58.4476452341248,-34.6016869914762,R056,879.0,TRES ARROYOS@OLAYA,Barrios,POINT (-58.4476452341248 -34.6016869914762)
880,1.6,-58.4496642669401,-34.6011900225256,R056,880.0,"BELAUSTEGUI, LUIS, Dr.@VIRASORO, VALENTIN",Barrios,POINT (-58.4496642669401 -34.6011900225256)
