centroide,cantidad_ciclistas,X,Y,RECORRIDO,CENTROIDE,CRUCE,ÃREA,geometry
1,3.1,-58.4170868049088,-34.6391083059055,R086,1.0,CASEROS@RAULET,Macrocentro,POINT (-58.4170868049088 -34.6391083059055)
2,8.6,-58.4161635321349,-34.6375044549979,R085,2.0,BOEDO@CHICLANA,Macrocentro,POINT (-58.4161635321349 -34.6375044549979)
4,6.4,-58.4090536702349,-34.6377213300987,R086,4.0,CASEROS@24 DE NOVIEMBRE,Macrocentro,POINT (-58.4090536702349 -34.6377213300987)
5,4.9,-58.4076678329738,-34.6363532040853,R086,5.0,"RONDEAU@URQUIZA, Gral.",Macrocentro,POINT (-58.4076678329738 -34.6363532040853)
7,6.1000000000000005,-58.3989056422123,-34.6359170913522,R061,7.0,CASEROS@JUJUY,Macrocentro,POINT (-58.3989056422123 -34.6359170913522)
10,1.1,-58.4180571374055,-34.6291253106737,R089,10.0,"CASTRO, BARROS@TARIJA",Macrocentro,POINT (-58.4180571374055 -34.6291253106737)
11,4.0,-58.4191078674932,-34.6245972278542,R089,11.0,"CALVO, CARLOS@CASTRO, BARROS",Macrocentro,POINT (-58.4191078674932 -34.6245972278542)
17,4.2,-58.4141665515953,-34.6347154172651,R087,17.0,LAS CASAS@MAZA,Macrocentro,POINT (-58.4141665515953 -34.6347154172651)
18,8.200000000000001,-58.4130310127421,-34.6333344930001,R087,18.0,LINIERS VIRREY@SALCEDO,Macrocentro,POINT (-58.4130310127421 -34.6333344930001)
20,3.1,-58.4159358121056,-34.6278745443861,R089,20.0,BOEDO@CONSTITUCION,Macrocentro,POINT (-58.4159358121056 -34.6278745443861)
24,1.8,-58.4116345266087,-34.6316978761935,R084,24.0,INCLAN@SANCHEZ DE LORIA,Macrocentro,POINT (-58.4116345266087 -34.6316978761935)
27,3.0,-58.4098689533186,-34.6298884024981,R084,27.0,"24DE NOVIEMBRE@GARAY, JUAN DE",Macrocentro,POINT (-58.4098689533186 -34.6298884024981)
29,1.5,-58.414594586613,-34.6267950422882,R088,29.0,MAZA@COCHABAMBA,Macrocentro,POINT (-58.414594586613 -34.6267950422882)
31,14.9,-58.4135721914643,-34.6251408464341,R082,31.0,SAN JUAN@LINIERS VIRREY,Macrocentro,POINT (-58.4135721914643 -34.6251408464341)
32,11.8,-58.4165096856802,-34.6209772030762,R091,32.0,INDEPENDENCIA@BOEDO,Macrocentro,POINT (-58.4165096856802 -34.6209772030762)
34,2.8000000000000003,-58.4122197514261,-34.6239925794759,R082,34.0,HUMBERTO 1Ã‚Âª@SANCHEZ DE LORIA,Macrocentro,POINT (-58.4122197514261 -34.6239925794759)
38,18.3,-58.4105884397203,-34.622693749822,R082,38.0,"CALVO, CARLOS@24 DE NOVIEMBRE",Macrocentro,POINT (-58.4105884397203 -34.622693749822)
39,5.2,-58.4091757765824,-34.6212638637676,R082,39.0,"ESTADOS UNIDOS@URQUIZA, Gral.",Macrocentro,POINT (-58.4091757765824 -34.6212638637676)
40,8.0,-58.4200802252632,-34.6158436741848,R093,40.0,CASTRO BARROS@BELGRANO,Macrocentro,POINT (-58.4200802252632 -34.6158436741848)
43,7.5,-58.4186504651141,-34.6142768420697,R093,43.0,COLOMBRES@YRIGOYEN HIPOLITO,Macrocentro,POINT (-58.4186504651141 -34.6142768420697)
45,8.0,-58.4178350318434,-34.612493664551,R093,45.0,BOEDO@DON BOSCO,Macrocentro,POINT (-58.4178350318434 -34.612493664551)
46,20.400000000000002,-58.4214129224846,-34.6072678346426,R095,46.0,MEDRANO@POTOSI,Macrocentro,POINT (-58.4214129224846 -34.6072678346426)
49,8.3,-58.4173398669325,-34.6109424383716,R094,49.0,RIVADAVIA@MAZA,Macrocentro,POINT (-58.4173398669325 -34.6109424383716)
50,3.8000000000000003,-58.4174059527125,-34.6095552997921,R094,50.0,"BRAVO, MARIO@MITRE, BARTOLOME",Macrocentro,POINT (-58.4174059527125 -34.6095552997921)
52,6.4,-58.4198543425487,-34.6060092226699,R095,52.0,"PERON, JUAN DOMINGO, TTE.@SALGUERO, JERONIMO",Macrocentro,POINT (-58.4198543425487 -34.6060092226699)
54,3.5,-58.4182162013915,-34.6045382996519,R097,54.0,"BULNES@GOMEZ, VALENTIN",Macrocentro,POINT (-58.4182162013915 -34.6045382996519)
55,4.0,-58.4153417595427,-34.6183849037288,R091,55.0,AGRELO@MAZA,Macrocentro,POINT (-58.4153417595427 -34.6183849037288)
56,26.400000000000002,-58.4142554504767,-34.6166315980905,R080,56.0,LINIERS VIRREY@VENEZUELA,Macrocentro,POINT (-58.4142554504767 -34.6166315980905)
61,14.200000000000001,-58.4128163607609,-34.6154434408043,R080,61.0,BELGRANO@SANCHEZ DE LORIA,Macrocentro,POINT (-58.4128163607609 -34.6154434408043)
64,6.300000000000001,-58.4098725506062,-34.613994966662,R080,64.0,"MORENO@URQUIZA, Gral.",Macrocentro,POINT (-58.4098725506062 -34.613994966662)
65,29.8,-58.4160650536739,-34.6085362366311,R094,65.0,BILLINGHURST@DIAZ VELEZ,Macrocentro,POINT (-58.4160650536739 -34.6085362366311)
67,15.5,-58.4139370059417,-34.6073460648632,R095,67.0,"GALLO@PERON, JUAN DOMINGO, TTE.",Macrocentro,POINT (-58.4139370059417 -34.6073460648632)
69,14.9,-58.4167465500152,-34.6035983534471,R097,69.0,"BRAVO, MARIO@CORRIENTES",Macrocentro,POINT (-58.4167465500152 -34.6035983534471)
70,46.5,-58.4154692510305,-34.6026521956252,R098,70.0,HUMAHUACA@BILLINGHURST,Macrocentro,POINT (-58.4154692510305 -34.6026521956252)
75,4.7,-58.4123989800108,-34.6063692770322,R096,75.0,AGUERO@SARMIENTO,Macrocentro,POINT (-58.4123989800108 -34.6063692770322)
79,4.7,-58.4107707970464,-34.6051091820774,R078,79.0,"ANCHORENA, TOMAS M. DE, DR@GOMEZ, VALENTIN",Macrocentro,POINT (-58.4107707970464 -34.6051091820774)
80,13.700000000000001,-58.4089147384703,-34.6041189745628,R078,80.0,"CORRIENTES@JAURES, JEAN",Macrocentro,POINT (-58.4089147384703 -34.6041189745628)
82,1.9000000000000001,-58.4058863596701,-34.6347257855442,R062,82.0,"LA RIOJA@CASTILLO, CATULO",Macrocentro,POINT (-58.4058863596701 -34.6347257855442)
83,2.5,-58.408485058593,-34.6283328838542,R084,83.0,PAVON@URQUIZA,Macrocentro,POINT (-58.408485058593 -34.6283328838542)
84,6.4,-58.4045392714973,-34.6331634095698,R062,84.0,BRASIL@DEAN FUNES,Macrocentro,POINT (-58.4045392714973 -34.6331634095698)
88,1.0,-58.4032561799794,-34.631417240951,R062,88.0,"LUCA, ESTEBAN de@SALCEDO",Macrocentro,POINT (-58.4032561799794 -34.631417240951)
90,0.7000000000000001,-58.4022255821144,-34.6301453540861,R063,90.0,CATAMARCA@INCLAN,Macrocentro,POINT (-58.4022255821144 -34.6301453540861)
92,6.9,-58.4011009205612,-34.6286932637709,R063,92.0,"GARAY, JUAN DE@JUJUY",Macrocentro,POINT (-58.4011009205612 -34.6286932637709)
93,3.3000000000000003,-58.4067551209383,-34.6272033326865,R084,93.0,CONSTITUCION@LA RIOJA,Macrocentro,POINT (-58.4067551209383 -34.6272033326865)
94,6.800000000000001,-58.4056012727879,-34.6257661297482,R084,94.0,DEAN FUNES@COCHABAMBA,Macrocentro,POINT (-58.4056012727879 -34.6257661297482)
96,17.5,-58.4077803588436,-34.6197201613158,R082,96.0,INDEPENDENCIA@LA RIOJA,Macrocentro,POINT (-58.4077803588436 -34.6197201613158)
100,9.1,-58.4040161025975,-34.6240077825102,R064,100.0,CATAMARCA@SAN JUAN,Macrocentro,POINT (-58.4040161025975 -34.6240077825102)
102,8.700000000000001,-58.4024789085394,-34.6224404998348,R064,102.0,HUMBERTO 1Ã‚Âª@JUJUY,Macrocentro,POINT (-58.4024789085394 -34.6224404998348)
104,23.400000000000002,-58.4017655078496,-34.6210548865049,R064,104.0,"CALVO, CARLOS@SAAVEDRA",Macrocentro,POINT (-58.4017655078496 -34.6210548865049)
105,4.3,-58.4008841767572,-34.619734186239,R064,105.0,ALBERTI@ESTADOS UNIDOS,Macrocentro,POINT (-58.4008841767572 -34.619734186239)
107,3.8000000000000003,-58.3978686016044,-34.634508259326,R061,107.0,RONDEAU@ALBERTI,Macrocentro,POINT (-58.3978686016044 -34.634508259326)
108,5.300000000000001,-58.3968570261991,-34.633047880859,R061,108.0,MATHEU@15 DE NOVIEMBRE DE 1889,Macrocentro,POINT (-58.3968570261991 -34.633047880859)
112,2.8000000000000003,-58.3959240605323,-34.6315640147987,R060,112.0,"PICHINCHA@ECHAGUE, PEDRO",Macrocentro,POINT (-58.3959240605323 -34.6315640147987)
113,3.5,-58.400089038487,-34.6273200970578,R059,113.0,ALBERTI@PAVON,Macrocentro,POINT (-58.400089038487 -34.6273200970578)
114,3.5,-58.3989140211954,-34.6259726113844,R059,114.0,CONSTITUCION@MATHEU,Macrocentro,POINT (-58.3989140211954 -34.6259726113844)
115,3.5,-58.3975034309947,-34.6244740683883,R059,115.0,COCHABAMBA@PICHINCHA,Macrocentro,POINT (-58.3975034309947 -34.6244740683883)
118,7.5,-58.3963622848686,-34.6230598134502,R059,118.0,PASCO@SAN JUAN,Macrocentro,POINT (-58.3963622848686 -34.6230598134502)
122,8.6,-58.3932061025148,-34.6274494024746,R040,122.0,"GARAY, JUAN DE@SARANDI",Macrocentro,POINT (-58.3932061025148 -34.6274494024746)
123,4.1000000000000005,-58.3923068425384,-34.6264552613261,R040,123.0,COMBATE DE LOS POZOS@PAVON,Macrocentro,POINT (-58.3923068425384 -34.6264552613261)
124,7.6000000000000005,-58.3956417660449,-34.6217471908948,R059,124.0,HUMBERTO 1Ã‚Âª@RINCON,Macrocentro,POINT (-58.3956417660449 -34.6217471908948)
125,10.3,-58.3944957446941,-34.6205460914655,R042,125.0,"CALVO, CARLOS@SARANDI",Macrocentro,POINT (-58.3944957446941 -34.6205460914655)
127,14.8,-58.4065723085545,-34.6178122909988,R066,127.0,DEAN FUNES@MEXICO,Macrocentro,POINT (-58.4065723085545 -34.6178122909988)
128,2.8000000000000003,-58.4058170255384,-34.6160943449042,R066,128.0,CATAMARCA@VENEZUELA,Macrocentro,POINT (-58.4058170255384 -34.6160943449042)
130,8.6,-58.4087131752227,-34.6126110998153,R080,130.0,"ALSINA, ADOLFO@LA RIOJA",Macrocentro,POINT (-58.4087131752227 -34.6126110998153)
133,15.5,-58.4049118390298,-34.6146392904238,R066,133.0,JUJUY@BELGRANO,Macrocentro,POINT (-58.4049118390298 -34.6146392904238)
134,9.0,-58.4058375264833,-34.6112638290789,R081,134.0,"JUJUY@YRIGOYEN, HIPOLITO",Macrocentro,POINT (-58.4058375264833 -34.6112638290789)
138,4.6000000000000005,-58.4042182971691,-34.6133964507613,R066,138.0,MISIONES@MORENO,Macrocentro,POINT (-58.4042182971691 -34.6133964507613)
140,11.600000000000001,-58.4013532073697,-34.6144316297706,R065,140.0,ALBERTI@BELGRANO,Macrocentro,POINT (-58.4013532073697 -34.6144316297706)
145,12.100000000000001,-58.407407657311,-34.6030226263646,R078,145.0,LAVALLE@ECUADOR,Macrocentro,POINT (-58.407407657311 -34.6030226263646)
147,17.0,-58.4059288571317,-34.6017273202545,R078,147.0,BOULOGNE SUR MER@TUCUMAN,Macrocentro,POINT (-58.4059288571317 -34.6017273202545)
148,4.0,-58.4033973321685,-34.6086987000481,R067,148.0,"PASO@MITRE, BARTOLOME",Macrocentro,POINT (-58.4033973321685 -34.6086987000481)
150,9.5,-58.4019681017201,-34.6074709806865,R067,150.0,"LARREA@PERON, JUAN DOMINGO, TTE.",Macrocentro,POINT (-58.4019681017201 -34.6074709806865)
151,6.800000000000001,-58.4007220200017,-34.60615354406,R067,151.0,AZCUENAGA@SARMIENTO,Macrocentro,POINT (-58.4007220200017 -34.60615354406)
156,14.4,-58.4000392763009,-34.6186035747711,R064,156.0,INDEPENDENCIA@MATHEU,Macrocentro,POINT (-58.4000392763009 -34.6186035747711)
157,10.200000000000001,-58.3990629750036,-34.617447887507,R057,157.0,CHILE@PICHINCHA,Macrocentro,POINT (-58.3990629750036 -34.617447887507)
158,8.4,-58.3977358391893,-34.6161643256434,R057,158.0,MEXICO@PASCO,Macrocentro,POINT (-58.3977358391893 -34.6161643256434)
159,4.7,-58.4002239206033,-34.6132015056221,R056,159.0,MORENO@MATHEU,Macrocentro,POINT (-58.4002239206033 -34.6132015056221)
161,21.0,-58.3989629685951,-34.6119841896178,R056,161.0,"ALSINA, ADOLFO@PICHINCHA",Macrocentro,POINT (-58.3989629685951 -34.6119841896178)
164,4.6000000000000005,-58.3932120964959,-34.6192370113393,R042,164.0,COMBATE DE LOS POZOS@ESTADOS UNIDOS,Macrocentro,POINT (-58.3932120964959 -34.6192370113393)
166,24.200000000000003,-58.3961349614403,-34.6141367007055,R057,166.0,RINCON@BELGRANO,Macrocentro,POINT (-58.3961349614403 -34.6141367007055)
168,5.7,-58.3947197361338,-34.6128827058522,R057,168.0,SARANDI@MORENO,Macrocentro,POINT (-58.3947197361338 -34.6128827058522)
169,19.400000000000002,-58.3933037230213,-34.6116034121709,R044,169.0,"COMBATE DE LOS POZOS@ALSINA, ADOLFO",Macrocentro,POINT (-58.3933037230213 -34.6116034121709)
172,21.700000000000003,-58.3974722200233,-34.610683002841,R056,172.0,"YRIGOYEN, HIPOLITO@PASCO",Macrocentro,POINT (-58.3974722200233 -34.610683002841)
174,21.400000000000002,-58.3994796228056,-34.6046353859512,R067,174.0,CORRIENTES@PASTEUR,Macrocentro,POINT (-58.3994796228056 -34.6046353859512)
176,21.3,-58.3983702479282,-34.6033046150772,R054,176.0,"LAVALLE@ URIBURU JOSE E., Pres.",Macrocentro,POINT (-58.3983702479282 -34.6033046150772)
177,16.400000000000002,-58.3970186892255,-34.6021858242977,R054,177.0,JUNIN@TUCUMAN,Macrocentro,POINT (-58.3970186892255 -34.6021858242977)
178,8.9,-58.3962866294024,-34.6094839385774,R056,178.0,JUNIN@RIVADAVIA,Macrocentro,POINT (-58.3962866294024 -34.6094839385774)
179,10.0,-58.3949424910058,-34.6081585735278,R056,179.0,"MITRE, BARTOLOME@AYACUCHO",Macrocentro,POINT (-58.3949424910058 -34.6081585735278)
180,15.5,-58.3935645057254,-34.6069238817226,R045,180.0,"PERON, JUAN DOMINGO TTE.@RIOBAMBA",Macrocentro,POINT (-58.3935645057254 -34.6069238817226)
183,3.7,-58.3908971327742,-34.6342483597522,R038,183.0,CASEROS@COMBATE DE LOS POZOS,Macrocentro,POINT (-58.3908971327742 -34.6342483597522)
184,5.9,-58.3905268468211,-34.6326661879018,R038,184.0,ENTRE RIOS@RONDEAU,Macrocentro,POINT (-58.3905268468211 -34.6326661879018)
187,2.5,-58.3890296698954,-34.6314285625081,R038,187.0,SOLIS@15DE NOVIEMBRE DE 1889,Macrocentro,POINT (-58.3890296698954 -34.6314285625081)
189,4.7,-58.3879413895155,-34.6301172934322,R038,189.0,"CEVALLOS, Virrey@ECHAGUE, PEDRO",Macrocentro,POINT (-58.3879413895155 -34.6301172934322)
190,2.7,-58.3870245289077,-34.6286528770094,R037,190.0,"BRASIL@SAENZ PENA, LUIS, PRES.",Macrocentro,POINT (-58.3870245289077 -34.6286528770094)
191,7.2,-58.3913289998031,-34.6252285959701,R040,191.0,CONSTITUCION@ENTRE RIOS,Macrocentro,POINT (-58.3913289998031 -34.6252285959701)
194,2.5,-58.389755534289,-34.6239819890472,R040,194.0,SOLIS@COCHABAMBA,Macrocentro,POINT (-58.389755534289 -34.6239819890472)
196,22.6,-58.3886508250942,-34.6225600071342,R040,196.0,"CEVALLOS, Virrey@SAN JUAN",Macrocentro,POINT (-58.3886508250942 -34.6225600071342)
199,10.9,-58.3857290348396,-34.6270635627429,R037,199.0,"GARAY, JUAN DE@SAN JOSE",Macrocentro,POINT (-58.3857290348396 -34.6270635627429)
200,9.0,-58.3843627605306,-34.6260532221063,R037,200.0,PAVON@SANTIAGO DEL ESTERO,Macrocentro,POINT (-58.3843627605306 -34.6260532221063)
202,2.2,-58.387209033815,-34.6212587960757,R035,202.0,"HUMBERTO 1Ã‚Âª@SAENZ PENA, LUIS, PRES.",Macrocentro,POINT (-58.387209033815 -34.6212587960757)
204,11.100000000000001,-58.3858330468281,-34.6198709173533,R035,204.0,"CALVO, CARLOS@SAN JOSE",Macrocentro,POINT (-58.3858330468281 -34.6198709173533)
205,4.800000000000001,-58.3772384878945,-34.6297318008369,R018,205.0,"MONTES DE OCA,MANUEL@FINOCHIETTO ENRIQUE DR.",Macrocentro,POINT (-58.3772384878945 -34.6297318008369)
207,11.600000000000001,-58.3829267509927,-34.6246821741956,R037,207.0,CONSTITUCION@SALTA,Macrocentro,POINT (-58.3829267509927 -34.6246821741956)
208,10.600000000000001,-58.3814460811229,-34.6238150406996,R037,208.0,LIMA@COCHABAMBA,Macrocentro,POINT (-58.3814460811229 -34.6238150406996)
214,5.800000000000001,-58.3755729246099,-34.6273015979898,R018,214.0,CASEROS@PIEDRAS,Macrocentro,POINT (-58.3755729246099 -34.6273015979898)
216,13.100000000000001,-58.3800046684583,-34.6221373950233,R020,216.0,"IRIGOYEN, BERNARDO de@SAN JUAN",Macrocentro,POINT (-58.3800046684583 -34.6221373950233)
217,24.5,-58.3786639250023,-34.6208796050311,R020,217.0,HUMBERTO 1Ã‚Âª@TACUARI,Macrocentro,POINT (-58.3786639250023 -34.6208796050311)
218,8.6,-58.3772680000459,-34.6197240877386,R020,218.0,"CALVO, CARLOS@PIEDRAS",Macrocentro,POINT (-58.3772680000459 -34.6197240877386)
219,17.6,-58.3916970104713,-34.6181591999667,R042,219.0,INDEPENDENCIA@ENTRE RIOS,Macrocentro,POINT (-58.3916970104713 -34.6181591999667)
220,19.400000000000002,-58.3903511372825,-34.616792586613,R042,220.0,CHILE@SOLIS,Macrocentro,POINT (-58.3903511372825 -34.616792586613)
222,37.0,-58.3889737473532,-34.6155711553111,R042,222.0,"CEVALLOS, Virrey@MEXICO",Macrocentro,POINT (-58.3889737473532 -34.6155711553111)
228,3.9000000000000004,-58.3842929920266,-34.6186198228134,R035,228.0,ESTADOS UNIDOS@SANTIAGO DEL ESTERO,Macrocentro,POINT (-58.3842929920266 -34.6186198228134)
231,6.800000000000001,-58.3874954193179,-34.6146734610538,R033,231.0,"SAENZ PENA, LUIS, PRES.@VENEZUELA",Macrocentro,POINT (-58.3874954193179 -34.6146734610538)
233,12.4,-58.3860750193125,-34.6134347160042,R033,233.0,BELGRANO@SAN JOSE,Macrocentro,POINT (-58.3860750193125 -34.6134347160042)
234,7.1000000000000005,-58.3847686731255,-34.6121539123612,R033,234.0,MORENO@SANTIAGO DEL ESTERO,Macrocentro,POINT (-58.3847686731255 -34.6121539123612)
236,6.1000000000000005,-58.3904172680284,-34.6101778815322,R044,236.0,"SOLIS@YRIGOYEN, HIPOLITO",Macrocentro,POINT (-58.3904172680284 -34.6101778815322)
239,13.100000000000001,-58.3921939209658,-34.6056470647742,R045,239.0,CALLAO@SARMIENTO,Macrocentro,POINT (-58.3921939209658 -34.6056470647742)
241,16.1,-58.3908194925039,-34.6043341013754,R045,241.0,CORRIENTES@RODRIGUEZ PENA,Macrocentro,POINT (-58.3908194925039 -34.6043341013754)
243,28.1,-58.3894591681094,-34.603011481956,R045,243.0,LAVALLE@MONTEVIDEO,Macrocentro,POINT (-58.3894591681094 -34.603011481956)
244,6.9,-58.3876564806986,-34.6089209575863,R044,244.0,"RIVADAVIA @SAENZ PENA, LUIS, PRES.",Macrocentro,POINT (-58.3876564806986 -34.6089209575863)
245,7.2,-58.3863094087135,-34.6076107074421,R031,245.0,"MITRE, BARTOLOME@URUGUAY",Macrocentro,POINT (-58.3863094087135 -34.6076107074421)
247,9.0,-58.384992401064,-34.6063475053299,R031,247.0,"PERON, JUAN DOMINGO, TTE.@TALCAHUANO",Macrocentro,POINT (-58.384992401064 -34.6063475053299)
251,13.0,-58.3830140697656,-34.6177344564627,R035,251.0,SALTA@INDEPENDENCIA,Macrocentro,POINT (-58.3830140697656 -34.6177344564627)
254,15.8,-58.3815648150129,-34.6164881049472,R035,254.0,LIMA@CHILE,Macrocentro,POINT (-58.3815648150129 -34.6164881049472)
255,7.5,-58.3803651931699,-34.615240214692,R021,255.0,"MEXICO@IRIGOYEN, BERNARDO de",Macrocentro,POINT (-58.3803651931699 -34.615240214692)
262,27.8,-58.3789820143046,-34.6141007826733,R021,262.0,TACUARI@VENEZUELA,Macrocentro,POINT (-58.3789820143046 -34.6141007826733)
264,17.2,-58.3775814389541,-34.6128511072637,R021,264.0,BELGRANO@PIEDRAS,Macrocentro,POINT (-58.3775814389541 -34.6128511072637)
265,16.0,-58.3762052190427,-34.6115658672651,R015,265.0,CHACABUCO@MORENO,Macrocentro,POINT (-58.3762052190427 -34.6115658672651)
266,9.600000000000001,-58.3833636821038,-34.6109229626349,R033,266.0,"ALSINA, ADOLFO@SALTA",Macrocentro,POINT (-58.3833636821038 -34.6109229626349)
268,7.0,-58.3819131745955,-34.6096785851313,R033,268.0,"LIMA@YRIGOYEN, HIPOLITO",Macrocentro,POINT (-58.3819131745955 -34.6096785851313)
270,8.8,-58.3806819074088,-34.6090028804233,R022,270.0,"DE MAYO@IRIGOYEN, BERNARDO de",Macrocentro,POINT (-58.3806819074088 -34.6090028804233)
272,7.2,-58.3836200554319,-34.6051005917382,R031,272.0,LIBERTAD@SARMIENTO,Macrocentro,POINT (-58.3836200554319 -34.6051005917382)
273,13.9,-58.3822055306973,-34.6037398266756,R031,273.0,CERRITO@CORRIENTES,Macrocentro,POINT (-58.3822055306973 -34.6037398266756)
274,18.5,-58.3809751187659,-34.6036694286458,R023,274.0,"CORRIENTES@PELLEGRINI, CARLOS",Macrocentro,POINT (-58.3809751187659 -34.6036694286458)
275,6.800000000000001,-58.381035440791,-34.602517454683,R025,275.0,"PELLEGRINI, CARLOS@LAVALLE",Macrocentro,POINT (-58.381035440791 -34.602517454683)
277,21.0,-58.3792171357538,-34.608297847025,R023,277.0,RIVADAVIA@TACUARI,Macrocentro,POINT (-58.3792171357538 -34.608297847025)
279,13.4,-58.3778571054376,-34.607054680009,R023,279.0,"ESMERALDA@MITRE, BARTOLOME",Macrocentro,POINT (-58.3778571054376 -34.607054680009)
283,10.100000000000001,-58.3765288715511,-34.6058256755162,R014,283.0,"PERON, JUAN DOMINGO, TTE.@MAIPU",Macrocentro,POINT (-58.3765288715511 -34.6058256755162)
288,7.2,-58.3706581791811,-34.6294937655805,R008,288.0,"DEFENSA@GARCIA, MARTIN",Macrocentro,POINT (-58.3706581791811 -34.6294937655805)
289,3.8000000000000003,-58.3750571031713,-34.6256420880422,R019,289.0,CHACABUCO@BRASIL,Macrocentro,POINT (-58.3750571031713 -34.6256420880422)
290,9.0,-58.3740288957044,-34.6244364452379,R019,290.0,"GARAY, JUAN DE@PERU",Macrocentro,POINT (-58.3740288957044 -34.6244364452379)
294,2.7,-58.3727316974211,-34.6231381974456,R017,294.0,BOLIVAR@COCHABAMBA,Macrocentro,POINT (-58.3727316974211 -34.6231381974456)
298,14.600000000000001,-58.3679451548443,-34.6271423847114,R007,298.0,"PASEO COLON@GARCIA, MARTIN",Macrocentro,POINT (-58.3679451548443 -34.6271423847114)
300,8.6,-58.3713326545152,-34.6218361275345,R017,300.0,DEFENSA@SAN JUAN,Macrocentro,POINT (-58.3713326545152 -34.6218361275345)
302,2.1,-58.3699733688377,-34.6206741459153,R009,302.0,BALCARCE@HUMBERTO 1,Macrocentro,POINT (-58.3699733688377 -34.6206741459153)
304,7.800000000000001,-58.3664879105146,-34.6251953336314,R007,304.0,AZOPARDO@BRASIL,Macrocentro,POINT (-58.3664879105146 -34.6251953336314)
305,3.6,-58.365785868262,-34.6239873426976,R007,305.0,"GARAY, JUAN DE@HUERGO, ING.",Macrocentro,POINT (-58.365785868262 -34.6239873426976)
307,6.4,-58.3758498240639,-34.6185407921873,R020,307.0,CHACABUCO@ESTADOS UNIDOS,Macrocentro,POINT (-58.3758498240639 -34.6185407921873)
308,20.400000000000002,-58.3744386987666,-34.6172531141267,R016,308.0,INDEPENDENCIA@PERU,Macrocentro,POINT (-58.3744386987666 -34.6172531141267)
309,7.6000000000000005,-58.3731275537973,-34.6160299327441,R016,309.0,CHILE@BOLIVAR,Macrocentro,POINT (-58.3731275537973 -34.6160299327441)
314,8.0,-58.3689601647602,-34.6192009269284,R009,314.0,"CALVO, CARLOS@PASEO COLON",Macrocentro,POINT (-58.3689601647602 -34.6192009269284)
317,2.2,-58.3717873913034,-34.6148145322957,R010,317.0,DEFENSA@MEXICO,Macrocentro,POINT (-58.3717873913034 -34.6148145322957)
318,2.3000000000000003,-58.3707375911145,-34.6135789825374,R010,318.0,BALCARCE@VENEZUELA,Macrocentro,POINT (-58.3707375911145 -34.6135789825374)
320,12.200000000000001,-58.369358966416,-34.6123190881316,R010,320.0,PASEO COLON@BELGRANO,Macrocentro,POINT (-58.369358966416 -34.6123190881316)
321,11.100000000000001,-58.3749643111238,-34.6103561343442,R014,321.0,"ALSINA, ADOLFO@ROCA, JULIO A., Pres.",Macrocentro,POINT (-58.3749643111238 -34.6103561343442)
324,15.5,-58.3735152803023,-34.6079368978301,R014,324.0,BOLIVAR@RIVADAVIA,Macrocentro,POINT (-58.3735152803023 -34.6079368978301)
326,6.7,-58.3751617015173,-34.6045645148651,R013,326.0,SARMIENTO@FLORIDA,Macrocentro,POINT (-58.3751617015173 -34.6045645148651)
328,18.6,-58.3738497534534,-34.6032328833396,R013,328.0,SAN MARTIN@CORRIENTES,Macrocentro,POINT (-58.3738497534534 -34.6032328833396)
329,7.2,-58.3725218568127,-34.6020389766877,R011,329.0,LAVALLE@RECONQUISTA,Macrocentro,POINT (-58.3725218568127 -34.6020389766877)
331,4.4,-58.3681980540911,-34.6111013197684,R005,331.0,MORENO@AZOPARDO,Macrocentro,POINT (-58.3681980540911 -34.6111013197684)
334,10.8,-58.3672837952221,-34.6181965640852,R006,334.0,AZOPARDO@ESTADOS UNIDOS,Macrocentro,POINT (-58.3672837952221 -34.6181965640852)
336,1.1,-58.3659988996641,-34.6155720096539,R006,336.0,"MOREAU DE JUSTO, ALICIA@CHILE",Macrocentro,POINT (-58.3659988996641 -34.6155720096539)
338,6.6000000000000005,-58.3663254542848,-34.6123650407876,R005,338.0,"MOREAU DE JUSTO, ALICIA@VILLAFLOR, AZUCENA",Macrocentro,POINT (-58.3663254542848 -34.6123650407876)
339,4.9,-58.3609344908614,-34.6045766476103,R003,339.0,"GUEMES, MACACHA @ GIRALT, HERNAN M., INT., A",Macrocentro,POINT (-58.3609344908614 -34.6045766476103)
340,2.2,-58.3576808067114,-34.6193850541142,R001,340.0,"CALABRIA@RAWSON DE DELLEPIANE, ELVIRA",Macrocentro,POINT (-58.3576808067114 -34.6193850541142)
341,6.6000000000000005,-58.3569645758648,-34.616958158972,R001,341.0,"PADRE M. L. MIGONE@ACHAVAL RODRIGUEZ, T., DR.",Macrocentro,POINT (-58.3569645758648 -34.616958158972)
342,2.9000000000000004,-58.3580771649094,-34.6171622897869,R001,342.0,"VERA PENALOZA, ROSARIO@CALABRIA",Macrocentro,POINT (-58.3580771649094 -34.6171622897869)
343,3.8000000000000003,-58.3587766516986,-34.6113814347358,R002,343.0,"GIRALT, HERNAN M., INT., A@VILLAFLOR, AZUCENA",Macrocentro,POINT (-58.3587766516986 -34.6113814347358)
344,5.9,-58.4206097083023,-34.6006989329316,R099,344.0,GUARDIA VIEJA@MEDRANO,Macrocentro,POINT (-58.4206097083023 -34.6006989329316)
346,5.2,-58.4190034319232,-34.5995402257438,R099,346.0,"LAVALLE@SALGUERO, JERONIMO",Macrocentro,POINT (-58.4190034319232 -34.5995402257438)
