,id,codigo,nomoficial,alt_izqini,alt_izqfin,alt_derini,alt_derfin,nomanter,nom_mapa,tipo_c,long,sentido,cod_sent,observa,bicisenda,lado_ciclo,recorrid_x,anio_construccion,tooltip_bi,red_jerarq,red_tp,COMUNA,COM_PAR,COM_IMPAR,BARRIO,BARRIO_PAR,BARRIO_IMP,geometry
2755,466,6025,"FIGUEROA ALCORTA, PRES. AV.",7402,7500,7401,7499,"CENTENARIO, Av.",AV.PRES. FIGUEROA ALCORTA,AVENIDA,70.38,DOBLE,2,,Ciclovías,,,2013.0,Ciclovía,VÍA DISTRIBUIDORA PRINCIPAL,,13,13,13,BELGRANO,BELGRANO,BELGRANO,"MULTILINESTRING ((-58.447291190985176 -34.5470129198301, -58.448045547643574 -34.546899351668365))"
2756,482,22003,"UDAONDO, GUILLERMO AV.",1202,1300,1201,1299,,AV.GUILLERMO UDAONDO,AVENIDA,126.73,DOBLE,2,corrección numeración 28-1,Ciclovías,,,2012.0,Ciclovía,VÍA DISTRIBUIDORA PRINCIPAL,,13,13,13,,BELGRANO,NUÑEZ,"MULTILINESTRING ((-58.45212523432932 -34.54628513032703, -58.45217620182861 -34.546385489541066, -58.45284837712524 -34.54725662644012))"
2757,509,6025,"FIGUEROA ALCORTA, PRES. AV.",7202,7400,7201,7399,"CENTENARIO, Av.",AV.PRES. FIGUEROA ALCORTA,AVENIDA,304.93,DOBLE,2,,Ciclovías,,,2013.0,Ciclovía,VÍA DISTRIBUIDORA PRINCIPAL,,13,13,13,BELGRANO,BELGRANO,BELGRANO,"MULTILINESTRING ((-58.44402282754242 -34.547504853883, -58.447291190985176 -34.5470129198301))"
2758,514,6025,"FIGUEROA ALCORTA, PRES. AV.",0,0,0,0,"CENTENARIO, Av.",AV.PRES. FIGUEROA ALCORTA,AVENIDA,17.88,DOBLE,2,,Ciclovías,,,2013.0,Ciclovía,VÍA DISTRIBUIDORA PRINCIPAL,,13,13,13,BELGRANO,BELGRANO,BELGRANO,"MULTILINESTRING ((-58.44383115045278 -34.54753369740956, -58.44402282754242 -34.547504853883))"
2759,532,6025,"FIGUEROA ALCORTA, PRES. AV.",7102,7200,7101,7199,"CENTENARIO, Av.",AV.PRES. FIGUEROA ALCORTA,AVENIDA,152.67,DOBLE,2,,Ciclovías,,,2013.0,Ciclovía,VÍA DISTRIBUIDORA PRINCIPAL,,13,13,13,BELGRANO,BELGRANO,BELGRANO,"MULTILINESTRING ((-58.44219363513017 -34.547774557924626, -58.44255409419093 -34.547725956552824, -58.44383115045278 -34.54753369740956))"
2760,607,3005,CABILDO AV.,0,0,0,0,,AV.CABILDO,AVENIDA,7.42,DOBLE,2,,Bicisendas,,,,Bicisenda,VÍA DISTRIBUIDORA PRINCIPAL,,0,12,13,,SAAVEDRA,NUÑEZ,"MULTILINESTRING ((-58.46850903786908 -34.54854044431894, -58.46855354805766 -34.548484595999184))"
2761,620,12107,DEL LIBERTADOR AV.,6902,7000,6901,6999,"DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :",AV.DEL LIBERTADOR,AVENIDA,92.95,DOBLE,2,,Ciclovías,,,2012.0,Ciclovía,VÍA DISTRIBUIDORA PRINCIPAL,,13,13,13,NUÑEZ,NUÑEZ,NUÑEZ,"MULTILINESTRING ((-58.455041548556565 -34.54864492655138, -58.455740971440015 -34.548039041779795))"
2762,1519,2083,BLANCO ENCALADA,0,0,0,0,,BLANCO ENCALADA,CALLE,5.89,DECRECIENTE,-1,,Ciclovías,,,2012.0,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,13,13,13,BELGRANO,BELGRANO,BELGRANO,"MULTILINESTRING ((-58.45349335629241 -34.555889418273516, -58.453545360805876 -34.555920549910276))"
2763,1656,7056,"GOLFARINI, JUAN ANGEL, Dr.",2302,2400,2301,2399,11 DE SEPTIEMBRE,DR. JUAN ANGEL GOLFARINI,CALLE,127.07,DECRECIENTE,-1,Confirmación asignación sentido de circulación NO a SE según Res. 496/SSTYTRA/16 aparecida en el BO 4999 del 02/11/2016 - Asignación de Sentido de Circulación de NO a SE según Res. Nº 152/SSTYTRA/16 publicada en el BO 4911 del 28/06/2016,Interrumpida por Obras,,,20122018.0,Interrumpida por Obras,VÍA LOCAL,,13,13,13,BELGRANO,BELGRANO,BELGRANO,"MULTILINESTRING ((-58.45307859557942 -34.55705511496681, -58.45388700842424 -34.55612522928109))"
2764,1865,23042,VERTIZ VIRREY AV.,2002,2100,2001,2099,,AV. VIRREY VERTIZ,AVENIDA,134.14,DOBLE,2,,Ciclovías,Sobre Vereda noreste de Virrey Vertiz entre La Pampa y Juramento en doble sentido de circulación (CONVIVENCIA),,2.019486195720151e+20,Ciclovía,VÍA LOCAL,,13,13,13,BELGRANO,BELGRANO,BELGRANO,"MULTILINESTRING ((-58.44939932213107 -34.55914705198759, -58.450586299945485 -34.55844153180181))"
2765,1877,10017,JURAMENTO AV.,1802,1900,1801,1899,,AV. JURAMENTO,AVENIDA,91.76,DOBLE,2,,Ciclovías Proyectadas,,,2019.0,Ciclovía proyectada,VÍA DISTRIBUIDORA PRINCIPAL,,13,13,13,BELGRANO,BELGRANO,BELGRANO,"MULTILINESTRING ((-58.4511537600374 -34.55878821704673, -58.45196533916107 -34.55927133403173))"
2766,1987,23042,VERTIZ VIRREY AV.,1802,1900,1801,1899,,AV. VIRREY VERTIZ,AVENIDA,149.93,DOBLE,2,,Ciclovías,Sobre Vereda noreste de Virrey Vertiz entre La Pampa y Juramento en doble sentido de circulación (CONVIVENCIA),,2.019486195720151e+20,Ciclovía,VÍA LOCAL,,13,13,13,BELGRANO,BELGRANO,BELGRANO,"MULTILINESTRING ((-58.4466935224913 -34.5604005445352, -58.44819291398488 -34.55986403727327))"
2767,2056,21039,"TORNQUIST, ERNESTO AV.",5802,6400,5801,6399,,AV.ERNESTO TORNQUIST,AVENIDA,784.57,DOBLE,2,Alturas Pares a la derecha - Catastralmente las alturas están a la inversa que en el resto de las calles. Para conservar el sistema de todo el callejero se las ubicó al revés que en los planes de Catastro.,Ciclovías Proyectadas,,,,Ciclovía proyectada,VÍA LOCAL,,14,14,14,PALERMO,PALERMO,PALERMO,"MULTILINESTRING ((-58.431087645154236 -34.561160610096856, -58.431186068008934 -34.56111309977415, -58.43123425920508 -34.56108592874713, -58.431564456140386 -34.560869601831605, -58.432155391639434 -34.560414884858226, -58.432701208237766 -34.55995149152533, -58.43329542529766 -34.559330921032725, -58.43372957594277 -34.55878700076922, -58.43403848553201 -34.55830241648465, -58.43462089471411 -34.55730070119429, -58.43514436708506 -34.556357491835016, -58.43532189775652 -34.5559387203069, -58.4354012388278 -34.55565542214512, -58.435421155554174 -34.5554039420775, -58.43538945176081 -34.555267171142745))"
2768,2068,4515,DE LOS OMBUES AV.,0,0,0,0,"SANCHEZ, FLORENCIO",AV. DE LOS OMBUES,AVENIDA,333.94,DOBLE,2,Inversión del sentido de digitalización en Febrero 2019 según alturas encontradas en Planos Catastrales (altura AySA),Ciclovías,,,2013.0,Ciclovía,VÍA LOCAL,,14,14,14,PALERMO,PALERMO,PALERMO,"MULTILINESTRING ((-58.428006104878406 -34.55998057727405, -58.42814769414369 -34.560115761951906, -58.42843232154326 -34.56038521570714, -58.428499464598175 -34.56043326409109, -58.42856720380586 -34.56048081963878, -58.428635454100146 -34.5605277414769, -58.428704300546535 -34.5605741704769, -58.42877365804936 -34.560620036189576, -58.42884361173262 -34.56066533863816, -58.42891407647128 -34.5607100777976, -58.42898505229366 -34.560754183243006, -58.42905653914121 -34.56079779582164, -58.429128622195826 -34.560840774708254, -58.42920113117848 -34.56088319027836, -58.42931049106556 -34.5609458277812, -58.42938538452919 -34.56098627203081, -58.42946215181209 -34.56102425191089, -58.42954070778507 -34.56105976739437, -58.42962079709684 -34.56109274798333, -58.42970250492361 -34.561123052850085, -58.42978549073078 -34.56115075232199, -58.42986966941496 -34.561175775949124, -58.42995504102536 -34.5611979828809, -58.43004135012281 -34.56121751389341, -58.4301285116305 -34.5612342281134, -58.43021644044283 -34.561248055091944, -58.430313648651314 -34.56126005348877, -58.430378000175196 -34.561267958355806, -58.430442863597854 -34.56127297593956, -58.430507898411854 -34.561275106147775, -58.430573019457746 -34.56127441938144, -58.43063797138087 -34.561270845147995, -58.43070258395164 -34.5612643129782, -58.43076668683069 -34.56125503409938, -58.43083010981626 -34.56124286761897, -58.43089268259719 -34.5612279543409, -58.430954149819634 -34.56121022377472, -58.43101442629855 -34.56118981674774, -58.431087645154236 -34.561160610096856))"
2769,2317,12107,DEL LIBERTADOR AV.,5002,5100,5001,5099,"DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :",AV.DEL LIBERTADOR,AVENIDA,156.85,DOBLE,2,,Ciclovías,,,2011.0,Ciclovía,VÍA DISTRIBUIDORA PRINCIPAL,,14,14,14,PALERMO,PALERMO,PALERMO,"MULTILINESTRING ((-58.43664590797691 -34.563560680047196, -58.4371739313427 -34.56328484445338, -58.43804692292873 -34.56297714664768, -58.438177601891816 -34.562946820840445))"
2770,2345,1082,ANDONAEGUI,3702,3750,3701,3749,,ANDONAEGUI,CALLE,89.09,DOBLE,2,,Bicisendas preexistentes,,,,Bicisenda preexistente,VÍA LOCAL,,12,12,12,SAAVEDRA,SAAVEDRA,SAAVEDRA,"MULTILINESTRING ((-58.499861223431715 -34.56369091891061, -58.50039007797993 -34.56301743503264))"
2771,2406,1082,ANDONAEGUI,3652,3700,3651,3699,,ANDONAEGUI,CALLE,63.73,DOBLE,2,,Bicisendas preexistentes,,,,Bicisenda preexistente,VÍA LOCAL,,12,12,12,SAAVEDRA,SAAVEDRA,SAAVEDRA,"MULTILINESTRING ((-58.499482869364 -34.56417266167412, -58.499861223431715 -34.56369091891061))"
2772,2416,12107,DEL LIBERTADOR AV.,4902,5000,4901,4999,"DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :",AV.DEL LIBERTADOR,AVENIDA,130.95,DOBLE,2,,Ciclovías,,,2011.0,Ciclovía,VÍA DISTRIBUIDORA PRINCIPAL,,14,14,14,PALERMO,PALERMO,PALERMO,"MULTILINESTRING ((-58.435491583099534 -34.564254506125785, -58.43664590797691 -34.563560680047196))"
2773,2468,1082,ANDONAEGUI,3602,3650,3601,3649,,ANDONAEGUI,CALLE,72.59,DOBLE,2,,Bicisendas preexistentes,,,,Bicisenda preexistente,VÍA LOCAL,,12,12,12,SAAVEDRA,SAAVEDRA,SAAVEDRA,"MULTILINESTRING ((-58.49905193010105 -34.564721391897415, -58.499482869364 -34.56417266167412))"
2774,2579,6025,"FIGUEROA ALCORTA, PRES. AV.",5202,5300,5201,5299,"CENTENARIO, Av.",AV.PRES. FIGUEROA ALCORTA,AVENIDA,279.64,DOBLE,2,,Ciclovías,,,2013.0,Ciclovía,VÍA DISTRIBUIDORA PRINCIPAL,,14,14,14,PALERMO,PALERMO,PALERMO,"MULTILINESTRING ((-58.42008769057804 -34.56539579027669, -58.421638424103904 -34.56473895517714, -58.42204884303202 -34.56453951283778, -58.42233241851708 -34.564340660426915, -58.422565703128846 -34.56409833894695, -58.422602252979644 -34.564036941373196))"
2775,2580,12107,DEL LIBERTADOR AV.,4702,4800,4701,4799,"DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :",AV.DEL LIBERTADOR,AVENIDA,123.87,DOBLE,2,,Ciclovías,,,2011.0,Ciclovía,VÍA DISTRIBUIDORA PRINCIPAL,,14,14,14,PALERMO,PALERMO,PALERMO,"MULTILINESTRING ((-58.43331201038407 -34.5655364822739, -58.433800160628635 -34.5652459612445, -58.43441134191019 -34.5648886350159))"
2776,3060,19078,"ROLDAN, BELISARIO AV.",4302,4350,4301,4349,"DEL MONTE, AV.",AV.BELISARIO ROLDAN,AVENIDA,119.8643177746315,DOBLE,2,Alturas asignadas (Noviembre 2017) según chapas encontradas y puertas identificadas en esos rangos de altura. No existen datos oficiales ni planos índices.,Ciclovías,,,2011.0,Ciclovía,VÍA LOCAL,,14,14,14,PALERMO,PALERMO,PALERMO,"MULTILINESTRING ((-58.41283053946842 -34.56917565375543, -58.41278368515182 -34.56908619592146, -58.41275382886396 -34.56904414044653, -58.412722867710066 -34.56899905627512, -58.412692587866886 -34.56895362025805, -58.41266307446659 -34.56890783243119, -58.41263424237543 -34.568861692759704, -58.41260634694841 -34.56881527177416, -58.41257913278588 -34.568768569369055, -58.41255268506248 -34.5687215151562, -58.41252700373445 -34.568674179560105, -58.41250217397625 -34.5686264921927, -58.4124781105684 -34.568578593866974, -58.41245481355264 -34.568530414159454, -58.412432282885035 -34.56848202349444, -58.412359575194735 -34.56834980735144, -58.41229905772708 -34.56819108067426))"
2777,3190,19078,"ROLDAN, BELISARIO AV.",4202,4300,4201,4299,"DEL MONTE, AV.",AV.BELISARIO ROLDAN,AVENIDA,104.72,DOBLE,2,Alturas asignadas (Noviembre 2017) según chapas encontradas y puertas identificadas en esos rangos de altura. No existen datos oficiales ni planos índices.,Ciclovías,,,2011.0,Ciclovía,VÍA LOCAL,,14,14,14,PALERMO,PALERMO,PALERMO,"MULTILINESTRING ((-58.41283901495649 -34.57008384481783, -58.41288726191791 -34.56998273593381, -58.41291292647528 -34.569917745206325, -58.41293092358994 -34.569861624729455, -58.41294543061654 -34.569804798570054, -58.41295627720934 -34.56974740750704, -58.412963548424486 -34.5696895924244, -58.4129671589659 -34.569631634983494, -58.41296719397481 -34.569573535219725, -58.41296348306424 -34.56951550433478, -58.41295619638162 -34.56945775367041, -58.41294346630529 -34.56939147945859, -58.41283053946842 -34.56917565375543))"
2778,29702,4089,DORREGO AV.,3512,3600,3511,3599,,AV.DORREGO,AVENIDA,236.56,DOBLE,2,corrección numeración 22-1,Ciclovías,,,2013.0,Ciclovía,VÍA DISTRIBUIDORA PRINCIPAL,SI,14,14,14,PALERMO,PALERMO,PALERMO,"MULTILINESTRING ((-58.423440171641616 -34.57026584702274, -58.42307687733174 -34.56997426503214, -58.42243751345392 -34.56929263028358, -58.421981610326526 -34.568804509041314, -58.42185571772011 -34.56859481415465))"
2779,3286,12107,DEL LIBERTADOR AV.,3902,4400,3901,4399,"DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :",AV.DEL LIBERTADOR,AVENIDA,677.37,DOBLE,2,,Ciclovías,,,2011.0,Ciclovía,VÍA DISTRIBUIDORA PRINCIPAL,,14,14,14,PALERMO,PALERMO,PALERMO,"MULTILINESTRING ((-58.42407726279497 -34.57082298184812, -58.42443014529509 -34.57067703782091, -58.4247745714015 -34.57050623938218, -58.425891379641875 -34.56985057998308, -58.430176975500494 -34.56739141513346))"
2780,3291,9022,"ISABEL, INFANTA AV.",502,1000,501,999,"DE LOS LAGOS, Av.",AV. INFANTA ISABEL,AVENIDA,139.24,DOBLE,2,,Bicisendas preexistentes,,,,Bicisenda preexistente,VÍA LOCAL,,14,14,14,PALERMO,PALERMO,PALERMO,"MULTILINESTRING ((-58.42125423627211 -34.570831766886535, -58.420936626888995 -34.5704387617766, -58.420890509009524 -34.570389448986, -58.42084438882203 -34.570344784158635, -58.420787292119975 -34.57028877723239, -58.420732915772824 -34.5702406587121, -58.420675814113686 -34.57019465193473, -58.4206162424734 -34.57015089783372, -58.42055428594924 -34.57010946685926, -58.42048372971108 -34.57007042725202, -58.42041733997599 -34.57004138927145, -58.42034967175494 -34.570015308611616, -58.42028038457829 -34.56999204430249, -58.42020335115113 -34.5699670166201))"
2781,3340,19078,"ROLDAN, BELISARIO AV.",4002,4200,4001,4199,"DEL MONTE, AV.",AV.BELISARIO ROLDAN,AVENIDA,167.28306909171232,DOBLE,2,Alturas asignadas (Noviembre 2017) según chapas encontradas y puertas identificadas en esos rangos de altura. No existen datos oficiales ni planos índices.,Ciclovías,,,2011.0,Ciclovía,VÍA LOCAL,,14,14,14,PALERMO,PALERMO,PALERMO,"MULTILINESTRING ((-58.41154453812674 -34.57110482100093, -58.41165368767707 -34.57105456592972, -58.411733825663944 -34.57101276797933, -58.41179471636195 -34.57098180714571, -58.41184513262978 -34.57095534900002, -58.41189495335404 -34.570928186343004, -58.41194434871741 -34.570900460094904, -58.41199314844945 -34.57087217018463, -58.41204152286279 -34.57084324626049, -58.41208938682189 -34.57081368828726, -58.41213665510506 -34.5707836370777, -58.41218341293317 -34.570752951820275, -58.412229575127796 -34.570721702903896, -58.412275226823475 -34.57068989036481, -58.4123201977504 -34.570657514132435, -58.41236465813489 -34.570624644702605, -58.41240852292792 -34.570591141192395, -58.41245179200058 -34.57055721487427, -58.41249361370719 -34.570523358362195, -58.41253977818393 -34.570487954314345, -58.41259523540868 -34.570430933952295, -58.4126440509181 -34.570375812255556, -58.4126899727753 -34.57031906958787, -58.41273291589178 -34.5702606354933, -58.41277262469802 -34.570200791564936, -58.412809184333135 -34.57013953784118, -58.41283901495649 -34.57008384481783))"
2782,3431,9022,"ISABEL, INFANTA AV.",2,500,1,499,"DE LOS LAGOS, Av.",AV. INFANTA ISABEL,AVENIDA,120.38,DOBLE,2,,Bicisendas preexistentes,,,,Bicisenda preexistente,VÍA LOCAL,,14,14,14,PALERMO,PALERMO,PALERMO,"MULTILINESTRING ((-58.42174360958081 -34.57182286996229, -58.421545047563676 -34.571191662721795, -58.42125423627211 -34.570831766886535))"
2783,3432,12107,DEL LIBERTADOR AV.,3802,3900,3801,3899,"DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :",AV.DEL LIBERTADOR,AVENIDA,155.94,DOBLE,2,,Ciclovías,,,2011.0,Ciclovía,VÍA DISTRIBUIDORA PRINCIPAL,,14,14,14,PALERMO,PALERMO,PALERMO,"MULTILINESTRING ((-58.42174360958081 -34.57182286996229, -58.422697257302836 -34.57139029485431, -58.42324699857255 -34.57116828888843))"
2784,3476,9022,"ISABEL, INFANTA AV.",0,0,0,0,"DE LOS LAGOS, Av.",AV. INFANTA ISABEL,AVENIDA,781.01,DOBLE,2,,Bicisendas preexistentes,,,,Bicisenda preexistente,VÍA LOCAL,,14,14,14,PALERMO,PALERMO,PALERMO,"MULTILINESTRING ((-58.42020335115113 -34.5699670166201, -58.420138230199925 -34.56995424687281, -58.42003633506029 -34.569934351241656, -58.41997981302182 -34.56992095064137, -58.4199234626226 -34.56990494438887, -58.419868220304636 -34.5698864032416, -58.41981434143737 -34.569865397715894, -58.419761825951134 -34.56984206866156, -58.41971092925082 -34.56981641617146, -58.4196381627148 -34.56977251603038, -58.419573910003216 -34.56972791465588, -58.41951195696817 -34.56968141262487, -58.41945230372097 -34.56963279866891, -58.41939673555165 -34.569586862263854, -58.41934805759564 -34.56955170318264, -58.41929699460495 -34.569519078485264, -58.419243801978375 -34.56948898826098, -58.41918847963898 -34.569461573354936, -58.419131368154794 -34.56943676346354, -58.419072552431814 -34.56941498115892, -58.41901220276922 -34.569396156076486, -58.41895065969538 -34.56938028833769, -58.418888008263025 -34.56936751881963, -58.41881011778179 -34.56935509583621, -58.41873086342333 -34.56934598223211, -58.418651181796655 -34.569339896651364, -58.41857124312224 -34.56933690957947, -58.41849121773354 -34.569336880230516, -58.41839620712655 -34.56934008482069, -58.41829497995298 -34.569346667396104, -58.41819409170004 -34.569356207819894, -58.41809362752861 -34.56936863570042, -58.41803428491441 -34.56937713501096, -58.417980305656734 -34.56938570670795, -58.41787549559091 -34.569405527312995, -58.417772046114216 -34.569428094870545, -58.41766961656803 -34.569453620528634, -58.417546068171966 -34.569489490511316, -58.417483824231766 -34.56951010139045, -58.41742192040843 -34.569531416605386, -58.41736035670067 -34.56955343615659, -58.41729913314597 -34.56957608962057, -58.41723833487686 -34.56959937703007, -58.41717787671977 -34.56962336877741, -58.41711614078256 -34.569648698066786, -58.41688749749428 -34.569755303668266, -58.41664803834966 -34.569867749895984, -58.41659813742384 -34.569889984789945, -58.416547640651906 -34.569912008163286, -58.41649697401942 -34.56993325678684, -58.4164458820071 -34.56995394183425, -58.416235557095376 -34.570031749834754, -58.416153556463435 -34.57006094413883, -58.416071300730124 -34.57008950447322, -58.41599023753718 -34.57011679758279, -58.41585799983037 -34.57015956403324, -58.41579115752546 -34.57018052437922, -58.41572397505107 -34.57020078031625, -58.41565662263708 -34.57022040233422, -58.415588674613346 -34.570239390266416, -58.41534779783759 -34.570294719542545, -58.415236342730886 -34.57031939452099, -58.41513953347948 -34.57033921592311, -58.41503191129575 -34.570360441452486, -58.414924119155586 -34.5703810330039, -58.41481607200863 -34.5704008496951, -58.41470776977579 -34.57042003237333, -58.41461649599624 -34.57043647521333, -58.4145321169672 -34.57045482218675, -58.41444875778586 -34.570476127316404, -58.41436658879575 -34.57050024982469, -58.41428756845734 -34.570526556684705, -58.414217230600975 -34.57055490927983, -58.414167073214635 -34.57057714307386, -58.41411938400224 -34.57060057504902, -58.41407526726625 -34.57062936066722, -58.41402109612551 -34.57067250869897, -58.41397092181383 -34.57072319368542, -58.4139265344881 -34.57077747261357, -58.413888189850205 -34.57083485262545, -58.41385622878174 -34.570894770473124, -58.413829627837785 -34.57096032440085, -58.413810871173816 -34.57100581067471, -58.41379355719525 -34.5710590441657, -58.41377947799797 -34.57111284235775, -58.413768633587964 -34.57116720525194, -58.41376093896132 -34.57122192154281, -58.413756736503586 -34.571273892715865, -58.413761468372115 -34.57133410711707, -58.4137647482247 -34.57140227883499, -58.413764367169925 -34.57147058991436, -58.413760410459744 -34.57153882911793, -58.413752622135206 -34.57160791185281, -58.41373138840892 -34.572097138397176))"
2785,3665,12107,DEL LIBERTADOR AV.,3502,3600,3501,3599,"DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :",AV.DEL LIBERTADOR,AVENIDA,131.22,DOBLE,2,,Ciclovías,,,2011.0,Ciclovía,VÍA DISTRIBUIDORA PRINCIPAL,,14,14,14,PALERMO,PALERMO,PALERMO,"MULTILINESTRING ((-58.41795165995246 -34.57353796281169, -58.41817571432223 -34.57343226910191, -58.419206888571416 -34.57297151002844))"
2786,3817,2128,"BULLRICH, INT. AV.",2,300,1,299,17 DE OCTUBRE - ALMEYRA - ARANA,AV.INT.BULLRICH,AVENIDA,408.45,DOBLE,2,,Ciclovías,,,2012.0,Ciclovía,VÍA DISTRIBUIDORA PRINCIPAL,SI,14,14,14,PALERMO,PALERMO,PALERMO,"MULTILINESTRING ((-58.42324699857255 -34.57116828888843, -58.42485564408486 -34.57428126263499, -58.4249896110082 -34.574556239745846))"
2787,4361,2128,"BULLRICH, INT. AV.",302,600,301,599,17 DE OCTUBRE - ALMEYRA - ARANA,AV.INT.BULLRICH,AVENIDA,431.46,DOBLE,2,corrección numeración 22-1,Ciclovías,,,2012.0,Ciclovía,VÍA DISTRIBUIDORA PRINCIPAL,SI,14,14,14,PALERMO,PALERMO,PALERMO,"MULTILINESTRING ((-58.4249896110082 -34.574556239745846, -58.425250742709736 -34.57509224743491, -58.42571680833101 -34.57600881815448, -58.42662163854858 -34.577788065189864, -58.42653328892007 -34.57816791121093))"
2788,6070,5017,ELCANO AV.,4232,4350,4231,4349,,AV. ELCANO,AVENIDA,207.63,DOBLE,2,corrección numeración 28-1,Bicisendas,,,,Bicisenda,VÍA LOCAL,,15,15,15,CHACARITA,CHACARITA,CHACARITA,"MULTILINESTRING ((-58.460331410971136 -34.58569883382314, -58.4604801673548 -34.58572376737473, -58.46058481617483 -34.5857448264628, -58.46068861345787 -34.585768702394674, -58.460791388915375 -34.585795324745206, -58.46089314255453 -34.58582476394072, -58.460993618939575 -34.585856808707526, -58.461092818074725 -34.58589159989633, -58.46119056967107 -34.585928996659675, -58.4612868737358 -34.58596899900095, -58.46138147482623 -34.58601153649579, -58.46147445809884 -34.586056609149324, -58.461565568109386 -34.58610414653776, -58.461654804864125 -34.58615407824151, -58.46174199806617 -34.5862064042624, -58.46182101694421 -34.58625696952702, -58.461890243670624 -34.58630246411446, -58.46195589412231 -34.586349085403626, -58.46202094858411 -34.586396199617376, -58.46208540705511 -34.586443877180436, -58.46214926953659 -34.58649204767, -58.46221262117867 -34.586540781511495, -58.462277761034876 -34.586592050591))"
2789,6319,12107,DEL LIBERTADOR AV.,802,900,0,0,"DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :",AV.DEL LIBERTADOR,AVENIDA,129.76,DOBLE,2,,Ciclovías,Mano derecha,Vereda,2010.0,Ciclovía,VÍA DISTRIBUIDORA PRINCIPAL,,2,2,2,RECOLETA,RECOLETA,RECOLETA,"MULTILINESTRING ((-58.383847460509166 -34.58767797198763, -58.385028782426694 -34.58703485096941))"
2790,6577,12107,DEL LIBERTADOR AV.,602,700,0,0,"DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :",AV.DEL LIBERTADOR,AVENIDA,95.26,DOBLE,2,,Ciclovías,Mano derecha,Vereda,2010.0,Ciclovía,VÍA DISTRIBUIDORA PRINCIPAL,,1,1,1,RETIRO,RETIRO,RETIRO,"MULTILINESTRING ((-58.381972268502025 -34.58869872611618, -58.38283949729489 -34.588226616822546))"
2791,6712,3062,CARACAS,3702,3800,3701,3799,,CARACAS,CALLE,102.67,CRECIENTE,1,,Bicisendas,,,,Bicisenda,VÍA LOCAL,,15,15,15,AGRONOMIA,AGRONOMIA,AGRONOMIA,"MULTILINESTRING ((-58.488835407312266 -34.58931893825835, -58.489412296210695 -34.58868493196267, -58.489507889995444 -34.58857920540792))"
2792,6749,4043,DE LOS CONSTITUYENTES AV.,3452,3500,3451,3499,LIBERTAD,AV.DE LOS CONSTITUYENTES,AVENIDA,105.64,DOBLE,2,corrección numeración 28-1,Bicisendas,,,,Bicisenda,VÍA DISTRIBUIDORA PRINCIPAL,SI,15,15,15,,AGRONOMIA,PARQUE CHAS,"MULTILINESTRING ((-58.48365009431803 -34.589491042795224, -58.484709995458665 -34.58911895361301))"
2793,6803,14019,"NEWBERY, JORGE AV.",4102,4200,4101,4199,USHUAIA - CHACARITA CHACARITA,AV. JORGE NEWBERY,AVENIDA,145.13,DOBLE,2,,Ciclovías Proyectadas,,,2018.0,Ciclovía proyectada,VÍA DISTRIBUIDORA COMPLEMENTARIA,,15,15,15,CHACARITA,CHACARITA,CHACARITA,"MULTILINESTRING ((-58.45076843528564 -34.58869053290115, -58.451806231102154 -34.58967783525914))"
2794,6804,8036,HUMBOLDT,1102,1200,1101,1199,,HUMBOLDT,CALLE,127.47,CRECIENTE,1,Reasignación de Sentido de Circulación según EX-2019-33533663-GCABA-UPEMS a partir del 12/11/2019. Antes Doble Mano,Ciclovías,,,2019.0,Ciclovía,VÍA LOCAL,,15,15,15,CHACARITA,CHACARITA,CHACARITA,"MULTILINESTRING ((-58.44137585984784 -34.58971098523051, -58.44125326268818 -34.58961680659238, -58.44038514167382 -34.58890543719155))"
2795,6839,4043,DE LOS CONSTITUYENTES AV.,3402,3450,3401,3449,LIBERTAD,AV.DE LOS CONSTITUYENTES,AVENIDA,114.47,DOBLE,2,corrección numeración 28-1,Bicisendas,,,,Bicisenda,VÍA DISTRIBUIDORA PRINCIPAL,SI,15,15,15,,AGRONOMIA,PARQUE CHAS,"MULTILINESTRING ((-58.482501119197764 -34.58989320773809, -58.48365009431803 -34.589491042795224))"
2796,6904,2045,"BEIRO, FRANCISCO AV.",2102,2200,2101,2199,"TRES CRUCES-PROGRESO, AV.",AV.FRANCISCO BEIRO,AVENIDA,186.45,DOBLE,2,,Ciclovías Proyectadas,,,,Ciclovía proyectada,VÍA DISTRIBUIDORA PRINCIPAL,SI,15,15,15,AGRONOMIA,AGRONOMIA,AGRONOMIA,"MULTILINESTRING ((-58.484709995458665 -34.58911895361301, -58.486328619787805 -34.59013529615184))"
