,id,codigo,nomoficial,alt_izqini,alt_izqfin,alt_derini,alt_derfin,nomanter,nom_mapa,tipo_c,long,sentido,cod_sent,observa,bicisenda,lado_ciclo,recorrid_x,anio_construccion,tooltip_bi,red_jerarq,red_tp,COMUNA,COM_PAR,COM_IMPAR,BARRIO,BARRIO_PAR,BARRIO_IMP,geometry
0,896,16003,"OBLIGADO RAFAEL, Av.Costanera",6182,6200,6181,6199,"COSTANERA NORTE, Av.",AV.COSTANERA RAFAEL OBLIGADO,AVENIDA,56.38,DOBLE,2,,Ciclovías,,,2014.0,Ciclovía,VÍA DISTRIBUIDORA PRINCIPAL,,13,13,13,PALERMO,PALERMO,PALERMO,"MULTILINESTRING ((-58.4292181631792 -34.55084705108578, -58.4296918723879 -34.550523454956256))"
1,1724,16003,"OBLIGADO RAFAEL, Av.Costanera",4202,4500,4201,4499,"COSTANERA NORTE, Av.",AV.COSTANERA RAFAEL OBLIGADO,AVENIDA,297.26,DOBLE,2,,Ciclovías,,,2014.0,Ciclovía,VÍA DISTRIBUIDORA PRINCIPAL,,14,14,14,PALERMO,PALERMO,PALERMO,"MULTILINESTRING ((-58.411172396524414 -34.557682324602276, -58.41210970058667 -34.557032799213275, -58.412794616763165 -34.55660377816003, -58.41377102645728 -34.556073854836114))"
2,1828,16003,"OBLIGADO RAFAEL, Av.Costanera",3452,4200,3451,4199,"COSTANERA NORTE, Av.",AV.COSTANERA RAFAEL OBLIGADO,AVENIDA,175.93,DOBLE,2,,Ciclovías,,,2014.0,Ciclovía,VÍA DISTRIBUIDORA PRINCIPAL,,14,14,14,PALERMO,PALERMO,PALERMO,"MULTILINESTRING ((-58.4097807451194 -34.55878480091211, -58.410588342459775 -34.55814119299049, -58.411172396524414 -34.557682324602276))"
3,1997,21059,TRONADOR,0,0,0,0,ESTOMBA Y PLAZA,TRONADOR,CALLE,9.4,DOBLE,2,corrección altura 8-1-03,Ciclovías,"Por calzada paralela y adyacente a la vereda noreste, en doble sentido de circulación según Res. 190/SECTRANS/18 en BO 5371 del 11/05/2018",,2018.0,Ciclovía,VÍA LOCAL,,12,12,12,COGHLAN,COGHLAN,COGHLAN,"MULTILINESTRING ((-58.48099387003406 -34.5604794780342, -58.48104561012322 -34.560406299896606))"
4,4846,20075,SARMIENTO AV.,2602,3100,2601,3099,,AV. SARMIENTO,AVENIDA,488.48,DOBLE,2,corrección numeración 22-1,Ciclovías,Mano izquierda,Vereda,2010.0,Ciclovía,VÍA DISTRIBUIDORA PRINCIPAL,,14,14,14,PALERMO,PALERMO,PALERMO,"MULTILINESTRING ((-58.42058658574377 -34.58079398621544, -58.4172704158941 -34.57734940180585))"
5,7367,21059,TRONADOR,0,0,0,0,ESTOMBA Y PLAZA,TRONADOR,CALLE,181.42,DOBLE,2,s/n corrección 10-1,Bicisendas,,,,Bicisenda,VÍA LOCAL,,15,15,15,PATERNAL,PATERNAL,PATERNAL,"MULTILINESTRING ((-58.47433409974398 -34.592305867133305, -58.47302623547828 -34.59125604411339, -58.47299446645432 -34.59120505985935, -58.47301566225953 -34.59113660630565))"
6,8300,1087,ANTARTIDA ARGENTINA AV.,852,930,851,929,,AV.ANTARTIDA ARGENTINA,AVENIDA,312.65,CRECIENTE,1,"Alturas asig. según puertas ofic encontradas. Sin altura en carteles, pero se asignaron según esas puertas y en concordancia con calles contiguas. Antes Doble: Modif. desde 24/01/2018 Obras Paseo del Bajo. Sent Norte R 401/SECTRANS/19 -BO 5685 26/08/2019",Ciclovías,Mano izquierda,Vereda,20192010.0,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,1,1,1,RETIRO,RETIRO,RETIRO,"MULTILINESTRING ((-58.36862268592279 -34.59691803625242, -58.36958625841523 -34.594214723244974))"
7,27742,21059,TRONADOR,0,0,0,0,ESTOMBA Y PLAZA,TRONADOR,CALLE,16.0,CRECIENTE,1,,Ciclovías Proyectadas,,,2019.0,Ciclovía proyectada,VÍA LOCAL,,15,15,15,VILLA ORTUZAR,VILLA ORTUZAR,VILLA ORTUZAR,"MULTILINESTRING ((-58.4671220071903 -34.57732090171676, -58.46722101747877 -34.577202169950965))"
8,27809,7109,GUTENBERG,0,0,311,399,LA VIA DEL TRANVIA REAL,GUTENBERG,CALLE,376.2499785428834,DOBLE,2,,Bicisendas,,,,Bicisenda,VÍA LOCAL,,15,15,15,PATERNAL,PATERNAL,PATERNAL,"MULTILINESTRING ((-58.47023491058214 -34.59220098423238, -58.47433409974398 -34.592305867133305))"
9,180,19047,"RIVADAVIA MARTIN, COMODORO",0,0,1601,1699,,COMODORO MARTIN RIVADAVIA,CALLE,108.17,DECRECIENTE,-1,,Bicisendas preexistentes,,,,Bicisenda preexistente,VÍA LOCAL,,13,13,13,NUÑEZ,NUÑEZ,NUÑEZ,"MULTILINESTRING ((-58.46318234066247 -34.54158479247797, -58.46372050785399 -34.542452236311775))"
10,199,3197,CUBA,4302,4400,4301,4399,,CUBA,CALLE,101.53,DECRECIENTE,-1,,Ciclovías,,,2017.0,Ciclovía,VÍA LOCAL,,13,13,13,NUÑEZ,NUÑEZ,NUÑEZ,"MULTILINESTRING ((-58.469938206345496 -34.54272551415088, -58.47003896120431 -34.542588815073906, -58.47051456400996 -34.5419443351284))"
11,240,19047,"RIVADAVIA MARTIN, COMODORO",1742,1800,0,0,,COMODORO MARTIN RIVADAVIA,CALLE,86.51,DECRECIENTE,-1,,Bicisendas preexistentes,,,,Bicisenda preexistente,VÍA LOCAL,,13,13,13,NUÑEZ,NUÑEZ,NUÑEZ,"MULTILINESTRING ((-58.463888849839016 -34.54277104640663, -58.464203409381994 -34.54336648186728, -58.464245879174186 -34.54349162550384))"
12,243,3197,CUBA,4202,4300,4201,4299,,CUBA,CALLE,100.95,DECRECIENTE,-1,,Ciclovías,,,2017.0,Ciclovía,VÍA LOCAL,,13,13,13,NUÑEZ,NUÑEZ,NUÑEZ,"MULTILINESTRING ((-58.469365752538 -34.54350253512641, -58.469938206345496 -34.54272551415088))"
13,282,3197,CUBA,4102,4200,4101,4199,,CUBA,CALLE,91.82,DECRECIENTE,-1,,Ciclovías,,,2017.0,Ciclovía,VÍA LOCAL,,13,13,13,NUÑEZ,NUÑEZ,NUÑEZ,"MULTILINESTRING ((-58.46884519925117 -34.544209337968944, -58.46893319268496 -34.54408975351628, -58.469365752538 -34.54350253512641))"
14,370,3197,CUBA,3902,4000,3901,3999,,CUBA,CALLE,83.55,DECRECIENTE,-1,,Ciclovías,,,2017.0,Ciclovía,VÍA LOCAL,,13,13,13,NUÑEZ,NUÑEZ,NUÑEZ,"MULTILINESTRING ((-58.46779700280131 -34.54563399362142, -58.46787853142002 -34.545523213227455, -58.46827034234637 -34.54499072003414))"
15,441,19047,"RIVADAVIA MARTIN, COMODORO",2002,2100,2001,2099,,COMODORO MARTIN RIVADAVIA,CALLE,122.24,DOBLE,2,,Bicisendas preexistentes,,,,Bicisenda preexistente,VÍA LOCAL,,13,13,13,NUÑEZ,NUÑEZ,NUÑEZ,"MULTILINESTRING ((-58.46515938253674 -34.54569138762073, -58.465250538580996 -34.545860615695055, -58.465447407764245 -34.54628484811214, -58.465563417976234 -34.546483090288405, -58.46575075083889 -34.54666886584523))"
16,443,10005,JARAMILLO,2052,2100,2051,2099,,JARAMILLO,CALLE,75.1,CRECIENTE,1,,Ciclovías Proyectadas,,,,Ciclovía proyectada,VÍA LOCAL,,13,13,13,NUÑEZ,NUÑEZ,NUÑEZ,"MULTILINESTRING ((-58.465172587130745 -34.54625604911597, -58.46535481361489 -34.546507108646736, -58.465652384573424 -34.546801972194764))"
17,468,3197,CUBA,3702,3800,3701,3799,,CUBA,CALLE,92.27,DECRECIENTE,-1,,Ciclovías,,,2017.0,Ciclovía,VÍA LOCAL,,13,13,13,NUÑEZ,NUÑEZ,NUÑEZ,"MULTILINESTRING ((-58.466750813139086 -34.54705504824991, -58.46727378476071 -34.5463447333743))"
18,496,19047,"RIVADAVIA MARTIN, COMODORO",0,0,2101,2199,,COMODORO MARTIN RIVADAVIA,CALLE,106.37,CRECIENTE,1,,Bicisendas preexistentes,,,,Bicisenda preexistente,VÍA LOCAL,,13,13,13,NUÑEZ,NUÑEZ,NUÑEZ,"MULTILINESTRING ((-58.46575075083889 -34.54666886584523, -58.46649311124536 -34.547405134172465))"
19,497,3197,CUBA,3652,3700,3651,3699,,CUBA,CALLE,45.47,DECRECIENTE,-1,,Ciclovías,,,2017.0,Ciclovía,VÍA LOCAL,,13,13,13,NUÑEZ,NUÑEZ,NUÑEZ,"MULTILINESTRING ((-58.46649311124536 -34.547405134172465, -58.466750813139086 -34.54705504824991))"
20,503,17048,"PEDRAZA, MANUELA",1502,1600,1501,1599,,MANUELA PEDRAZA,CALLE,157.81,DECRECIENTE,-1,,Ciclovías Proyectadas,,,,Ciclovía proyectada,VÍA DISTRIBUIDORA COMPLEMENTARIA,,13,13,13,NUÑEZ,NUÑEZ,NUÑEZ,"MULTILINESTRING ((-58.45729461045678 -34.54672029331228, -58.45876587369628 -34.547456219738855))"
21,538,20127,SUPERI,4402,4500,4401,4499,,SUPERI,CALLE,100.44,CRECIENTE,1,,Ciclovías,"Por calzada paralela y adyacente a la vereda suroeste, en doble sentido de circulación según Res. 339/SECTRANS/18 en BO 5423 del 27/07/2018",,2018.0,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,12,12,12,SAAVEDRA,SAAVEDRA,SAAVEDRA,"MULTILINESTRING ((-58.48275564543209 -34.54785758057823, -58.48333473045014 -34.547089369765885))"
22,572,20127,SUPERI,4352,4400,4351,4399,,SUPERI,CALLE,50.21,CRECIENTE,1,,Ciclovías,"Por calzada paralela y adyacente a la vereda suroeste, en doble sentido de circulación según Res. 339/SECTRANS/18 en BO 5423 del 27/07/2018",,2018.0,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,12,12,12,SAAVEDRA,SAAVEDRA,SAAVEDRA,"MULTILINESTRING ((-58.482466184020566 -34.5482415792697, -58.48275564543209 -34.54785758057823))"
23,587,17048,"PEDRAZA, MANUELA",1702,1800,1701,1799,,MANUELA PEDRAZA,CALLE,100.01,DECRECIENTE,-1,,Ciclovías,,,2017.0,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,13,13,13,NUÑEZ,NUÑEZ,NUÑEZ,"MULTILINESTRING ((-58.45970982095984 -34.54792844565459, -58.46064228894143 -34.548394818776266))"
24,616,20127,SUPERI,4302,4350,4301,4349,,SUPERI,CALLE,50.39,CRECIENTE,1,,Ciclovías,"Por calzada paralela y adyacente a la vereda suroeste, en doble sentido de circulación según Res. 339/SECTRANS/18 en BO 5423 del 27/07/2018",,2018.0,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,12,12,12,SAAVEDRA,SAAVEDRA,SAAVEDRA,"MULTILINESTRING ((-58.48217569892056 -34.548626985893904, -58.482466184020566 -34.5482415792697))"
25,29720,3054,"CANTILO, Int.",0,0,0,0,,INT. CANTILO,CALLE,380.39,CRECIENTE,1,corrección nombre 9-1-03,Ciclovías Proyectadas,,,,Ciclovía proyectada,VÍA TRONCAL,SI,13,13,13,BELGRANO,BELGRANO,BELGRANO,"MULTILINESTRING ((-58.443255977692836 -34.54532992914447, -58.44412122811838 -34.5448552272552, -58.4451623151248 -34.544278188993616, -58.44603221659909 -34.5437997821308, -58.446676559919645 -34.54339612912682))"
26,626,3197,CUBA,3502,3600,3501,3599,,CUBA,CALLE,104.86,DECRECIENTE,-1,,Ciclovías,,,2017.0,Ciclovía,VÍA LOCAL,,13,13,13,NUÑEZ,NUÑEZ,NUÑEZ,"MULTILINESTRING ((-58.46553053995925 -34.54871715901671, -58.46612272484041 -34.54790881744659))"
27,637,7028,GARCIA DEL RIO AV.,2402,2500,0,0,,AV. GARCIA DEL RIO,AVENIDA,130.85,DECRECIENTE,-1,,Bicisendas preexistentes,,,,Bicisenda preexistente,VÍA DISTRIBUIDORA COMPLEMENTARIA,,12,12,12,SAAVEDRA,SAAVEDRA,SAAVEDRA,"MULTILINESTRING ((-58.46850903786908 -34.54854044431894, -58.469895367619024 -34.5488153134856))"
28,666,7028,GARCIA DEL RIO AV.,0,0,0,0,,AV. GARCIA DEL RIO,AVENIDA,50.36,DECRECIENTE,-1,,Bicisendas preexistentes,,,,Bicisenda preexistente,VÍA DISTRIBUIDORA COMPLEMENTARIA,,12,12,12,SAAVEDRA,SAAVEDRA,SAAVEDRA,"MULTILINESTRING ((-58.470419158871394 -34.5489191597999, -58.47095273956213 -34.54902490470625))"
29,708,20127,SUPERI,4202,4300,4201,4299,,SUPERI,CALLE,100.18,CRECIENTE,1,,Ciclovías,"Por calzada paralela y adyacente a la vereda suroeste, en doble sentido de circulación según Res. 339/SECTRANS/18 en BO 5423 del 27/07/2018",,2018.0,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,12,12,12,SAAVEDRA,SAAVEDRA,SAAVEDRA,"MULTILINESTRING ((-58.481598039095644 -34.54939321892699, -58.48217569892056 -34.548626985893904))"
30,724,3197,CUBA,3402,3500,3401,3499,,CUBA,CALLE,100.56,DECRECIENTE,-1,,Ciclovías,,,2017.0,Ciclovía,VÍA LOCAL,,13,13,13,NUÑEZ,NUÑEZ,NUÑEZ,"MULTILINESTRING ((-58.464962515125464 -34.54949232747486, -58.46553053995925 -34.54871715901671))"
31,730,23062,VILELA,3402,3500,3401,3499,,VILELA,CALLE,102.53,CRECIENTE,1,,Ciclovías,,,,Ciclovía,VÍA LOCAL,,12,12,12,SAAVEDRA,SAAVEDRA,SAAVEDRA,"MULTILINESTRING ((-58.48045305899974 -34.549204789087575, -58.48067104314838 -34.54925285801184, -58.48101474839409 -34.54934309247782, -58.48134135273532 -34.54946156861339, -58.4814923591273 -34.54953337890765))"
32,731,20127,SUPERI,4152,4200,4151,4199,,SUPERI,CALLE,18.33,CRECIENTE,1,,Ciclovías,"Por calzada paralela y adyacente a la vereda suroeste, en doble sentido de circulación según Res. 339/SECTRANS/18 en BO 5423 del 27/07/2018",,2018.0,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,12,12,12,SAAVEDRA,SAAVEDRA,SAAVEDRA,"MULTILINESTRING ((-58.4814923591273 -34.54953337890765, -58.481598039095644 -34.54939321892699))"
33,764,17048,"PEDRAZA, MANUELA",2052,2100,2061,2099,,MANUELA PEDRAZA,CALLE,46.23,DECRECIENTE,-1,,Ciclovías,,,2017.0,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,13,13,13,NUÑEZ,NUÑEZ,NUÑEZ,"MULTILINESTRING ((-58.463021104738964 -34.549581890125076, -58.46345064985207 -34.54979945870145))"
34,800,7028,GARCIA DEL RIO AV.,3002,3100,0,0,,AV. GARCIA DEL RIO,AVENIDA,99.55,DECRECIENTE,-1,,Bicisendas preexistentes,,,,Bicisenda preexistente,VÍA DISTRIBUIDORA COMPLEMENTARIA,,12,12,12,SAAVEDRA,SAAVEDRA,SAAVEDRA,"MULTILINESTRING ((-58.47516857668776 -34.54986064400312, -58.47622333645853 -34.55006969682789))"
35,810,23062,VILELA,3502,3600,3501,3599,,VILELA,CALLE,102.24,CRECIENTE,1,,Ciclovías,,,,Ciclovía,VÍA LOCAL,,12,12,12,SAAVEDRA,SAAVEDRA,SAAVEDRA,"MULTILINESTRING ((-58.4814923591273 -34.54953337890765, -58.48160088981025 -34.549584983638496, -58.481775480257014 -34.54968939645473, -58.48200762028891 -34.549849294494386, -58.48222648388235 -34.55001102517644, -58.482340902381175 -34.5501236156969))"
36,824,7028,GARCIA DEL RIO AV.,3102,3200,0,0,,AV. GARCIA DEL RIO,AVENIDA,77.82,DECRECIENTE,-1,,Bicisendas preexistentes,,,,Bicisenda preexistente,VÍA DISTRIBUIDORA COMPLEMENTARIA,,12,12,12,SAAVEDRA,SAAVEDRA,SAAVEDRA,"MULTILINESTRING ((-58.47622333645853 -34.55006969682789, -58.476889543800965 -34.550203219222034, -58.47704156503829 -34.550250456851074))"
37,825,17087,PINTO,3902,4000,3901,3999,,PINTO,CALLE,65.6,CRECIENTE,1,corrección numeración 5-2,Ciclovías,,,,Ciclovía,VÍA LOCAL,,12,12,12,SAAVEDRA,SAAVEDRA,SAAVEDRA,"MULTILINESTRING ((-58.477247519584665 -34.549981191579725, -58.477629826134454 -34.54948156811161))"
38,826,17048,"PEDRAZA, MANUELA",2102,2200,2101,2199,,MANUELA PEDRAZA,CALLE,101.01,DECRECIENTE,-1,,Ciclovías,,,2017.0,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,13,13,13,NUÑEZ,NUÑEZ,NUÑEZ,"MULTILINESTRING ((-58.46345064985207 -34.54979945870145, -58.46439235194694 -34.550270521451765))"
39,827,3197,CUBA,3302,3400,3301,3399,,CUBA,CALLE,100.95,DECRECIENTE,-1,,Ciclovías,,,2017.0,Ciclovía,VÍA LOCAL,,13,13,13,NUÑEZ,NUÑEZ,NUÑEZ,"MULTILINESTRING ((-58.46439235194694 -34.550270521451765, -58.464962515125464 -34.54949232747486))"
40,832,4111,MONROE,1002,1100,1001,1099,,MONROE,CALLE,124.63,CRECIENTE,1,,Ciclovías,,,2012.0,Ciclovía,VÍA DISTRIBUIDORA PRINCIPAL,,13,13,13,BELGRANO,BELGRANO,BELGRANO,"MULTILINESTRING ((-58.44537512241918 -34.54966039332381, -58.446478911224894 -34.55031458001087))"
41,860,19093,RUIZ HUIDOBRO AV.,3702,3800,0,0,,AV.RUIZ HUIDOBRO,AVENIDA,102.92,DECRECIENTE,-1,corr. altura 8-1-03,Bicisendas preexistentes,,,,Bicisenda preexistente,VÍA DISTRIBUIDORA COMPLEMENTARIA,,12,12,12,SAAVEDRA,SAAVEDRA,SAAVEDRA,"MULTILINESTRING ((-58.48499497844076 -34.55003389788046, -58.48506104637324 -34.550125826066335, -58.48590260928506 -34.550560413061426))"
42,900,13083,MILLER,4802,4900,4801,4899,,MILLER,CALLE,100.71,CRECIENTE,1,,Ciclovías,Calzada paralela y adyacente a la vereda suroeste,,2018.0,Ciclovía,VÍA LOCAL,,12,12,12,SAAVEDRA,SAAVEDRA,SAAVEDRA,"MULTILINESTRING ((-58.49666525729698 -34.55085267166885, -58.496748026575844 -34.55073468849269, -58.49721571513358 -34.55006736059161))"
43,934,1072,AMENABAR,3502,3600,3501,3599,,AMENABAR,CALLE,144.35,CRECIENTE,1,,Ciclovías,"Por calzada paralela y adyacente a la vereda suroeste, en doble sentido de circulación según Res. 339/SECTRANS/18 en BO 5423 del 27/07/2018",,2018.0,Ciclovía,VÍA LOCAL,,13,13,13,NUÑEZ,NUÑEZ,NUÑEZ,"MULTILINESTRING ((-58.469317451841526 -34.55115490604324, -58.47015778608904 -34.55005504694904))"
44,975,19093,RUIZ HUIDOBRO AV.,3902,4000,0,0,,AV.RUIZ HUIDOBRO,AVENIDA,88.82,DECRECIENTE,-1,corr. altura 8-1-03,Bicisendas preexistentes,,,,Bicisenda preexistente,VÍA DISTRIBUIDORA COMPLEMENTARIA,,12,12,12,SAAVEDRA,SAAVEDRA,SAAVEDRA,"MULTILINESTRING ((-58.486835172899 -34.551045530027075, -58.48765495217984 -34.551470872239676))"
45,987,23062,VILELA,3702,3800,3701,3799,,VILELA,CALLE,101.32,DECRECIENTE,-1,,Bicisendas preexistentes,,,,Bicisenda preexistente,VÍA LOCAL,,12,12,12,SAAVEDRA,SAAVEDRA,SAAVEDRA,"MULTILINESTRING ((-58.482870883675375 -34.55111763993736, -58.483803947325505 -34.55160566732399))"
46,989,6025,"FIGUEROA ALCORTA, PRES. AV.",6602,6700,6601,6699,"CENTENARIO, Av.",AV.PRES. FIGUEROA ALCORTA,AVENIDA,129.82,CRECIENTE,1,,Ciclovías,,,2013.0,Ciclovía,VÍA DISTRIBUIDORA PRINCIPAL,,13,13,13,BELGRANO,BELGRANO,BELGRANO,"MULTILINESTRING ((-58.43674281543774 -34.551610275542316, -58.43742653685378 -34.55081843185355, -58.43756634406426 -34.5506588801626))"
47,994,13083,MILLER,4702,4800,4701,4799,,MILLER,CALLE,100.81,CRECIENTE,1,,Ciclovías,Calzada paralela y adyacente a la vereda suroeste,,2018.0,Ciclovía,VÍA LOCAL,,12,12,12,SAAVEDRA,SAAVEDRA,SAAVEDRA,"MULTILINESTRING ((-58.496114278733394 -34.551638754972075, -58.49666525729698 -34.55085267166885))"
48,1000,19093,RUIZ HUIDOBRO AV.,4002,4100,0,0,,AV.RUIZ HUIDOBRO,AVENIDA,78.6,DECRECIENTE,-1,corr. altura 8-1-03,Bicisendas preexistentes,,,,Bicisenda preexistente,VÍA DISTRIBUIDORA COMPLEMENTARIA,,12,12,12,SAAVEDRA,SAAVEDRA,SAAVEDRA,"MULTILINESTRING ((-58.48765495217984 -34.551470872239676, -58.488461915767296 -34.551707897280956))"
49,1011,3197,CUBA,3102,3200,3101,3199,,CUBA,CALLE,100.53,DECRECIENTE,-1,,Ciclovías,,,2018.0,Ciclovía,VÍA LOCAL,,13,13,13,NUÑEZ,NUÑEZ,NUÑEZ,"MULTILINESTRING ((-58.463257015564686 -34.55181999955043, -58.46382481668803 -34.55104505059696))"
50,1015,19093,RUIZ HUIDOBRO AV.,0,0,0,0,,AV.RUIZ HUIDOBRO,AVENIDA,38.1,DOBLE,2,no corresponde altura 8-1-03,Bicisendas preexistentes,,,,Bicisenda preexistente,VÍA DISTRIBUIDORA COMPLEMENTARIA,,12,12,12,SAAVEDRA,SAAVEDRA,SAAVEDRA,"MULTILINESTRING ((-58.488461915767296 -34.551707897280956, -58.48855451844146 -34.55169815962442, -58.488650196014056 -34.5517239150503, -58.48877899419848 -34.55178452346711, -58.488825736796294 -34.551830923243585))"
51,1034,1072,AMENABAR,3402,3500,3401,3499,,AMENABAR,CALLE,105.3,CRECIENTE,1,,Ciclovías,"Por calzada paralela y adyacente a la vereda suroeste, en doble sentido de circulación según Res. 339/SECTRANS/18 en BO 5423 del 27/07/2018",,2018.0,Ciclovía,VÍA LOCAL,,13,13,13,NUÑEZ,NUÑEZ,NUÑEZ,"MULTILINESTRING ((-58.46870442112474 -34.551957277543416, -58.469317451841526 -34.55115490604324))"
52,1043,7028,GARCIA DEL RIO,3402,3500,3401,3499,,GARCIA DEL RIO,CALLE,103.23,DECRECIENTE,-1,,Ciclovías,,,,Ciclovía,VÍA LOCAL,,12,12,12,SAAVEDRA,SAAVEDRA,SAAVEDRA,"MULTILINESTRING ((-58.47854298571659 -34.55170651022488, -58.47868582211427 -34.55177529674283, -58.47893633483538 -34.55187005587645, -58.47921765906184 -34.55195981036434, -58.479374959290745 -34.55199302997239, -58.47958979917443 -34.552032720739625))"
53,1057,17065,"PEREZ, ROQUE",3902,4000,3901,3999,URQUIZA,ROQUE PEREZ,CALLE,124.8,DECRECIENTE,-1,,Ciclovías,,,,Ciclovía,VÍA LOCAL,,12,12,12,SAAVEDRA,SAAVEDRA,SAAVEDRA,"MULTILINESTRING ((-58.48078672657392 -34.55217220634374, -58.48092493140734 -34.552113852362574, -58.4816678764938 -34.551920521775486, -58.482059718174995 -34.55178292376092))"
54,1058,7028,GARCIA DEL RIO,3502,3600,3501,3599,,GARCIA DEL RIO,CALLE,111.25,DECRECIENTE,-1,,Ciclovías,,,,Ciclovía,VÍA LOCAL,,12,12,12,SAAVEDRA,SAAVEDRA,SAAVEDRA,"MULTILINESTRING ((-58.47958979917443 -34.552032720739625, -58.47968496207483 -34.552050314052885, -58.480106125594496 -34.55210258197849, -58.480571255608936 -34.5521256081241, -58.48078672657392 -34.55217220634374))"
55,1080,4111,MONROE,1302,1400,1301,1399,,MONROE,CALLE,125.93,CRECIENTE,1,,Ciclovías,,,2012.0,Ciclovía,VÍA DISTRIBUIDORA PRINCIPAL,,13,13,13,BELGRANO,BELGRANO,BELGRANO,"MULTILINESTRING ((-58.448740583326384 -34.5516551135642, -58.449855914376194 -34.55231617246133))"
56,1141,3156,CONGRESO,1802,1870,1801,1869,,CONGRESO,CALLE,72.64371124476942,DECRECIENTE,-1,,Ciclovías,,,2012.0,Ciclovía,VÍA DISTRIBUIDORA PRINCIPAL,,13,13,13,,BELGRANO,NUÑEZ,"MULTILINESTRING ((-58.456490882051455 -34.552326441292806, -58.45716147732151 -34.5526742264952))"
57,1107,6025,"FIGUEROA ALCORTA, PRES. AV.",6502,6600,6501,6599,"CENTENARIO, Av.",AV.PRES. FIGUEROA ALCORTA,AVENIDA,127.63,CRECIENTE,1,,Ciclovías,,,2013.0,Ciclovía,VÍA DISTRIBUIDORA PRINCIPAL,,13,13,13,BELGRANO,BELGRANO,BELGRANO,"MULTILINESTRING ((-58.435934508861926 -34.55254645700393, -58.43674281543774 -34.551610275542316))"
58,1156,4111,MONROE,1402,1500,1401,1499,,MONROE,CALLE,106.7,CRECIENTE,1,,Ciclovías,,,2012.0,Ciclovía,VÍA DISTRIBUIDORA PRINCIPAL,,13,13,13,BELGRANO,BELGRANO,BELGRANO,"MULTILINESTRING ((-58.4499120005575 -34.552349348414275, -58.45085704647719 -34.55290946145828))"
59,1206,19093,RUIZ HUIDOBRO AV.,4302,4400,0,0,,AV.RUIZ HUIDOBRO,AVENIDA,101.66,DECRECIENTE,-1,se completo numeración 8-1-3,Bicisendas preexistentes,,,,Bicisenda preexistente,VÍA DISTRIBUIDORA COMPLEMENTARIA,SI,12,12,12,SAAVEDRA,SAAVEDRA,SAAVEDRA,"MULTILINESTRING ((-58.49017804963265 -34.55287875612428, -58.49111058193636 -34.55337327708368))"
60,1261,19093,RUIZ HUIDOBRO AV.,4402,4500,0,0,,AV.RUIZ HUIDOBRO,AVENIDA,99.92,DECRECIENTE,-1,se completo numeración 8-1-3,Bicisendas preexistentes,,,,Bicisenda preexistente,VÍA DISTRIBUIDORA COMPLEMENTARIA,SI,12,12,12,SAAVEDRA,SAAVEDRA,SAAVEDRA,"MULTILINESTRING ((-58.49111058193636 -34.55337327708368, -58.49185149073177 -34.55376621377049, -58.492027630689094 -34.55385856895627))"
61,1268,1072,AMENABAR,3202,3300,3201,3299,,AMENABAR,CALLE,154.1,CRECIENTE,1,,Ciclovías,"Por calzada paralela y adyacente a la vereda suroeste, en doble sentido de circulación según Res. 339/SECTRANS/18 en BO 5423 del 27/07/2018",,2018.0,Ciclovía,VÍA LOCAL,,13,13,13,NUÑEZ,NUÑEZ,NUÑEZ,"MULTILINESTRING ((-58.46722596695147 -34.55389202701899, -58.46812320981141 -34.552717883069235))"
62,1287,16025,11 DE SEPTIEMBRE DE 1888,2602,2700,2601,2699,11 DE SEPTIEMBRE,11 DE SEPTIEMBRE DE 1888,CALLE,117.13,DECRECIENTE,-1,,Ciclovías,,,2012.0,Ciclovía,VÍA LOCAL,,13,13,13,BELGRANO,BELGRANO,BELGRANO,"MULTILINESTRING ((-58.45504177682624 -34.55408801257672, -58.45577974126046 -34.55322656141141))"
63,1319,19093,RUIZ HUIDOBRO AV.,4502,4600,0,0,,AV.RUIZ HUIDOBRO,AVENIDA,100.96,DECRECIENTE,-1,se completo numeración 8-1-3,Bicisendas preexistentes,,,,Bicisenda preexistente,VÍA DISTRIBUIDORA COMPLEMENTARIA,SI,12,12,12,SAAVEDRA,SAAVEDRA,SAAVEDRA,"MULTILINESTRING ((-58.492027630689094 -34.55385856895627, -58.49295669241951 -34.5543457524343))"
64,1340,1072,AMENABAR,3102,3200,3101,3199,,AMENABAR,CALLE,103.94,CRECIENTE,1,,Ciclovías,"Por calzada paralela y adyacente a la vereda suroeste, en doble sentido de circulación según Res. 339/SECTRANS/18 en BO 5423 del 27/07/2018",,2018.0,Ciclovía,VÍA LOCAL,,13,13,13,NUÑEZ,NUÑEZ,NUÑEZ,"MULTILINESTRING ((-58.46638409107061 -34.554518685380415, -58.46722596695147 -34.55389202701899))"
