centroide,cantidad_ciclistas,año,turno,barrios
762,8,2014-01-01,mañana,FLORESTA
762,14,2014-01-01,tarde,FLORESTA
762,6,2015-01-01,mañana,FLORESTA
762,18,2015-01-01,tarde,FLORESTA
762,7,2016-01-01,mañana,FLORESTA
762,15,2016-01-01,tarde,FLORESTA
762,7,2017-01-01,mañana,FLORESTA
762,15,2017-01-01,tarde,FLORESTA
762,7,2018-01-01,mañana,FLORESTA
762,19,2018-01-01,tarde,FLORESTA
763,8,2013-01-01,mañana,VILLA SANTA RITA
763,10,2013-01-01,tarde,VILLA SANTA RITA
763,7,2014-01-01,mañana,VILLA SANTA RITA
763,8,2014-01-01,tarde,VILLA SANTA RITA
763,12,2015-01-01,mañana,VILLA SANTA RITA
763,15,2015-01-01,tarde,VILLA SANTA RITA
763,9,2016-01-01,mañana,VILLA SANTA RITA
763,16,2016-01-01,tarde,VILLA SANTA RITA
763,11,2017-01-01,mañana,VILLA SANTA RITA
763,12,2017-01-01,tarde,VILLA SANTA RITA
763,9,2018-01-01,mañana,VILLA SANTA RITA
763,18,2018-01-01,tarde,VILLA SANTA RITA
764,10,2013-01-01,mañana,VILLA SANTA RITA
764,17,2013-01-01,tarde,VILLA SANTA RITA
764,11,2014-01-01,mañana,VILLA SANTA RITA
764,13,2014-01-01,tarde,VILLA SANTA RITA
764,7,2015-01-01,mañana,VILLA SANTA RITA
764,14,2015-01-01,tarde,VILLA SANTA RITA
764,9,2016-01-01,mañana,VILLA SANTA RITA
764,5,2016-01-01,tarde,VILLA SANTA RITA
764,11,2017-01-01,mañana,VILLA SANTA RITA
764,16,2017-01-01,tarde,VILLA SANTA RITA
764,8,2018-01-01,mañana,VILLA SANTA RITA
764,17,2018-01-01,tarde,VILLA SANTA RITA
765,17,2013-01-01,mañana,VILLA SANTA RITA
765,13,2013-01-01,tarde,VILLA SANTA RITA
765,7,2014-01-01,mañana,VILLA SANTA RITA
765,16,2014-01-01,tarde,VILLA SANTA RITA
765,12,2015-01-01,mañana,VILLA SANTA RITA
765,11,2015-01-01,tarde,VILLA SANTA RITA
765,15,2016-01-01,mañana,VILLA SANTA RITA
765,13,2016-01-01,tarde,VILLA SANTA RITA
765,15,2017-01-01,mañana,VILLA SANTA RITA
765,16,2017-01-01,tarde,VILLA SANTA RITA
765,39,2018-01-01,mañana,VILLA SANTA RITA
765,41,2018-01-01,tarde,VILLA SANTA RITA
766,7,2013-01-01,mañana,VELEZ SARSFIELD
766,11,2013-01-01,tarde,VELEZ SARSFIELD
766,7,2014-01-01,mañana,VELEZ SARSFIELD
766,12,2014-01-01,tarde,VELEZ SARSFIELD
766,9,2015-01-01,mañana,VELEZ SARSFIELD
766,7,2015-01-01,tarde,VELEZ SARSFIELD
766,8,2016-01-01,mañana,VELEZ SARSFIELD
766,14,2016-01-01,tarde,VELEZ SARSFIELD
766,9,2017-01-01,mañana,VELEZ SARSFIELD
766,14,2017-01-01,tarde,VELEZ SARSFIELD
766,10,2018-01-01,mañana,VELEZ SARSFIELD
766,5,2018-01-01,tarde,VELEZ SARSFIELD
767,8,2013-01-01,mañana,MONTE CASTRO
767,5,2013-01-01,tarde,MONTE CASTRO
767,7,2014-01-01,mañana,MONTE CASTRO
767,13,2014-01-01,tarde,MONTE CASTRO
767,4,2015-01-01,mañana,MONTE CASTRO
767,11,2015-01-01,tarde,MONTE CASTRO
767,3,2016-01-01,mañana,MONTE CASTRO
767,10,2016-01-01,tarde,MONTE CASTRO
767,5,2017-01-01,mañana,MONTE CASTRO
767,14,2017-01-01,tarde,MONTE CASTRO
767,11,2018-01-01,mañana,MONTE CASTRO
767,4,2018-01-01,tarde,MONTE CASTRO
768,7,2013-01-01,mañana,MONTE CASTRO
768,2,2013-01-01,tarde,MONTE CASTRO
768,5,2014-01-01,mañana,MONTE CASTRO
768,6,2014-01-01,tarde,MONTE CASTRO
768,7,2015-01-01,mañana,MONTE CASTRO
768,13,2015-01-01,tarde,MONTE CASTRO
768,6,2016-01-01,mañana,MONTE CASTRO
768,14,2016-01-01,tarde,MONTE CASTRO
768,14,2017-01-01,mañana,MONTE CASTRO
768,26,2017-01-01,tarde,MONTE CASTRO
768,17,2018-01-01,mañana,MONTE CASTRO
768,29,2018-01-01,tarde,MONTE CASTRO
769,3,2013-01-01,mañana,MONTE CASTRO
769,6,2013-01-01,tarde,MONTE CASTRO
769,3,2014-01-01,mañana,MONTE CASTRO
769,5,2014-01-01,tarde,MONTE CASTRO
769,3,2015-01-01,mañana,MONTE CASTRO
769,8,2015-01-01,tarde,MONTE CASTRO
769,7,2016-01-01,mañana,MONTE CASTRO
769,8,2016-01-01,tarde,MONTE CASTRO
769,5,2017-01-01,mañana,MONTE CASTRO
769,6,2017-01-01,tarde,MONTE CASTRO
769,4,2018-01-01,mañana,MONTE CASTRO
769,3,2018-01-01,tarde,MONTE CASTRO
770,9,2013-01-01,mañana,MONTE CASTRO
770,3,2013-01-01,tarde,MONTE CASTRO
770,11,2014-01-01,mañana,MONTE CASTRO
770,3,2014-01-01,tarde,MONTE CASTRO
770,7,2015-01-01,mañana,MONTE CASTRO
770,6,2015-01-01,tarde,MONTE CASTRO
770,5,2016-01-01,mañana,MONTE CASTRO
770,8,2016-01-01,tarde,MONTE CASTRO
770,6,2017-01-01,mañana,MONTE CASTRO
770,6,2017-01-01,tarde,MONTE CASTRO
770,14,2018-01-01,mañana,MONTE CASTRO
770,9,2018-01-01,tarde,MONTE CASTRO
771,1,2013-01-01,mañana,VILLA LURO
771,6,2013-01-01,tarde,VILLA LURO
771,3,2014-01-01,mañana,VILLA LURO
771,1,2014-01-01,tarde,VILLA LURO
771,7,2015-01-01,mañana,VILLA LURO
771,3,2015-01-01,tarde,VILLA LURO
771,0,2016-01-01,mañana,VILLA LURO
771,2,2016-01-01,tarde,VILLA LURO
771,2,2017-01-01,mañana,VILLA LURO
771,1,2017-01-01,tarde,VILLA LURO
771,1,2018-01-01,mañana,VILLA LURO
771,3,2018-01-01,tarde,VILLA LURO
772,7,2013-01-01,mañana,VILLA LURO
772,4,2013-01-01,tarde,VILLA LURO
772,2,2014-01-01,mañana,VILLA LURO
772,3,2014-01-01,tarde,VILLA LURO
772,2,2015-01-01,mañana,VILLA LURO
772,3,2015-01-01,tarde,VILLA LURO
772,0,2016-01-01,mañana,VILLA LURO
772,4,2016-01-01,tarde,VILLA LURO
772,5,2017-01-01,mañana,VILLA LURO
772,9,2017-01-01,tarde,VILLA LURO
772,17,2018-01-01,mañana,VILLA LURO
772,8,2018-01-01,tarde,VILLA LURO
773,9,2013-01-01,mañana,VILLA LURO
773,5,2013-01-01,tarde,VILLA LURO
773,3,2014-01-01,mañana,VILLA LURO
773,8,2014-01-01,tarde,VILLA LURO
773,3,2015-01-01,mañana,VILLA LURO
773,3,2015-01-01,tarde,VILLA LURO
773,0,2016-01-01,mañana,VILLA LURO
773,2,2016-01-01,tarde,VILLA LURO
773,3,2017-01-01,mañana,VILLA LURO
773,2,2017-01-01,tarde,VILLA LURO
773,5,2018-01-01,mañana,VILLA LURO
773,8,2018-01-01,tarde,VILLA LURO
774,9,2013-01-01,mañana,VILLA LURO
774,11,2013-01-01,tarde,VILLA LURO
774,4,2014-01-01,mañana,VILLA LURO
774,10,2014-01-01,tarde,VILLA LURO
774,6,2015-01-01,mañana,VILLA LURO
774,9,2015-01-01,tarde,VILLA LURO
774,0,2016-01-01,mañana,VILLA LURO
774,15,2016-01-01,tarde,VILLA LURO
774,7,2017-01-01,mañana,VILLA LURO
774,10,2017-01-01,tarde,VILLA LURO
774,12,2018-01-01,mañana,VILLA LURO
774,25,2018-01-01,tarde,VILLA LURO
775,8,2013-01-01,mañana,VERSALLES
775,6,2013-01-01,tarde,VERSALLES
775,8,2014-01-01,mañana,VERSALLES
775,6,2014-01-01,tarde,VERSALLES
775,6,2015-01-01,mañana,VERSALLES
775,10,2015-01-01,tarde,VERSALLES
775,0,2016-01-01,mañana,VERSALLES
775,13,2016-01-01,tarde,VERSALLES
775,6,2017-01-01,mañana,VERSALLES
775,9,2017-01-01,tarde,VERSALLES
775,6,2018-01-01,mañana,VERSALLES
775,19,2018-01-01,tarde,VERSALLES
776,19,2013-01-01,mañana,LINIERS
776,27,2013-01-01,tarde,LINIERS
776,13,2014-01-01,mañana,LINIERS
776,28,2014-01-01,tarde,LINIERS
776,14,2015-01-01,mañana,LINIERS
776,12,2015-01-01,tarde,LINIERS
776,22,2016-01-01,mañana,LINIERS
776,17,2016-01-01,tarde,LINIERS
776,23,2017-01-01,mañana,LINIERS
776,14,2017-01-01,tarde,LINIERS
776,23,2018-01-01,mañana,LINIERS
776,31,2018-01-01,tarde,LINIERS
777,13,2013-01-01,mañana,LINIERS
777,17,2013-01-01,tarde,LINIERS
777,12,2014-01-01,mañana,LINIERS
777,19,2014-01-01,tarde,LINIERS
777,11,2015-01-01,mañana,LINIERS
777,10,2015-01-01,tarde,LINIERS
777,13,2016-01-01,mañana,LINIERS
777,11,2016-01-01,tarde,LINIERS
777,13,2017-01-01,mañana,LINIERS
777,23,2017-01-01,tarde,LINIERS
777,13,2018-01-01,mañana,LINIERS
777,21,2018-01-01,tarde,LINIERS
778,7,2013-01-01,mañana,LINIERS
778,16,2013-01-01,tarde,LINIERS
778,7,2014-01-01,mañana,LINIERS
778,12,2014-01-01,tarde,LINIERS
778,10,2015-01-01,mañana,LINIERS
778,10,2015-01-01,tarde,LINIERS
778,12,2016-01-01,mañana,LINIERS
778,24,2016-01-01,tarde,LINIERS
778,11,2017-01-01,mañana,LINIERS
778,11,2017-01-01,tarde,LINIERS
778,9,2018-01-01,mañana,LINIERS
778,19,2018-01-01,tarde,LINIERS
779,8,2013-01-01,mañana,LINIERS
779,5,2013-01-01,tarde,LINIERS
779,9,2014-01-01,mañana,LINIERS
779,6,2014-01-01,tarde,LINIERS
779,13,2015-01-01,mañana,LINIERS
779,8,2015-01-01,tarde,LINIERS
779,6,2016-01-01,mañana,LINIERS
779,12,2016-01-01,tarde,LINIERS
779,11,2017-01-01,mañana,LINIERS
779,10,2017-01-01,tarde,LINIERS
779,17,2018-01-01,mañana,LINIERS
779,11,2018-01-01,tarde,LINIERS
780,7,2013-01-01,mañana,LINIERS
780,4,2013-01-01,tarde,LINIERS
780,9,2014-01-01,mañana,LINIERS
780,6,2014-01-01,tarde,LINIERS
780,4,2015-01-01,mañana,LINIERS
780,8,2015-01-01,tarde,LINIERS
780,7,2016-01-01,mañana,LINIERS
780,4,2016-01-01,tarde,LINIERS
780,4,2017-01-01,mañana,LINIERS
780,5,2017-01-01,tarde,LINIERS
780,9,2018-01-01,mañana,LINIERS
780,4,2018-01-01,tarde,LINIERS
781,4,2013-01-01,mañana,MATADEROS
781,9,2013-01-01,tarde,MATADEROS
781,6,2014-01-01,mañana,MATADEROS
781,27,2014-01-01,tarde,MATADEROS
781,2,2015-01-01,mañana,MATADEROS
781,9,2015-01-01,tarde,MATADEROS
781,4,2016-01-01,mañana,MATADEROS
781,13,2016-01-01,tarde,MATADEROS
781,13,2017-01-01,mañana,MATADEROS
781,14,2017-01-01,tarde,MATADEROS
781,5,2018-01-01,mañana,MATADEROS
781,11,2018-01-01,tarde,MATADEROS
782,6,2013-01-01,mañana,LINIERS
782,14,2013-01-01,tarde,LINIERS
782,4,2014-01-01,mañana,LINIERS
782,11,2014-01-01,tarde,LINIERS
782,9,2015-01-01,mañana,LINIERS
782,8,2015-01-01,tarde,LINIERS
782,4,2016-01-01,mañana,LINIERS
782,18,2016-01-01,tarde,LINIERS
782,10,2017-01-01,mañana,LINIERS
782,14,2017-01-01,tarde,LINIERS
782,4,2018-01-01,mañana,LINIERS
782,3,2018-01-01,tarde,LINIERS
783,11,2013-01-01,mañana,LINIERS
783,15,2013-01-01,tarde,LINIERS
783,5,2014-01-01,mañana,LINIERS
783,15,2014-01-01,tarde,LINIERS
783,7,2015-01-01,mañana,LINIERS
783,3,2015-01-01,tarde,LINIERS
783,10,2016-01-01,mañana,LINIERS
783,9,2016-01-01,tarde,LINIERS
783,3,2017-01-01,mañana,LINIERS
783,12,2017-01-01,tarde,LINIERS
783,6,2018-01-01,mañana,LINIERS
783,13,2018-01-01,tarde,LINIERS
784,7,2013-01-01,mañana,LINIERS
784,11,2013-01-01,tarde,LINIERS
784,8,2014-01-01,mañana,LINIERS
784,18,2014-01-01,tarde,LINIERS
784,3,2015-01-01,mañana,LINIERS
784,12,2015-01-01,tarde,LINIERS
784,11,2016-01-01,mañana,LINIERS
784,7,2016-01-01,tarde,LINIERS
784,9,2017-01-01,mañana,LINIERS
784,12,2017-01-01,tarde,LINIERS
784,10,2018-01-01,mañana,LINIERS
784,19,2018-01-01,tarde,LINIERS
785,9,2013-01-01,mañana,LINIERS
785,14,2013-01-01,tarde,LINIERS
785,10,2014-01-01,mañana,LINIERS
785,3,2014-01-01,tarde,LINIERS
785,10,2015-01-01,mañana,LINIERS
785,4,2015-01-01,tarde,LINIERS
785,11,2016-01-01,mañana,LINIERS
785,2,2016-01-01,tarde,LINIERS
785,10,2017-01-01,mañana,LINIERS
785,4,2017-01-01,tarde,LINIERS
785,14,2018-01-01,mañana,LINIERS
785,14,2018-01-01,tarde,LINIERS
786,7,2013-01-01,mañana,MATADEROS
786,3,2013-01-01,tarde,MATADEROS
786,10,2014-01-01,mañana,MATADEROS
786,5,2014-01-01,tarde,MATADEROS
786,9,2015-01-01,mañana,MATADEROS
786,5,2015-01-01,tarde,MATADEROS
786,6,2016-01-01,mañana,MATADEROS
786,6,2016-01-01,tarde,MATADEROS
786,5,2017-01-01,mañana,MATADEROS
786,4,2017-01-01,tarde,MATADEROS
786,6,2018-01-01,mañana,MATADEROS
786,5,2018-01-01,tarde,MATADEROS
787,5,2013-01-01,mañana,MATADEROS
787,6,2013-01-01,tarde,MATADEROS
787,2,2014-01-01,mañana,MATADEROS
787,5,2014-01-01,tarde,MATADEROS
787,1,2015-01-01,mañana,MATADEROS
787,4,2015-01-01,tarde,MATADEROS
787,5,2016-01-01,mañana,MATADEROS
787,1,2016-01-01,tarde,MATADEROS
787,5,2017-01-01,mañana,MATADEROS
787,4,2017-01-01,tarde,MATADEROS
787,2,2018-01-01,mañana,MATADEROS
787,5,2018-01-01,tarde,MATADEROS
788,6,2013-01-01,mañana,MATADEROS
788,13,2013-01-01,tarde,MATADEROS
788,4,2014-01-01,mañana,MATADEROS
788,12,2014-01-01,tarde,MATADEROS
788,7,2015-01-01,mañana,MATADEROS
788,7,2015-01-01,tarde,MATADEROS
788,7,2016-01-01,mañana,MATADEROS
788,5,2016-01-01,tarde,MATADEROS
788,7,2017-01-01,mañana,MATADEROS
788,6,2017-01-01,tarde,MATADEROS
788,4,2018-01-01,mañana,MATADEROS
788,16,2018-01-01,tarde,MATADEROS
789,11,2013-01-01,mañana,MATADEROS
789,14,2013-01-01,tarde,MATADEROS
789,10,2014-01-01,mañana,MATADEROS
789,16,2014-01-01,tarde,MATADEROS
789,4,2015-01-01,mañana,MATADEROS
789,7,2015-01-01,tarde,MATADEROS
789,3,2016-01-01,mañana,MATADEROS
789,11,2016-01-01,tarde,MATADEROS
789,6,2017-01-01,mañana,MATADEROS
789,10,2017-01-01,tarde,MATADEROS
789,5,2018-01-01,mañana,MATADEROS
789,19,2018-01-01,tarde,MATADEROS
790,10,2013-01-01,mañana,MATADEROS
790,11,2013-01-01,tarde,MATADEROS
790,9,2014-01-01,mañana,MATADEROS
790,11,2014-01-01,tarde,MATADEROS
790,4,2015-01-01,mañana,MATADEROS
790,12,2015-01-01,tarde,MATADEROS
790,11,2016-01-01,mañana,MATADEROS
790,5,2016-01-01,tarde,MATADEROS
790,7,2017-01-01,mañana,MATADEROS
790,10,2017-01-01,tarde,MATADEROS
790,12,2018-01-01,mañana,MATADEROS
790,7,2018-01-01,tarde,MATADEROS
791,6,2013-01-01,mañana,MATADEROS
791,3,2013-01-01,tarde,MATADEROS
791,7,2014-01-01,mañana,MATADEROS
791,5,2014-01-01,tarde,MATADEROS
791,6,2015-01-01,mañana,MATADEROS
791,16,2015-01-01,tarde,MATADEROS
791,15,2016-01-01,mañana,MATADEROS
791,6,2016-01-01,tarde,MATADEROS
791,13,2017-01-01,mañana,MATADEROS
791,9,2017-01-01,tarde,MATADEROS
791,5,2018-01-01,mañana,MATADEROS
791,6,2018-01-01,tarde,MATADEROS
792,10,2013-01-01,mañana,MATADEROS
792,10,2013-01-01,tarde,MATADEROS
792,5,2014-01-01,mañana,MATADEROS
792,17,2014-01-01,tarde,MATADEROS
792,5,2015-01-01,mañana,MATADEROS
792,9,2015-01-01,tarde,MATADEROS
792,6,2016-01-01,mañana,MATADEROS
792,15,2016-01-01,tarde,MATADEROS
792,6,2017-01-01,mañana,MATADEROS
792,13,2017-01-01,tarde,MATADEROS
792,21,2018-01-01,mañana,MATADEROS
792,27,2018-01-01,tarde,MATADEROS
793,4,2013-01-01,mañana,MATADEROS
793,8,2013-01-01,tarde,MATADEROS
793,5,2014-01-01,mañana,MATADEROS
793,8,2014-01-01,tarde,MATADEROS
793,5,2015-01-01,mañana,MATADEROS
793,7,2015-01-01,tarde,MATADEROS
793,2,2016-01-01,mañana,MATADEROS
793,7,2016-01-01,tarde,MATADEROS
793,1,2017-01-01,mañana,MATADEROS
793,8,2017-01-01,tarde,MATADEROS
793,1,2018-01-01,mañana,MATADEROS
793,4,2018-01-01,tarde,MATADEROS
794,7,2013-01-01,mañana,MATADEROS
794,12,2013-01-01,tarde,MATADEROS
794,9,2014-01-01,mañana,MATADEROS
794,3,2014-01-01,tarde,MATADEROS
794,2,2015-01-01,mañana,MATADEROS
794,6,2015-01-01,tarde,MATADEROS
794,7,2016-01-01,mañana,MATADEROS
794,11,2016-01-01,tarde,MATADEROS
794,9,2017-01-01,mañana,MATADEROS
794,15,2017-01-01,tarde,MATADEROS
794,18,2018-01-01,mañana,MATADEROS
794,19,2018-01-01,tarde,MATADEROS
795,2,2013-01-01,mañana,MATADEROS
795,5,2013-01-01,tarde,MATADEROS
795,6,2014-01-01,mañana,MATADEROS
795,1,2014-01-01,tarde,MATADEROS
795,1,2015-01-01,mañana,MATADEROS
795,1,2015-01-01,tarde,MATADEROS
795,1,2016-01-01,mañana,MATADEROS
795,1,2016-01-01,tarde,MATADEROS
795,2,2017-01-01,mañana,MATADEROS
795,2,2017-01-01,tarde,MATADEROS
795,6,2018-01-01,mañana,MATADEROS
795,7,2018-01-01,tarde,MATADEROS
796,12,2013-01-01,mañana,VILLA LURO
796,14,2013-01-01,tarde,VILLA LURO
796,3,2014-01-01,mañana,VILLA LURO
796,15,2014-01-01,tarde,VILLA LURO
796,10,2015-01-01,mañana,VILLA LURO
796,7,2015-01-01,tarde,VILLA LURO
796,11,2016-01-01,mañana,VILLA LURO
796,16,2016-01-01,tarde,VILLA LURO
796,18,2017-01-01,mañana,VILLA LURO
796,18,2017-01-01,tarde,VILLA LURO
796,17,2018-01-01,mañana,VILLA LURO
796,19,2018-01-01,tarde,VILLA LURO
797,15,2013-01-01,mañana,VILLA LURO
797,15,2013-01-01,tarde,VILLA LURO
797,11,2014-01-01,mañana,VILLA LURO
797,19,2014-01-01,tarde,VILLA LURO
797,9,2015-01-01,mañana,VILLA LURO
797,15,2015-01-01,tarde,VILLA LURO
797,6,2016-01-01,mañana,VILLA LURO
797,17,2016-01-01,tarde,VILLA LURO
797,8,2017-01-01,mañana,VILLA LURO
797,21,2017-01-01,tarde,VILLA LURO
797,14,2018-01-01,mañana,VILLA LURO
797,17,2018-01-01,tarde,VILLA LURO
798,5,2013-01-01,mañana,VILLA LURO
798,5,2013-01-01,tarde,VILLA LURO
798,1,2014-01-01,mañana,VILLA LURO
798,7,2014-01-01,tarde,VILLA LURO
798,3,2015-01-01,mañana,VILLA LURO
798,5,2015-01-01,tarde,VILLA LURO
798,7,2016-01-01,mañana,VILLA LURO
798,8,2016-01-01,tarde,VILLA LURO
798,5,2017-01-01,mañana,VILLA LURO
798,5,2017-01-01,tarde,VILLA LURO
798,7,2018-01-01,mañana,VILLA LURO
798,7,2018-01-01,tarde,VILLA LURO
799,5,2013-01-01,mañana,VELEZ SARSFIELD
799,4,2013-01-01,tarde,VELEZ SARSFIELD
799,5,2014-01-01,mañana,VELEZ SARSFIELD
799,5,2014-01-01,tarde,VELEZ SARSFIELD
799,7,2015-01-01,mañana,VELEZ SARSFIELD
799,1,2015-01-01,tarde,VELEZ SARSFIELD
799,8,2016-01-01,mañana,VELEZ SARSFIELD
799,6,2016-01-01,tarde,VELEZ SARSFIELD
799,2,2017-01-01,mañana,VELEZ SARSFIELD
799,3,2017-01-01,tarde,VELEZ SARSFIELD
799,5,2018-01-01,mañana,VELEZ SARSFIELD
799,4,2018-01-01,tarde,VELEZ SARSFIELD
800,3,2013-01-01,mañana,VELEZ SARSFIELD
800,5,2013-01-01,tarde,VELEZ SARSFIELD
800,1,2014-01-01,mañana,VELEZ SARSFIELD
800,14,2014-01-01,tarde,VELEZ SARSFIELD
800,5,2015-01-01,mañana,VELEZ SARSFIELD
800,3,2015-01-01,tarde,VELEZ SARSFIELD
800,6,2016-01-01,mañana,VELEZ SARSFIELD
800,2,2016-01-01,tarde,VELEZ SARSFIELD
800,5,2017-01-01,mañana,VELEZ SARSFIELD
800,7,2017-01-01,tarde,VELEZ SARSFIELD
800,5,2018-01-01,mañana,VELEZ SARSFIELD
800,8,2018-01-01,tarde,VELEZ SARSFIELD
801,8,2013-01-01,mañana,PARQUE AVELLANEDA
801,15,2013-01-01,tarde,PARQUE AVELLANEDA
801,9,2014-01-01,mañana,PARQUE AVELLANEDA
801,9,2014-01-01,tarde,PARQUE AVELLANEDA
801,10,2015-01-01,mañana,PARQUE AVELLANEDA
801,9,2015-01-01,tarde,PARQUE AVELLANEDA
801,10,2016-01-01,mañana,PARQUE AVELLANEDA
801,16,2016-01-01,tarde,PARQUE AVELLANEDA
801,21,2017-01-01,mañana,PARQUE AVELLANEDA
801,19,2017-01-01,tarde,PARQUE AVELLANEDA
801,27,2018-01-01,mañana,PARQUE AVELLANEDA
801,14,2018-01-01,tarde,PARQUE AVELLANEDA
802,1,2013-01-01,mañana,PARQUE AVELLANEDA
802,4,2013-01-01,tarde,PARQUE AVELLANEDA
802,1,2014-01-01,mañana,PARQUE AVELLANEDA
802,5,2014-01-01,tarde,PARQUE AVELLANEDA
802,1,2015-01-01,mañana,PARQUE AVELLANEDA
802,1,2015-01-01,tarde,PARQUE AVELLANEDA
802,0,2016-01-01,mañana,PARQUE AVELLANEDA
802,2,2016-01-01,tarde,PARQUE AVELLANEDA
802,1,2017-01-01,mañana,PARQUE AVELLANEDA
802,1,2017-01-01,tarde,PARQUE AVELLANEDA
802,1,2018-01-01,mañana,PARQUE AVELLANEDA
802,3,2018-01-01,tarde,PARQUE AVELLANEDA
803,2,2013-01-01,mañana,PARQUE AVELLANEDA
803,25,2013-01-01,tarde,PARQUE AVELLANEDA
803,5,2014-01-01,mañana,PARQUE AVELLANEDA
803,19,2014-01-01,tarde,PARQUE AVELLANEDA
803,6,2015-01-01,mañana,PARQUE AVELLANEDA
803,19,2015-01-01,tarde,PARQUE AVELLANEDA
803,6,2016-01-01,mañana,PARQUE AVELLANEDA
803,29,2016-01-01,tarde,PARQUE AVELLANEDA
803,13,2017-01-01,mañana,PARQUE AVELLANEDA
803,18,2017-01-01,tarde,PARQUE AVELLANEDA
803,13,2018-01-01,mañana,PARQUE AVELLANEDA
803,22,2018-01-01,tarde,PARQUE AVELLANEDA
804,6,2013-01-01,mañana,PARQUE AVELLANEDA
804,5,2013-01-01,tarde,PARQUE AVELLANEDA
804,8,2014-01-01,mañana,PARQUE AVELLANEDA
804,9,2014-01-01,tarde,PARQUE AVELLANEDA
804,6,2015-01-01,mañana,PARQUE AVELLANEDA
804,12,2015-01-01,tarde,PARQUE AVELLANEDA
804,5,2016-01-01,mañana,PARQUE AVELLANEDA
804,7,2016-01-01,tarde,PARQUE AVELLANEDA
804,11,2017-01-01,mañana,PARQUE AVELLANEDA
804,13,2017-01-01,tarde,PARQUE AVELLANEDA
804,6,2018-01-01,mañana,PARQUE AVELLANEDA
804,13,2018-01-01,tarde,PARQUE AVELLANEDA
805,12,2013-01-01,mañana,PARQUE AVELLANEDA
805,5,2013-01-01,tarde,PARQUE AVELLANEDA
805,13,2014-01-01,mañana,PARQUE AVELLANEDA
805,12,2014-01-01,tarde,PARQUE AVELLANEDA
805,12,2015-01-01,mañana,PARQUE AVELLANEDA
805,14,2015-01-01,tarde,PARQUE AVELLANEDA
805,6,2016-01-01,mañana,PARQUE AVELLANEDA
805,5,2016-01-01,tarde,PARQUE AVELLANEDA
805,10,2017-01-01,mañana,PARQUE AVELLANEDA
805,10,2017-01-01,tarde,PARQUE AVELLANEDA
805,14,2018-01-01,mañana,PARQUE AVELLANEDA
805,10,2018-01-01,tarde,PARQUE AVELLANEDA
806,26,2013-01-01,mañana,FLORESTA
806,13,2013-01-01,tarde,FLORESTA
806,24,2014-01-01,mañana,FLORESTA
806,23,2014-01-01,tarde,FLORESTA
806,37,2015-01-01,mañana,FLORESTA
806,11,2015-01-01,tarde,FLORESTA
806,45,2016-01-01,mañana,FLORESTA
806,7,2016-01-01,tarde,FLORESTA
806,41,2017-01-01,mañana,FLORESTA
806,16,2017-01-01,tarde,FLORESTA
806,35,2018-01-01,mañana,FLORESTA
806,23,2018-01-01,tarde,FLORESTA
807,6,2013-01-01,mañana,FLORESTA
807,4,2013-01-01,tarde,FLORESTA
807,4,2014-01-01,mañana,FLORESTA
807,1,2014-01-01,tarde,FLORESTA
807,1,2015-01-01,mañana,FLORESTA
807,1,2015-01-01,tarde,FLORESTA
807,1,2016-01-01,mañana,FLORESTA
807,2,2016-01-01,tarde,FLORESTA
807,3,2017-01-01,mañana,FLORESTA
807,3,2017-01-01,tarde,FLORESTA
807,5,2018-01-01,mañana,FLORESTA
807,4,2018-01-01,tarde,FLORESTA
808,10,2013-01-01,mañana,FLORESTA
808,17,2013-01-01,tarde,FLORESTA
808,14,2014-01-01,mañana,FLORESTA
808,23,2014-01-01,tarde,FLORESTA
808,10,2015-01-01,mañana,FLORESTA
808,13,2015-01-01,tarde,FLORESTA
808,12,2016-01-01,mañana,FLORESTA
808,30,2016-01-01,tarde,FLORESTA
808,21,2017-01-01,mañana,FLORESTA
808,34,2017-01-01,tarde,FLORESTA
808,14,2018-01-01,mañana,FLORESTA
808,48,2018-01-01,tarde,FLORESTA
809,11,2013-01-01,mañana,FLORESTA
809,11,2013-01-01,tarde,FLORESTA
809,6,2014-01-01,mañana,FLORESTA
809,16,2014-01-01,tarde,FLORESTA
809,3,2015-01-01,mañana,FLORESTA
809,13,2015-01-01,tarde,FLORESTA
809,7,2016-01-01,mañana,FLORESTA
809,14,2016-01-01,tarde,FLORESTA
809,6,2017-01-01,mañana,FLORESTA
809,13,2017-01-01,tarde,FLORESTA
809,1,2018-01-01,mañana,FLORESTA
809,10,2018-01-01,tarde,FLORESTA
810,10,2013-01-01,mañana,PARQUE AVELLANEDA
810,13,2013-01-01,tarde,PARQUE AVELLANEDA
810,8,2014-01-01,mañana,PARQUE AVELLANEDA
810,16,2014-01-01,tarde,PARQUE AVELLANEDA
810,9,2015-01-01,mañana,PARQUE AVELLANEDA
810,15,2015-01-01,tarde,PARQUE AVELLANEDA
810,10,2016-01-01,mañana,PARQUE AVELLANEDA
810,6,2016-01-01,tarde,PARQUE AVELLANEDA
810,13,2017-01-01,mañana,PARQUE AVELLANEDA
810,14,2017-01-01,tarde,PARQUE AVELLANEDA
810,16,2018-01-01,mañana,PARQUE AVELLANEDA
810,30,2018-01-01,tarde,PARQUE AVELLANEDA
811,6,2013-01-01,mañana,FLORESTA
811,7,2013-01-01,tarde,FLORESTA
