centroide,cantidad_ciclistas,año,turno,barrios
209,28,2016-01-01,mañana,CONSTITUCION
209,22,2016-01-01,tarde,CONSTITUCION
209,39,2017-01-01,mañana,CONSTITUCION
209,21,2017-01-01,tarde,CONSTITUCION
203,39,2013-01-01,mañana,CONSTITUCION
203,73,2013-01-01,tarde,CONSTITUCION
203,31,2014-01-01,mañana,CONSTITUCION
203,73,2014-01-01,tarde,CONSTITUCION
203,32,2015-01-01,mañana,CONSTITUCION
203,66,2015-01-01,tarde,CONSTITUCION
203,28,2016-01-01,mañana,CONSTITUCION
203,29,2016-01-01,tarde,CONSTITUCION
203,38,2017-01-01,mañana,CONSTITUCION
203,63,2017-01-01,tarde,CONSTITUCION
201,11,2013-01-01,mañana,CONSTITUCION
201,17,2013-01-01,tarde,CONSTITUCION
201,11,2014-01-01,mañana,CONSTITUCION
201,15,2014-01-01,tarde,CONSTITUCION
201,13,2015-01-01,mañana,CONSTITUCION
201,13,2015-01-01,tarde,CONSTITUCION
201,14,2016-01-01,mañana,CONSTITUCION
201,5,2016-01-01,tarde,CONSTITUCION
201,8,2017-01-01,mañana,CONSTITUCION
201,11,2017-01-01,tarde,CONSTITUCION
208,9,2013-01-01,mañana,CONSTITUCION
208,41,2013-01-01,tarde,CONSTITUCION
208,12,2014-01-01,mañana,CONSTITUCION
208,37,2014-01-01,tarde,CONSTITUCION
208,18,2015-01-01,mañana,CONSTITUCION
208,38,2015-01-01,tarde,CONSTITUCION
208,11,2016-01-01,mañana,CONSTITUCION
208,26,2016-01-01,tarde,CONSTITUCION
208,22,2017-01-01,mañana,CONSTITUCION
208,53,2017-01-01,tarde,CONSTITUCION
208,30,2018-01-01,mañana,CONSTITUCION
208,76,2018-01-01,tarde,CONSTITUCION
207,69,2013-01-01,mañana,CONSTITUCION
207,28,2013-01-01,tarde,CONSTITUCION
207,61,2014-01-01,mañana,CONSTITUCION
207,22,2014-01-01,tarde,CONSTITUCION
207,51,2015-01-01,mañana,CONSTITUCION
207,27,2015-01-01,tarde,CONSTITUCION
207,54,2016-01-01,mañana,CONSTITUCION
207,20,2016-01-01,tarde,CONSTITUCION
207,42,2017-01-01,mañana,CONSTITUCION
207,50,2017-01-01,tarde,CONSTITUCION
207,71,2018-01-01,mañana,CONSTITUCION
207,45,2018-01-01,tarde,CONSTITUCION
200,24,2013-01-01,mañana,CONSTITUCION
200,57,2013-01-01,tarde,CONSTITUCION
200,20,2014-01-01,mañana,CONSTITUCION
200,29,2014-01-01,tarde,CONSTITUCION
200,16,2015-01-01,mañana,CONSTITUCION
200,45,2015-01-01,tarde,CONSTITUCION
200,11,2016-01-01,mañana,CONSTITUCION
200,38,2016-01-01,tarde,CONSTITUCION
200,19,2017-01-01,mañana,CONSTITUCION
200,55,2017-01-01,tarde,CONSTITUCION
200,29,2018-01-01,mañana,CONSTITUCION
200,61,2018-01-01,tarde,CONSTITUCION
199,45,2013-01-01,mañana,CONSTITUCION
199,59,2013-01-01,tarde,CONSTITUCION
199,28,2014-01-01,mañana,CONSTITUCION
199,69,2014-01-01,tarde,CONSTITUCION
199,40,2015-01-01,mañana,CONSTITUCION
199,63,2015-01-01,tarde,CONSTITUCION
199,26,2016-01-01,mañana,CONSTITUCION
199,38,2016-01-01,tarde,CONSTITUCION
199,38,2017-01-01,mañana,CONSTITUCION
199,53,2017-01-01,tarde,CONSTITUCION
199,70,2018-01-01,mañana,CONSTITUCION
199,39,2018-01-01,tarde,CONSTITUCION
190,18,2013-01-01,mañana,CONSTITUCION
190,29,2013-01-01,tarde,CONSTITUCION
190,16,2014-01-01,mañana,CONSTITUCION
190,17,2014-01-01,tarde,CONSTITUCION
190,17,2015-01-01,mañana,CONSTITUCION
190,14,2015-01-01,tarde,CONSTITUCION
190,15,2016-01-01,mañana,CONSTITUCION
190,14,2016-01-01,tarde,CONSTITUCION
190,14,2017-01-01,mañana,CONSTITUCION
190,24,2017-01-01,tarde,CONSTITUCION
190,12,2018-01-01,mañana,CONSTITUCION
190,15,2018-01-01,tarde,CONSTITUCION
185,20,2013-01-01,mañana,PARQUE PATRICIOS
185,10,2013-01-01,tarde,PARQUE PATRICIOS
185,8,2014-01-01,mañana,PARQUE PATRICIOS
185,15,2014-01-01,tarde,PARQUE PATRICIOS
185,11,2015-01-01,mañana,PARQUE PATRICIOS
185,11,2015-01-01,tarde,PARQUE PATRICIOS
185,24,2016-01-01,mañana,PARQUE PATRICIOS
185,13,2016-01-01,tarde,PARQUE PATRICIOS
185,29,2017-01-01,mañana,PARQUE PATRICIOS
185,17,2017-01-01,tarde,PARQUE PATRICIOS
183,12,2013-01-01,mañana,PARQUE PATRICIOS
183,19,2013-01-01,tarde,PARQUE PATRICIOS
183,16,2014-01-01,mañana,PARQUE PATRICIOS
183,18,2014-01-01,tarde,PARQUE PATRICIOS
183,15,2015-01-01,mañana,PARQUE PATRICIOS
183,20,2015-01-01,tarde,PARQUE PATRICIOS
183,19,2016-01-01,mañana,PARQUE PATRICIOS
183,18,2016-01-01,tarde,PARQUE PATRICIOS
183,22,2017-01-01,mañana,PARQUE PATRICIOS
183,21,2017-01-01,tarde,PARQUE PATRICIOS
183,13,2018-01-01,mañana,PARQUE PATRICIOS
183,24,2018-01-01,tarde,PARQUE PATRICIOS
184,29,2013-01-01,mañana,PARQUE PATRICIOS
184,35,2013-01-01,tarde,PARQUE PATRICIOS
184,22,2014-01-01,mañana,PARQUE PATRICIOS
184,36,2014-01-01,tarde,PARQUE PATRICIOS
184,24,2015-01-01,mañana,PARQUE PATRICIOS
184,42,2015-01-01,tarde,PARQUE PATRICIOS
184,18,2016-01-01,mañana,PARQUE PATRICIOS
184,43,2016-01-01,tarde,PARQUE PATRICIOS
184,14,2017-01-01,mañana,PARQUE PATRICIOS
184,43,2017-01-01,tarde,PARQUE PATRICIOS
184,29,2018-01-01,mañana,PARQUE PATRICIOS
184,30,2018-01-01,tarde,PARQUE PATRICIOS
187,8,2013-01-01,mañana,CONSTITUCION
187,16,2013-01-01,tarde,CONSTITUCION
187,15,2014-01-01,mañana,CONSTITUCION
187,21,2014-01-01,tarde,CONSTITUCION
187,13,2015-01-01,mañana,CONSTITUCION
187,14,2015-01-01,tarde,CONSTITUCION
187,7,2016-01-01,mañana,CONSTITUCION
187,10,2016-01-01,tarde,CONSTITUCION
187,9,2017-01-01,mañana,CONSTITUCION
187,16,2017-01-01,tarde,CONSTITUCION
187,8,2018-01-01,mañana,CONSTITUCION
187,17,2018-01-01,tarde,CONSTITUCION
189,21,2013-01-01,mañana,CONSTITUCION
189,26,2013-01-01,tarde,CONSTITUCION
189,16,2014-01-01,mañana,CONSTITUCION
189,19,2014-01-01,tarde,CONSTITUCION
189,11,2015-01-01,mañana,CONSTITUCION
189,11,2015-01-01,tarde,CONSTITUCION
189,12,2016-01-01,mañana,CONSTITUCION
189,13,2016-01-01,tarde,CONSTITUCION
189,13,2017-01-01,mañana,CONSTITUCION
189,16,2017-01-01,tarde,CONSTITUCION
189,14,2018-01-01,mañana,CONSTITUCION
189,33,2018-01-01,tarde,CONSTITUCION
198,23,2013-01-01,mañana,CONSTITUCION
198,15,2013-01-01,tarde,CONSTITUCION
198,17,2014-01-01,mañana,CONSTITUCION
198,20,2014-01-01,tarde,CONSTITUCION
198,17,2015-01-01,mañana,CONSTITUCION
198,20,2015-01-01,tarde,CONSTITUCION
198,20,2016-01-01,mañana,CONSTITUCION
198,10,2016-01-01,tarde,CONSTITUCION
198,19,2017-01-01,mañana,CONSTITUCION
198,18,2017-01-01,tarde,CONSTITUCION
193,39,2013-01-01,mañana,CONSTITUCION
193,63,2013-01-01,tarde,CONSTITUCION
193,57,2014-01-01,mañana,CONSTITUCION
193,90,2014-01-01,tarde,CONSTITUCION
193,48,2015-01-01,mañana,CONSTITUCION
193,37,2015-01-01,tarde,CONSTITUCION
193,36,2016-01-01,mañana,CONSTITUCION
193,52,2016-01-01,tarde,CONSTITUCION
193,30,2017-01-01,mañana,CONSTITUCION
193,70,2017-01-01,tarde,CONSTITUCION
192,26,2013-01-01,mañana,CONSTITUCION
192,40,2013-01-01,tarde,CONSTITUCION
192,16,2014-01-01,mañana,CONSTITUCION
192,0,2014-01-01,tarde,CONSTITUCION
192,12,2015-01-01,mañana,CONSTITUCION
192,34,2015-01-01,tarde,CONSTITUCION
192,22,2016-01-01,mañana,CONSTITUCION
192,25,2016-01-01,tarde,CONSTITUCION
192,18,2017-01-01,mañana,CONSTITUCION
192,35,2017-01-01,tarde,CONSTITUCION
188,1,2013-01-01,mañana,CONSTITUCION
188,3,2013-01-01,tarde,CONSTITUCION
188,2,2014-01-01,mañana,CONSTITUCION
188,1,2014-01-01,tarde,CONSTITUCION
188,29,2015-01-01,mañana,CONSTITUCION
188,1,2015-01-01,tarde,CONSTITUCION
188,1,2016-01-01,mañana,CONSTITUCION
188,0,2016-01-01,tarde,CONSTITUCION
188,1,2017-01-01,mañana,CONSTITUCION
188,3,2017-01-01,tarde,CONSTITUCION
186,31,2013-01-01,mañana,PARQUE PATRICIOS
186,45,2013-01-01,tarde,PARQUE PATRICIOS
186,35,2014-01-01,mañana,PARQUE PATRICIOS
186,19,2014-01-01,tarde,PARQUE PATRICIOS
186,26,2015-01-01,mañana,PARQUE PATRICIOS
186,33,2015-01-01,tarde,PARQUE PATRICIOS
186,31,2016-01-01,mañana,PARQUE PATRICIOS
186,52,2016-01-01,tarde,PARQUE PATRICIOS
186,34,2017-01-01,mañana,PARQUE PATRICIOS
186,47,2017-01-01,tarde,PARQUE PATRICIOS
196,113,2013-01-01,mañana,CONSTITUCION
196,100,2013-01-01,tarde,CONSTITUCION
196,80,2014-01-01,mañana,CONSTITUCION
196,106,2014-01-01,tarde,CONSTITUCION
196,122,2015-01-01,mañana,CONSTITUCION
196,69,2015-01-01,tarde,CONSTITUCION
196,92,2016-01-01,mañana,CONSTITUCION
196,62,2016-01-01,tarde,CONSTITUCION
196,125,2017-01-01,mañana,CONSTITUCION
196,76,2017-01-01,tarde,CONSTITUCION
196,58,2018-01-01,mañana,CONSTITUCION
196,168,2018-01-01,tarde,CONSTITUCION
194,8,2013-01-01,mañana,CONSTITUCION
194,14,2013-01-01,tarde,CONSTITUCION
194,8,2014-01-01,mañana,CONSTITUCION
194,16,2014-01-01,tarde,CONSTITUCION
194,8,2015-01-01,mañana,CONSTITUCION
194,11,2015-01-01,tarde,CONSTITUCION
194,4,2016-01-01,mañana,CONSTITUCION
194,10,2016-01-01,tarde,CONSTITUCION
194,10,2017-01-01,mañana,CONSTITUCION
194,19,2017-01-01,tarde,CONSTITUCION
194,10,2018-01-01,mañana,CONSTITUCION
194,15,2018-01-01,tarde,CONSTITUCION
191,38,2013-01-01,mañana,SAN CRISTOBAL
191,58,2013-01-01,tarde,SAN CRISTOBAL
191,31,2014-01-01,mañana,SAN CRISTOBAL
191,63,2014-01-01,tarde,SAN CRISTOBAL
191,33,2015-01-01,mañana,SAN CRISTOBAL
191,42,2015-01-01,tarde,SAN CRISTOBAL
191,22,2016-01-01,mañana,SAN CRISTOBAL
191,35,2016-01-01,tarde,SAN CRISTOBAL
191,23,2017-01-01,mañana,SAN CRISTOBAL
191,63,2017-01-01,tarde,SAN CRISTOBAL
191,23,2018-01-01,mañana,SAN CRISTOBAL
191,49,2018-01-01,tarde,SAN CRISTOBAL
123,14,2013-01-01,mañana,SAN CRISTOBAL
123,34,2013-01-01,tarde,SAN CRISTOBAL
123,19,2014-01-01,mañana,SAN CRISTOBAL
123,39,2014-01-01,tarde,SAN CRISTOBAL
123,18,2015-01-01,mañana,SAN CRISTOBAL
123,38,2015-01-01,tarde,SAN CRISTOBAL
123,0,2016-01-01,mañana,SAN CRISTOBAL
123,21,2016-01-01,tarde,SAN CRISTOBAL
123,15,2017-01-01,mañana,SAN CRISTOBAL
123,30,2017-01-01,tarde,SAN CRISTOBAL
123,18,2018-01-01,mañana,SAN CRISTOBAL
123,23,2018-01-01,tarde,SAN CRISTOBAL
122,24,2013-01-01,mañana,SAN CRISTOBAL
122,27,2013-01-01,tarde,SAN CRISTOBAL
122,23,2014-01-01,mañana,SAN CRISTOBAL
122,32,2014-01-01,tarde,SAN CRISTOBAL
122,27,2015-01-01,mañana,SAN CRISTOBAL
122,34,2015-01-01,tarde,SAN CRISTOBAL
122,17,2016-01-01,mañana,SAN CRISTOBAL
122,39,2016-01-01,tarde,SAN CRISTOBAL
122,25,2017-01-01,mañana,SAN CRISTOBAL
122,37,2017-01-01,tarde,SAN CRISTOBAL
122,39,2018-01-01,mañana,SAN CRISTOBAL
122,47,2018-01-01,tarde,SAN CRISTOBAL
221,124,2013-01-01,mañana,CONSTITUCION
221,104,2013-01-01,tarde,CONSTITUCION
221,114,2014-01-01,mañana,CONSTITUCION
221,79,2014-01-01,tarde,CONSTITUCION
221,116,2015-01-01,mañana,CONSTITUCION
221,78,2015-01-01,tarde,CONSTITUCION
221,103,2016-01-01,mañana,CONSTITUCION
221,85,2016-01-01,tarde,CONSTITUCION
221,142,2017-01-01,mañana,CONSTITUCION
221,107,2017-01-01,tarde,CONSTITUCION
197,93,2013-01-01,mañana,CONSTITUCION
197,83,2013-01-01,tarde,CONSTITUCION
197,75,2014-01-01,mañana,CONSTITUCION
197,85,2014-01-01,tarde,CONSTITUCION
197,82,2015-01-01,mañana,CONSTITUCION
197,71,2015-01-01,tarde,CONSTITUCION
197,89,2016-01-01,mañana,CONSTITUCION
197,55,2016-01-01,tarde,CONSTITUCION
197,96,2017-01-01,mañana,CONSTITUCION
197,85,2017-01-01,tarde,CONSTITUCION
195,40,2013-01-01,mañana,SAN CRISTOBAL
195,30,2013-01-01,tarde,SAN CRISTOBAL
195,28,2014-01-01,mañana,SAN CRISTOBAL
195,38,2014-01-01,tarde,SAN CRISTOBAL
195,30,2015-01-01,mañana,SAN CRISTOBAL
195,28,2015-01-01,tarde,SAN CRISTOBAL
195,46,2016-01-01,mañana,SAN CRISTOBAL
195,47,2016-01-01,tarde,SAN CRISTOBAL
195,39,2017-01-01,mañana,SAN CRISTOBAL
195,48,2017-01-01,tarde,SAN CRISTOBAL
126,31,2013-01-01,mañana,SAN CRISTOBAL
126,45,2013-01-01,tarde,SAN CRISTOBAL
126,29,2014-01-01,mañana,SAN CRISTOBAL
126,39,2014-01-01,tarde,SAN CRISTOBAL
126,27,2015-01-01,mañana,SAN CRISTOBAL
126,29,2015-01-01,tarde,SAN CRISTOBAL
126,93,2016-01-01,mañana,SAN CRISTOBAL
126,60,2016-01-01,tarde,SAN CRISTOBAL
126,31,2017-01-01,mañana,SAN CRISTOBAL
126,49,2017-01-01,tarde,SAN CRISTOBAL
121,23,2013-01-01,mañana,SAN CRISTOBAL
121,30,2013-01-01,tarde,SAN CRISTOBAL
121,26,2014-01-01,mañana,SAN CRISTOBAL
121,26,2014-01-01,tarde,SAN CRISTOBAL
121,29,2015-01-01,mañana,SAN CRISTOBAL
121,47,2015-01-01,tarde,SAN CRISTOBAL
121,0,2016-01-01,mañana,SAN CRISTOBAL
121,31,2016-01-01,tarde,SAN CRISTOBAL
121,47,2017-01-01,mañana,SAN CRISTOBAL
121,32,2017-01-01,tarde,SAN CRISTOBAL
222,173,2013-01-01,mañana,MONSERRAT
222,114,2013-01-01,tarde,MONSERRAT
222,135,2014-01-01,mañana,MONSERRAT
222,110,2014-01-01,tarde,MONSERRAT
222,122,2015-01-01,mañana,MONSERRAT
222,103,2015-01-01,tarde,MONSERRAT
222,145,2016-01-01,mañana,MONSERRAT
222,100,2016-01-01,tarde,MONSERRAT
222,137,2017-01-01,mañana,MONSERRAT
222,125,2017-01-01,tarde,MONSERRAT
222,78,2018-01-01,mañana,MONSERRAT
222,292,2018-01-01,tarde,MONSERRAT
220,23,2013-01-01,mañana,MONSERRAT
220,34,2013-01-01,tarde,MONSERRAT
220,18,2014-01-01,mañana,MONSERRAT
220,23,2014-01-01,tarde,MONSERRAT
220,24,2015-01-01,mañana,MONSERRAT
220,54,2015-01-01,tarde,MONSERRAT
220,0,2016-01-01,mañana,MONSERRAT
220,45,2016-01-01,tarde,MONSERRAT
220,55,2017-01-01,mañana,MONSERRAT
220,67,2017-01-01,tarde,MONSERRAT
220,86,2018-01-01,mañana,MONSERRAT
220,108,2018-01-01,tarde,MONSERRAT
219,59,2013-01-01,mañana,BALVANERA
219,108,2013-01-01,tarde,BALVANERA
219,52,2014-01-01,mañana,BALVANERA
219,92,2014-01-01,tarde,BALVANERA
219,62,2015-01-01,mañana,BALVANERA
219,112,2015-01-01,tarde,BALVANERA
219,0,2016-01-01,mañana,BALVANERA
219,65,2016-01-01,tarde,BALVANERA
219,60,2017-01-01,mañana,BALVANERA
219,150,2017-01-01,tarde,BALVANERA
219,33,2018-01-01,mañana,BALVANERA
219,143,2018-01-01,tarde,BALVANERA
164,14,2013-01-01,mañana,SAN CRISTOBAL
164,38,2013-01-01,tarde,SAN CRISTOBAL
164,11,2014-01-01,mañana,SAN CRISTOBAL
164,21,2014-01-01,tarde,SAN CRISTOBAL
164,16,2015-01-01,mañana,SAN CRISTOBAL
164,28,2015-01-01,tarde,SAN CRISTOBAL
164,0,2016-01-01,mañana,SAN CRISTOBAL
164,22,2016-01-01,tarde,SAN CRISTOBAL
164,13,2017-01-01,mañana,SAN CRISTOBAL
164,18,2017-01-01,tarde,SAN CRISTOBAL
164,18,2018-01-01,mañana,SAN CRISTOBAL
164,28,2018-01-01,tarde,SAN CRISTOBAL
125,65,2013-01-01,mañana,SAN CRISTOBAL
125,85,2013-01-01,tarde,SAN CRISTOBAL
125,63,2014-01-01,mañana,SAN CRISTOBAL
125,90,2014-01-01,tarde,SAN CRISTOBAL
125,64,2015-01-01,mañana,SAN CRISTOBAL
125,100,2015-01-01,tarde,SAN CRISTOBAL
125,0,2016-01-01,mañana,SAN CRISTOBAL
125,95,2016-01-01,tarde,SAN CRISTOBAL
125,74,2017-01-01,mañana,SAN CRISTOBAL
125,80,2017-01-01,tarde,SAN CRISTOBAL
125,51,2018-01-01,mañana,SAN CRISTOBAL
125,52,2018-01-01,tarde,SAN CRISTOBAL
225,50,2013-01-01,mañana,MONSERRAT
225,48,2013-01-01,tarde,MONSERRAT
225,37,2014-01-01,mañana,MONSERRAT
225,50,2014-01-01,tarde,MONSERRAT
225,82,2015-01-01,mañana,MONSERRAT
225,63,2015-01-01,tarde,MONSERRAT
225,75,2016-01-01,mañana,MONSERRAT
225,32,2016-01-01,tarde,MONSERRAT
225,88,2017-01-01,mañana,MONSERRAT
225,66,2017-01-01,tarde,MONSERRAT
224,97,2013-01-01,mañana,BALVANERA
224,89,2013-01-01,tarde,BALVANERA
224,41,2014-01-01,mañana,BALVANERA
224,53,2014-01-01,tarde,BALVANERA
224,87,2015-01-01,mañana,BALVANERA
224,74,2015-01-01,tarde,BALVANERA
224,104,2016-01-01,mañana,BALVANERA
224,66,2016-01-01,tarde,BALVANERA
224,130,2017-01-01,mañana,BALVANERA
224,66,2017-01-01,tarde,BALVANERA
223,31,2013-01-01,mañana,BALVANERA
223,64,2013-01-01,tarde,BALVANERA
223,43,2014-01-01,mañana,BALVANERA
223,57,2014-01-01,tarde,BALVANERA
223,44,2015-01-01,mañana,BALVANERA
223,31,2015-01-01,tarde,BALVANERA
223,42,2016-01-01,mañana,BALVANERA
223,42,2016-01-01,tarde,BALVANERA
223,38,2017-01-01,mañana,BALVANERA
223,46,2017-01-01,tarde,BALVANERA
165,23,2013-01-01,mañana,BALVANERA
165,44,2013-01-01,tarde,BALVANERA
165,10,2014-01-01,mañana,BALVANERA
165,51,2014-01-01,tarde,BALVANERA
165,18,2015-01-01,mañana,BALVANERA
165,9,2015-01-01,tarde,BALVANERA
165,23,2016-01-01,mañana,BALVANERA
165,25,2016-01-01,tarde,BALVANERA
165,17,2017-01-01,mañana,BALVANERA
165,27,2017-01-01,tarde,BALVANERA
163,11,2013-01-01,mañana,BALVANERA
163,14,2013-01-01,tarde,BALVANERA
163,13,2014-01-01,mañana,BALVANERA
163,16,2014-01-01,tarde,BALVANERA
163,45,2015-01-01,mañana,BALVANERA
163,48,2015-01-01,tarde,BALVANERA
163,40,2016-01-01,mañana,BALVANERA
163,52,2016-01-01,tarde,BALVANERA
163,34,2017-01-01,mañana,BALVANERA
163,61,2017-01-01,tarde,BALVANERA
244,15,2013-01-01,mañana,SAN NICOLAS
244,40,2013-01-01,tarde,SAN NICOLAS
244,13,2014-01-01,mañana,SAN NICOLAS
244,41,2014-01-01,tarde,SAN NICOLAS
244,7,2015-01-01,mañana,SAN NICOLAS
244,34,2015-01-01,tarde,SAN NICOLAS
244,20,2016-01-01,mañana,SAN NICOLAS
244,20,2016-01-01,tarde,SAN NICOLAS
244,12,2017-01-01,mañana,SAN NICOLAS
244,43,2017-01-01,tarde,SAN NICOLAS
244,21,2018-01-01,mañana,SAN NICOLAS
244,48,2018-01-01,tarde,SAN NICOLAS
237,26,2013-01-01,mañana,SAN NICOLAS
237,42,2013-01-01,tarde,SAN NICOLAS
237,26,2014-01-01,mañana,SAN NICOLAS
237,35,2014-01-01,tarde,SAN NICOLAS
237,17,2015-01-01,mañana,SAN NICOLAS
237,48,2015-01-01,tarde,SAN NICOLAS
237,23,2016-01-01,mañana,SAN NICOLAS
237,27,2016-01-01,tarde,SAN NICOLAS
237,24,2017-01-01,mañana,SAN NICOLAS
237,41,2017-01-01,tarde,SAN NICOLAS
235,27,2013-01-01,mañana,BALVANERA
235,62,2013-01-01,tarde,BALVANERA
235,50,2014-01-01,mañana,BALVANERA
235,98,2014-01-01,tarde,BALVANERA
235,21,2015-01-01,mañana,BALVANERA
235,105,2015-01-01,tarde,BALVANERA
235,33,2016-01-01,mañana,BALVANERA
235,77,2016-01-01,tarde,BALVANERA
235,63,2017-01-01,mañana,BALVANERA
235,86,2017-01-01,tarde,BALVANERA
236,25,2013-01-01,mañana,MONSERRAT
236,25,2013-01-01,tarde,MONSERRAT
236,15,2014-01-01,mañana,MONSERRAT
236,17,2014-01-01,tarde,MONSERRAT
236,6,2015-01-01,mañana,MONSERRAT
236,19,2015-01-01,tarde,MONSERRAT
236,10,2016-01-01,mañana,MONSERRAT
236,17,2016-01-01,tarde,MONSERRAT
236,18,2017-01-01,mañana,MONSERRAT
236,19,2017-01-01,tarde,MONSERRAT
236,18,2018-01-01,mañana,MONSERRAT
236,43,2018-01-01,tarde,MONSERRAT
169,60,2013-01-01,mañana,BALVANERA
169,55,2013-01-01,tarde,BALVANERA
169,37,2014-01-01,mañana,BALVANERA
169,53,2014-01-01,tarde,BALVANERA
169,40,2015-01-01,mañana,BALVANERA
169,66,2015-01-01,tarde,BALVANERA
169,47,2016-01-01,mañana,BALVANERA
169,68,2016-01-01,tarde,BALVANERA
169,41,2017-01-01,mañana,BALVANERA
169,52,2017-01-01,tarde,BALVANERA
169,99,2018-01-01,mañana,BALVANERA
169,95,2018-01-01,tarde,BALVANERA
243,72,2013-01-01,mañana,SAN NICOLAS
243,108,2013-01-01,tarde,SAN NICOLAS
243,110,2014-01-01,mañana,SAN NICOLAS
243,144,2014-01-01,tarde,SAN NICOLAS
243,131,2015-01-01,mañana,SAN NICOLAS
243,110,2015-01-01,tarde,SAN NICOLAS
243,101,2016-01-01,mañana,SAN NICOLAS
243,112,2016-01-01,tarde,SAN NICOLAS
243,131,2017-01-01,mañana,SAN NICOLAS
243,122,2017-01-01,tarde,SAN NICOLAS
243,137,2018-01-01,mañana,SAN NICOLAS
243,144,2018-01-01,tarde,SAN NICOLAS
241,142,2013-01-01,mañana,SAN NICOLAS
241,58,2013-01-01,tarde,SAN NICOLAS
241,145,2014-01-01,mañana,SAN NICOLAS
241,79,2014-01-01,tarde,SAN NICOLAS
241,107,2015-01-01,mañana,SAN NICOLAS
241,57,2015-01-01,tarde,SAN NICOLAS
241,100,2016-01-01,mañana,SAN NICOLAS
241,69,2016-01-01,tarde,SAN NICOLAS
241,142,2017-01-01,mañana,SAN NICOLAS
241,58,2017-01-01,tarde,SAN NICOLAS
241,98,2018-01-01,mañana,SAN NICOLAS
241,63,2018-01-01,tarde,SAN NICOLAS
240,112,2013-01-01,mañana,BALVANERA
240,78,2013-01-01,tarde,BALVANERA
240,124,2014-01-01,mañana,BALVANERA
240,74,2014-01-01,tarde,BALVANERA
240,94,2015-01-01,mañana,BALVANERA
240,116,2015-01-01,tarde,BALVANERA
240,86,2016-01-01,mañana,BALVANERA
240,96,2016-01-01,tarde,BALVANERA
240,124,2017-01-01,mañana,BALVANERA
240,81,2017-01-01,tarde,BALVANERA
239,52,2013-01-01,mañana,BALVANERA
239,53,2013-01-01,tarde,BALVANERA
239,54,2014-01-01,mañana,BALVANERA
239,68,2014-01-01,tarde,BALVANERA
239,41,2015-01-01,mañana,BALVANERA
239,40,2015-01-01,tarde,BALVANERA
239,44,2016-01-01,mañana,BALVANERA
239,59,2016-01-01,tarde,BALVANERA
239,48,2017-01-01,mañana,BALVANERA
239,50,2017-01-01,tarde,BALVANERA
239,39,2018-01-01,mañana,BALVANERA
239,92,2018-01-01,tarde,BALVANERA
180,51,2013-01-01,mañana,BALVANERA
180,77,2013-01-01,tarde,BALVANERA
180,70,2014-01-01,mañana,BALVANERA
180,65,2014-01-01,tarde,BALVANERA
180,51,2015-01-01,mañana,BALVANERA
180,68,2015-01-01,tarde,BALVANERA
180,40,2016-01-01,mañana,BALVANERA
180,84,2016-01-01,tarde,BALVANERA
180,48,2017-01-01,mañana,BALVANERA
180,85,2017-01-01,tarde,BALVANERA
180,40,2018-01-01,mañana,BALVANERA
180,115,2018-01-01,tarde,BALVANERA
181,119,2013-01-01,mañana,BALVANERA
181,64,2013-01-01,tarde,BALVANERA
181,176,2014-01-01,mañana,BALVANERA
181,89,2014-01-01,tarde,BALVANERA
181,74,2015-01-01,mañana,BALVANERA
181,74,2015-01-01,tarde,BALVANERA
181,121,2016-01-01,mañana,BALVANERA
181,65,2016-01-01,tarde,BALVANERA
181,114,2017-01-01,mañana,BALVANERA
181,50,2017-01-01,tarde,BALVANERA
182,28,2013-01-01,mañana,BALVANERA
182,24,2013-01-01,tarde,BALVANERA
182,29,2014-01-01,mañana,BALVANERA
182,41,2014-01-01,tarde,BALVANERA
182,7,2015-01-01,mañana,BALVANERA
182,29,2015-01-01,tarde,BALVANERA
182,17,2016-01-01,mañana,BALVANERA
182,27,2016-01-01,tarde,BALVANERA
182,15,2017-01-01,mañana,BALVANERA
182,26,2017-01-01,tarde,BALVANERA
457,36,2013-01-01,mañana,SAN NICOLAS
457,55,2013-01-01,tarde,SAN NICOLAS
457,42,2014-01-01,mañana,SAN NICOLAS
457,34,2014-01-01,tarde,SAN NICOLAS
457,14,2015-01-01,mañana,SAN NICOLAS
457,28,2015-01-01,tarde,SAN NICOLAS
457,27,2016-01-01,mañana,SAN NICOLAS
457,22,2016-01-01,tarde,SAN NICOLAS
457,18,2017-01-01,mañana,SAN NICOLAS
457,31,2017-01-01,tarde,SAN NICOLAS
242,43,2013-01-01,mañana,BALVANERA
242,60,2013-01-01,tarde,BALVANERA
242,50,2014-01-01,mañana,BALVANERA
242,67,2014-01-01,tarde,BALVANERA
242,6,2015-01-01,mañana,BALVANERA
242,69,2015-01-01,tarde,BALVANERA
242,27,2016-01-01,mañana,BALVANERA
242,57,2016-01-01,tarde,BALVANERA
242,55,2017-01-01,mañana,BALVANERA
242,113,2017-01-01,tarde,BALVANERA
429,40,2013-01-01,mañana,RECOLETA
429,38,2013-01-01,tarde,RECOLETA
429,45,2014-01-01,mañana,RECOLETA
429,40,2014-01-01,tarde,RECOLETA
429,61,2015-01-01,mañana,RECOLETA
429,32,2015-01-01,tarde,RECOLETA
429,32,2016-01-01,mañana,RECOLETA
429,43,2016-01-01,tarde,RECOLETA
429,43,2017-01-01,mañana,RECOLETA
