X,Y,RECORRIDO,CENTROIDE,CRUCE,ÃREA,geometry,barrio
-58.3815648150129,-34.6164881049472,R035,254.0,LIMA@CHILE,Macrocentro,POINT (-58.3815648150129 -34.6164881049472),MONSERRAT
-58.3830140697656,-34.6177344564627,R035,251.0,SALTA@INDEPENDENCIA,Macrocentro,POINT (-58.3830140697656 -34.6177344564627),MONSERRAT
-58.3814423714194,-34.6197553913422,R036,211.0,"CALVO, CARLOS@LIMA",Macrocentro,POINT (-58.3814423714194 -34.6197553913422),CONSTITUCION
-58.3829769466517,-34.6197651372959,R036,210.0,"CALVO, CARLOS@SALTA",Macrocentro,POINT (-58.3829769466517 -34.6197651372959),CONSTITUCION
-58.3858069601941,-34.6235863107345,R036,201.0,COCHABAMBA@SAN JOSE,Macrocentro,POINT (-58.3858069601941 -34.6235863107345),CONSTITUCION
-58.3829689480816,-34.6210025693346,R036,209.0,HUMBERTO 1Ã‚Âª@SALTA,Macrocentro,POINT (-58.3829689480816 -34.6210025693346),CONSTITUCION
-58.3843912357639,-34.6223145209961,R036,203.0,SAN JUAN@SANTIAGO DEL ESTERO,Macrocentro,POINT (-58.3843912357639 -34.6223145209961),CONSTITUCION
-58.3870245289077,-34.6286528770094,R037,190.0,"BRASIL@SAENZ PENA, LUIS, PRES.",Macrocentro,POINT (-58.3870245289077 -34.6286528770094),CONSTITUCION
-58.3829267509927,-34.6246821741956,R037,207.0,CONSTITUCION@SALTA,Macrocentro,POINT (-58.3829267509927 -34.6246821741956),CONSTITUCION
-58.3857290348396,-34.6270635627429,R037,199.0,"GARAY, JUAN DE@SAN JOSE",Macrocentro,POINT (-58.3857290348396 -34.6270635627429),CONSTITUCION
-58.3814460811229,-34.6238150406996,R037,208.0,LIMA@COCHABAMBA,Macrocentro,POINT (-58.3814460811229 -34.6238150406996),CONSTITUCION
-58.3843627605306,-34.6260532221063,R037,200.0,PAVON@SANTIAGO DEL ESTERO,Macrocentro,POINT (-58.3843627605306 -34.6260532221063),CONSTITUCION
-58.3908971327742,-34.6342483597522,R038,183.0,CASEROS@COMBATE DE LOS POZOS,Macrocentro,POINT (-58.3908971327742 -34.6342483597522),PARQUE PATRICIOS
-58.3879413895155,-34.6301172934322,R038,189.0,"CEVALLOS, Virrey@ECHAGUE, PEDRO",Macrocentro,POINT (-58.3879413895155 -34.6301172934322),CONSTITUCION
-58.3914966172418,-34.6306650731802,R038,185.0,"COMBATE DE LOS POZOS@ECHAGUE, PEDRO",Macrocentro,POINT (-58.3914966172418 -34.6306650731802),PARQUE PATRICIOS
-58.3905268468211,-34.6326661879018,R038,184.0,ENTRE RIOS@RONDEAU,Macrocentro,POINT (-58.3905268468211 -34.6326661879018),PARQUE PATRICIOS
-58.3890296698954,-34.6314285625081,R038,187.0,SOLIS@15DE NOVIEMBRE DE 1889,Macrocentro,POINT (-58.3890296698954 -34.6314285625081),CONSTITUCION
-58.3909253130299,-34.6293283559891,R039,186.0,BRASIL@ENTRE RIOS,Macrocentro,POINT (-58.3909253130299 -34.6293283559891),PARQUE PATRICIOS
-58.3883076599957,-34.6262037245495,R039,193.0,"CEVALLOS, Virrey@PAVON",Macrocentro,POINT (-58.3883076599957 -34.6262037245495),CONSTITUCION
-58.3871870372976,-34.624851370846,R039,198.0,"CONSTITUCION@SAENZ PENA, LUIS, PRES.",Macrocentro,POINT (-58.3871870372976 -34.624851370846),CONSTITUCION
-58.3894377417628,-34.6272078229917,R039,192.0,"GARAY, JUAN DE@SOLIS",Macrocentro,POINT (-58.3894377417628 -34.6272078229917),CONSTITUCION
-58.3901494894987,-34.6281636323374,R039,188.0,MOMPOX@ANTEQUERA,Macrocentro,POINT (-58.3901494894987 -34.6281636323374),CONSTITUCION
-58.3886508250942,-34.6225600071342,R040,196.0,"CEVALLOS, Virrey@SAN JUAN",Macrocentro,POINT (-58.3886508250942 -34.6225600071342),CONSTITUCION
-58.3923068425384,-34.6264552613261,R040,123.0,COMBATE DE LOS POZOS@PAVON,Macrocentro,POINT (-58.3923068425384 -34.6264552613261),SAN CRISTOBAL
-58.3913289998031,-34.6252285959701,R040,191.0,CONSTITUCION@ENTRE RIOS,Macrocentro,POINT (-58.3913289998031 -34.6252285959701),SAN CRISTOBAL
-58.3932061025148,-34.6274494024746,R040,122.0,"GARAY, JUAN DE@SARANDI",Macrocentro,POINT (-58.3932061025148 -34.6274494024746),SAN CRISTOBAL
-58.389755534289,-34.6239819890472,R040,194.0,SOLIS@COCHABAMBA,Macrocentro,POINT (-58.389755534289 -34.6239819890472),CONSTITUCION
-58.3901963432769,-34.6201372596686,R041,197.0,"CALVO, CARLOS@SOLIS",Macrocentro,POINT (-58.3901963432769 -34.6201372596686),CONSTITUCION
-58.3889136672457,-34.6188727139693,R041,221.0,"CEVALLOS, Virrey@ESTADOS UNIDOS",Macrocentro,POINT (-58.3889136672457 -34.6188727139693),CONSTITUCION
-58.3929269529567,-34.6228230291526,R041,126.0,COMBATE DE LOS POZOS@SAN JUAN,Macrocentro,POINT (-58.3929269529567 -34.6228230291526),SAN CRISTOBAL
-58.3946012729399,-34.6254730802629,R041,121.0,CONSTITUCION@RINCON,Macrocentro,POINT (-58.3946012729399 -34.6254730802629),SAN CRISTOBAL
-58.3915537205931,-34.6215599394555,R041,195.0,ENTRE RIOS@HUMBERTO 1Ã‚Âª,Macrocentro,POINT (-58.3915537205931 -34.6215599394555),SAN CRISTOBAL
-58.3944957446941,-34.6205460914655,R042,125.0,"CALVO, CARLOS@SARANDI",Macrocentro,POINT (-58.3944957446941 -34.6205460914655),SAN CRISTOBAL
-58.3889737473532,-34.6155711553111,R042,222.0,"CEVALLOS, Virrey@MEXICO",Macrocentro,POINT (-58.3889737473532 -34.6155711553111),MONSERRAT
-58.3903511372825,-34.616792586613,R042,220.0,CHILE@SOLIS,Macrocentro,POINT (-58.3903511372825 -34.616792586613),MONSERRAT
-58.3932120964959,-34.6192370113393,R042,164.0,COMBATE DE LOS POZOS@ESTADOS UNIDOS,Macrocentro,POINT (-58.3932120964959 -34.6192370113393),SAN CRISTOBAL
-58.3916970104713,-34.6181591999667,R042,219.0,INDEPENDENCIA@ENTRE RIOS,Macrocentro,POINT (-58.3916970104713 -34.6181591999667),BALVANERA
-58.3917102412968,-34.6138250397545,R043,224.0,BELGRANO@ENTRE RIOS,Macrocentro,POINT (-58.3917102412968 -34.6138250397545),BALVANERA
-58.3903660606322,-34.6137304445661,R043,225.0,BELGRANO@SOLIS,Macrocentro,POINT (-58.3903660606322 -34.6137304445661),MONSERRAT
-58.3945465419996,-34.6170768434231,R043,163.0,CHILE@SARANDI,Macrocentro,POINT (-58.3945465419996 -34.6170768434231),BALVANERA
-58.3931825987332,-34.6157908875642,R043,165.0,COMBATE DE LOS POZOS@MEXICO,Macrocentro,POINT (-58.3931825987332 -34.6157908875642),BALVANERA
-58.3916767721282,-34.6149170316359,R043,223.0,VENEZUELA@ENTRE RIOS,Macrocentro,POINT (-58.3916767721282 -34.6149170316359),BALVANERA
-58.3919606233416,-34.6091693125616,R044,235.0,CALLAO@RIVADAVIA,Macrocentro,POINT (-58.3919606233416 -34.6091693125616),BALVANERA
-58.3933037230213,-34.6116034121709,R044,169.0,"COMBATE DE LOS POZOS@ALSINA, ADOLFO",Macrocentro,POINT (-58.3933037230213 -34.6116034121709),BALVANERA
-58.3906705027227,-34.6079110468281,R044,237.0,"MITRE, BARTOLOME@RODRIGUEZ PENA",Macrocentro,POINT (-58.3906705027227 -34.6079110468281),SAN NICOLAS
-58.3876564806986,-34.6089209575863,R044,244.0,"RIVADAVIA @SAENZ PENA, LUIS, PRES.",Macrocentro,POINT (-58.3876564806986 -34.6089209575863),SAN NICOLAS
-58.3904172680284,-34.6101778815322,R044,236.0,"SOLIS@YRIGOYEN, HIPOLITO",Macrocentro,POINT (-58.3904172680284 -34.6101778815322),MONSERRAT
-58.3922863352975,-34.6044360871923,R045,240.0,CALLAO@CORRIENTES,Macrocentro,POINT (-58.3922863352975 -34.6044360871923),BALVANERA
-58.3921939209658,-34.6056470647742,R045,239.0,CALLAO@SARMIENTO,Macrocentro,POINT (-58.3921939209658 -34.6056470647742),BALVANERA
-58.3908194925039,-34.6043341013754,R045,241.0,CORRIENTES@RODRIGUEZ PENA,Macrocentro,POINT (-58.3908194925039 -34.6043341013754),SAN NICOLAS
-58.3894591681094,-34.603011481956,R045,243.0,LAVALLE@MONTEVIDEO,Macrocentro,POINT (-58.3894591681094 -34.603011481956),SAN NICOLAS
-58.3935645057254,-34.6069238817226,R045,180.0,"PERON, JUAN DOMINGO TTE.@RIOBAMBA",Macrocentro,POINT (-58.3935645057254 -34.6069238817226),BALVANERA
-58.3952884565933,-34.604496869672,R046,181.0,AYACUCHO@CORRIENTES,Macrocentro,POINT (-58.3952884565933 -34.604496869672),BALVANERA
-58.3939839045537,-34.6032066564226,R046,182.0,LAVALLE@RIOBAMBA,Macrocentro,POINT (-58.3939839045537 -34.6032066564226),BALVANERA
-58.3914239529202,-34.6007568564487,R046,457.0,RODRIGUEZ PENA@VIAMONTE,Macrocentro,POINT (-58.3914239529202 -34.6007568564487),SAN NICOLAS
-58.3925922900479,-34.6019867341831,R046,242.0,TUCUMAN@CALLAO,Macrocentro,POINT (-58.3925922900479 -34.6019867341831),BALVANERA
-58.3885651215027,-34.5946761867737,R047,462.0,ARENALES@PARANA,Macrocentro,POINT (-58.3885651215027 -34.5946761867737),RECOLETA
-58.3875665457973,-34.5928304335287,R047,475.0,JUNCAL@URUGUAY,Macrocentro,POINT (-58.3875665457973 -34.5928304335287),RECOLETA
-58.3897828772752,-34.597195750754,R047,460.0,"MONTEVIDEO@ALVEAR, MARCELO T. De",Macrocentro,POINT (-58.3897828772752 -34.597195750754),RECOLETA
-58.3899489730607,-34.5958014292894,R047,461.0,MONTEVIDEO@SANTA FE,Macrocentro,POINT (-58.3899489730607 -34.5958014292894),RECOLETA
-58.3930357808141,-34.5987117936585,R047,429.0,PARAGUAY@CALLAO,Macrocentro,POINT (-58.3930357808141 -34.5987117936585),RECOLETA
-58.3881151466243,-34.5883577057785,R048,473.0,ALVEAR@CALLAO,Macrocentro,POINT (-58.3881151466243 -34.5883577057785),RECOLETA
-58.3899661375208,-34.5883214271289,R048,471.0,"AYACUCHO@QUINTANA MANUEL, PRES. AV.",Macrocentro,POINT (-58.3899661375208 -34.5883214271289),RECOLETA
-58.3889362402278,-34.5908450641374,R048,470.0,GUIDO@RODRIGUEZ PENA,Macrocentro,POINT (-58.3889362402278 -34.5908450641374),RECOLETA
-58.3883484127723,-34.5868033490596,R048,474.0,POSADAS@AYACUCHO,Macrocentro,POINT (-58.3883484127723 -34.5868033490596),RECOLETA
-58.3896641496802,-34.5994408362542,R048A,458.0,MONTEVIDEO@CORDOBA,Macrocentro,POINT (-58.3896641496802 -34.5994408362542),RECOLETA
-58.3893074452886,-34.60663011728,R048B,238.0,"MONTEVIDEO@PERON, JUAN DOMINGO TTE.",Macrocentro,POINT (-58.3893074452886 -34.60663011728),SAN NICOLAS
-58.3931959752485,-34.5948322982887,R049,433.0,ARENALES@CALLAO,Macrocentro,POINT (-58.3931959752485 -34.5948322982887),RECOLETA
-58.3919263178029,-34.5900682828302,R049,442.0,"AYACUCHO@LOPEZ, VICENTE",Macrocentro,POINT (-58.3919263178029 -34.5900682828302),RECOLETA
-58.3918909861384,-34.5917643151445,R049,441.0,"CALLAO@LAS HERAS, GRAL.",Macrocentro,POINT (-58.3918909861384 -34.5917643151445),RECOLETA
-58.3917498807132,-34.5885536833393,R049,472.0,"GUIDO@ORTIZ, ROBERTO M., PRES.",Macrocentro,POINT (-58.3917498807132 -34.5885536833393),RECOLETA
-58.3921584049399,-34.5939606124248,R049,459.0,JUNCAL@RODRIGUEZ PENA,Macrocentro,POINT (-58.3921584049399 -34.5939606124248),RECOLETA
-58.3939069432718,-34.5840538212457,R050,456.0,"DEL LIBERTADOR@AGOTE, LUIS DR.",Macrocentro,POINT (-58.3939069432718 -34.5840538212457),RECOLETA
-58.3973114868941,-34.5830791738037,R050,455.0,DEL LIBERTADOR@AUSTRIA,Macrocentro,POINT (-58.3973114868941 -34.5830791738037),RECOLETA
-58.3949776517986,-34.5863536682636,R050,445.0,GUIDO@PUEYRREDON,Macrocentro,POINT (-58.3949776517986 -34.5863536682636),RECOLETA
-58.3972871467435,-34.5874092663824,R050,438.0,"LAS HERAS, GRAL.@ PUEYRREDON",Macrocentro,POINT (-58.3972871467435 -34.5874092663824),RECOLETA
-58.3952842729467,-34.5878547437499,R050,444.0,"LOPEZ, VICENTE@AZCUENAGA",Macrocentro,POINT (-58.3952842729467 -34.5878547437499),RECOLETA
-58.3966239300216,-34.5894871607226,R051,437.0,"AZCUENAGA@PACHECO DE MELO, JOSE ANDRES",Macrocentro,POINT (-58.3966239300216 -34.5894871607226),RECOLETA
-58.4003544122291,-34.5901892218627,R051,419.0,FRENCH@PUEYRREDON,Macrocentro,POINT (-58.4003544122291 -34.5901892218627),RECOLETA
-58.3986053414982,-34.589864289618,R051,435.0,LARREA@PEÃƒÂA,Macrocentro,POINT (-58.3986053414982 -34.589864289618),RECOLETA
-58.3949082277353,-34.5893179038191,R051,443.0,"LAS HERAS, GRAL.@URIBURU JOSE E., Pres.",Macrocentro,POINT (-58.3949082277353 -34.5893179038191),RECOLETA
-58.3967645704973,-34.5911539228029,R051,436.0,"PEÃƒÂA@URIBURU JOSE E., Pres.",Macrocentro,POINT (-58.3967645704973 -34.5911539228029),RECOLETA
-58.4002853856662,-34.596744092351,R052,405.0,"ALVEAR, MARCELO T. De@AZCUENAGA",Macrocentro,POINT (-58.4002853856662 -34.596744092351),RECOLETA
-58.3971537970718,-34.594453064983,R052,426.0,ARENALES@JUNIN,Macrocentro,POINT (-58.3971537970718 -34.594453064983),RECOLETA
-58.3957521955948,-34.5933858539193,R052,439.0,AYACUCHO@JUNCAL,Macrocentro,POINT (-58.3957521955948 -34.5933858539193),RECOLETA
-58.3938919605671,-34.5917969398509,R052,440.0,"AYACUCHO@PACHECO DE MELO, JOSE ANDRES",Macrocentro,POINT (-58.3938919605671 -34.5917969398509),RECOLETA
-58.3985216397984,-34.5953891108282,R052,425.0,"SANTA FE@URIBURU JOSE E., Pres.",Macrocentro,POINT (-58.3985216397984 -34.5953891108282),RECOLETA
-58.3960997682708,-34.5972983795888,R053,430.0,"ALVEAR, MARCELO T. De@AYACUCHO",Macrocentro,POINT (-58.3960997682708 -34.5972983795888),RECOLETA
-58.39331196171,-34.5958630382462,R053,432.0,CALLAO@SANTA FE,Macrocentro,POINT (-58.39331196171 -34.5958630382462),RECOLETA
-58.3999209291186,-34.5996215505251,R053,423.0,CORDOBA@PASTEUR,Macrocentro,POINT (-58.3999209291186 -34.5996215505251),RECOLETA
-58.39732727809,-34.5985774727212,R053,424.0,JUNIN@PARAGUAY,Macrocentro,POINT (-58.39732727809 -34.5985774727212),RECOLETA
-58.3946866383847,-34.5958090213686,R053,431.0,SANTA FE@RIOBAMBA,Macrocentro,POINT (-58.3946866383847 -34.5958090213686),RECOLETA
-58.3956640350564,-34.6009346883892,R054,427.0,AYACUCHO@VIAMONTE,Macrocentro,POINT (-58.3956640350564 -34.6009346883892),BALVANERA
-58.4009772332044,-34.6011627114927,R054,401.0,AZCUENAGA@VIAMONTE,Macrocentro,POINT (-58.4009772332044 -34.6011627114927),BALVANERA
-58.3943961312889,-34.599674007976,R054,428.0,CORDOBA@RIOBAMBA,Macrocentro,POINT (-58.3943961312889 -34.599674007976),RECOLETA
-58.3970186892255,-34.6021858242977,R054,177.0,JUNIN@TUCUMAN,Macrocentro,POINT (-58.3970186892255 -34.6021858242977),BALVANERA
-58.3983702479282,-34.6033046150772,R054,176.0,"LAVALLE@ URIBURU JOSE E., Pres.",Macrocentro,POINT (-58.3983702479282 -34.6033046150772),BALVANERA
-58.4016698748441,-34.6109986369966,R055,149.0,"ALBERTI@YRIGOYEN, HIPOLITO",Macrocentro,POINT (-58.4016698748441 -34.6109986369966),BALVANERA
-58.4004706756823,-34.6097991842258,R055,170.0,AZCUENAGA@RIVADAVIA,Macrocentro,POINT (-58.4004706756823 -34.6097991842258),BALVANERA
-58.3965912972229,-34.6059547489232,R055,175.0,JUNIN@SARMIENTO,Macrocentro,POINT (-58.3965912972229 -34.6059547489232),BALVANERA
-58.3992132625063,-34.6084715861598,R055,171.0,"PASTEUR@MITRE,BARTOLOME",Macrocentro,POINT (-58.3992132625063 -34.6084715861598),BALVANERA
-58.3978498570346,-34.6072390635193,R055,173.0,"URIBURU JOSE E., Pres.@PERON,JUAN DOMINGO, TTE.",Macrocentro,POINT (-58.3978498570346 -34.6072390635193),BALVANERA
-58.3989629685951,-34.6119841896178,R056,161.0,"ALSINA, ADOLFO@PICHINCHA",Macrocentro,POINT (-58.3989629685951 -34.6119841896178),BALVANERA
-58.3962866294024,-34.6094839385774,R056,178.0,JUNIN@RIVADAVIA,Macrocentro,POINT (-58.3962866294024 -34.6094839385774),BALVANERA
-58.3949424910058,-34.6081585735278,R056,179.0,"MITRE, BARTOLOME@AYACUCHO",Macrocentro,POINT (-58.3949424910058 -34.6081585735278),BALVANERA
-58.4002239206033,-34.6132015056221,R056,159.0,MORENO@MATHEU,Macrocentro,POINT (-58.4002239206033 -34.6132015056221),BALVANERA
-58.3974722200233,-34.610683002841,R056,172.0,"YRIGOYEN, HIPOLITO@PASCO",Macrocentro,POINT (-58.3974722200233 -34.610683002841),BALVANERA
-58.3990629750036,-34.617447887507,R057,157.0,CHILE@PICHINCHA,Macrocentro,POINT (-58.3990629750036 -34.617447887507),BALVANERA
-58.3977358391893,-34.6161643256434,R057,158.0,MEXICO@PASCO,Macrocentro,POINT (-58.3977358391893 -34.6161643256434),BALVANERA
-58.3961349614403,-34.6141367007055,R057,166.0,RINCON@BELGRANO,Macrocentro,POINT (-58.3961349614403 -34.6141367007055),BALVANERA
-58.3947197361338,-34.6128827058522,R057,168.0,SARANDI@MORENO,Macrocentro,POINT (-58.3947197361338 -34.6128827058522),BALVANERA
-58.3946263199574,-34.6151447067005,R057,167.0,SARANDI@VENEZUELA,Macrocentro,POINT (-58.3946263199574 -34.6151447067005),BALVANERA
-58.4004212138704,-34.6235629562489,R058,103.0,ALBERTI@SAN JUAN,Macrocentro,POINT (-58.4004212138704 -34.6235629562489),SAN CRISTOBAL
-58.3984962015762,-34.6208059478701,R058,117.0,"CALVO, CARLOS@PICHINCHA",Macrocentro,POINT (-58.3984962015762 -34.6208059478701),SAN CRISTOBAL
-58.3974410504213,-34.6196004867289,R058,119.0,ESTADOS UNIDOS@PASCO,Macrocentro,POINT (-58.3974410504213 -34.6196004867289),SAN CRISTOBAL
-58.3995725416575,-34.6220821874536,R058,116.0,HUMBERTO 1Ã‚Âª@MATHEU,Macrocentro,POINT (-58.3995725416575 -34.6220821874536),SAN CRISTOBAL
-58.3959897362211,-34.6183817713795,R058,162.0,INDEPENDENCIA@RINCON,Macrocentro,POINT (-58.3959897362211 -34.6183817713795),BALVANERA
-58.400089038487,-34.6273200970578,R059,113.0,ALBERTI@PAVON,Macrocentro,POINT (-58.400089038487 -34.6273200970578),SAN CRISTOBAL
-58.3975034309947,-34.6244740683883,R059,115.0,COCHABAMBA@PICHINCHA,Macrocentro,POINT (-58.3975034309947 -34.6244740683883),SAN CRISTOBAL
-58.3989140211954,-34.6259726113844,R059,114.0,CONSTITUCION@MATHEU,Macrocentro,POINT (-58.3989140211954 -34.6259726113844),SAN CRISTOBAL
-58.3956417660449,-34.6217471908948,R059,124.0,HUMBERTO 1Ã‚Âª@RINCON,Macrocentro,POINT (-58.3956417660449 -34.6217471908948),SAN CRISTOBAL
-58.3963622848686,-34.6230598134502,R059,118.0,PASCO@SAN JUAN,Macrocentro,POINT (-58.3963622848686 -34.6230598134502),SAN CRISTOBAL
-58.3991623554841,-34.6311242517241,R060,109.0,ALBERTI@BRASIL,Macrocentro,POINT (-58.3991623554841 -34.6311242517241),PARQUE PATRICIOS
-58.3968657082538,-34.6280975105882,R060,111.0,"GARAY, JUAN DE@PICHINCHA",Macrocentro,POINT (-58.3968657082538 -34.6280975105882),SAN CRISTOBAL
-58.3981936867329,-34.6295111548868,R060,110.0,MATHEU@INCLAN,Macrocentro,POINT (-58.3981936867329 -34.6295111548868),PARQUE PATRICIOS
-58.3955258497307,-34.6267874403085,R060,120.0,PASCO@PAVON,Macrocentro,POINT (-58.3955258497307 -34.6267874403085),SAN CRISTOBAL
-58.3959240605323,-34.6315640147987,R060,112.0,"PICHINCHA@ECHAGUE, PEDRO",Macrocentro,POINT (-58.3959240605323 -34.6315640147987),PARQUE PATRICIOS
-58.3989056422123,-34.6359170913522,R061,7.0,CASEROS@JUJUY,Macrocentro,POINT (-58.3989056422123 -34.6359170913522),PARQUE PATRICIOS
-58.4001275429599,-34.6326585337774,R061,106.0,"CASTILLO, CATULO@JUJUY",Macrocentro,POINT (-58.4001275429599 -34.6326585337774),PARQUE PATRICIOS
-58.401257362125,-34.6340990848917,R061,87.0,CATAMARCA@15 DE NOVIEMBRE DE 1889,Macrocentro,POINT (-58.401257362125 -34.6340990848917),PARQUE PATRICIOS
-58.3968570261991,-34.633047880859,R061,108.0,MATHEU@15 DE NOVIEMBRE DE 1889,Macrocentro,POINT (-58.3968570261991 -34.633047880859),PARQUE PATRICIOS
-58.3978686016044,-34.634508259326,R061,107.0,RONDEAU@ALBERTI,Macrocentro,POINT (-58.3978686016044 -34.634508259326),PARQUE PATRICIOS
-58.4045392714973,-34.6331634095698,R062,84.0,BRASIL@DEAN FUNES,Macrocentro,POINT (-58.4045392714973 -34.6331634095698),PARQUE PATRICIOS
-58.4037808759278,-34.6367944312558,R062,6.0,CASEROS@DEAN FUNES,Macrocentro,POINT (-58.4037808759278 -34.6367944312558),PARQUE PATRICIOS
-58.4058863596701,-34.6347257855442,R062,82.0,"LA RIOJA@CASTILLO, CATULO",Macrocentro,POINT (-58.4058863596701 -34.6347257855442),PARQUE PATRICIOS
-58.4032561799794,-34.631417240951,R062,88.0,"LUCA, ESTEBAN de@SALCEDO",Macrocentro,POINT (-58.4032561799794 -34.631417240951),PARQUE PATRICIOS
-58.4024438871413,-34.635178091463,R062,86.0,"RONDEAU@LUCA, ESTEBAN de",Macrocentro,POINT (-58.4024438871413 -34.635178091463),PARQUE PATRICIOS
-58.4028782848624,-34.6265949233451,R063,99.0,CATAMARCA@CONSTITUCION,Macrocentro,POINT (-58.4028782848624 -34.6265949233451),SAN CRISTOBAL
-58.4022255821144,-34.6301453540861,R063,90.0,CATAMARCA@INCLAN,Macrocentro,POINT (-58.4022255821144 -34.6301453540861),PARQUE PATRICIOS
-58.4018453703439,-34.6252011954324,R063,101.0,COCHABAMBA@JUJUY,Macrocentro,POINT (-58.4018453703439 -34.6252011954324),SAN CRISTOBAL
-58.4011009205612,-34.6286932637709,R063,92.0,"GARAY, JUAN DE@JUJUY",Macrocentro,POINT (-58.4011009205612 -34.6286932637709),SAN CRISTOBAL
-58.4008613043003,-34.6300110034681,R063,91.0,JUJUY@INCLAN,Macrocentro,POINT (-58.4008613043003 -34.6300110034681),PARQUE PATRICIOS
-58.4008841767572,-34.619734186239,R064,105.0,ALBERTI@ESTADOS UNIDOS,Macrocentro,POINT (-58.4008841767572 -34.619734186239),SAN CRISTOBAL
-58.4017655078496,-34.6210548865049,R064,104.0,"CALVO, CARLOS@SAAVEDRA",Macrocentro,POINT (-58.4017655078496 -34.6210548865049),SAN CRISTOBAL
-58.4040161025975,-34.6240077825102,R064,100.0,CATAMARCA@SAN JUAN,Macrocentro,POINT (-58.4040161025975 -34.6240077825102),SAN CRISTOBAL
-58.4024789085394,-34.6224404998348,R064,102.0,HUMBERTO 1Ã‚Âª@JUJUY,Macrocentro,POINT (-58.4024789085394 -34.6224404998348),SAN CRISTOBAL
-58.4000392763009,-34.6186035747711,R064,156.0,INDEPENDENCIA@MATHEU,Macrocentro,POINT (-58.4000392763009 -34.6186035747711),BALVANERA
-58.4013532073697,-34.6144316297706,R065,140.0,ALBERTI@BELGRANO,Macrocentro,POINT (-58.4013532073697 -34.6144316297706),BALVANERA
-58.4035128743652,-34.6188402475528,R065,135.0,INDEPENDENCIA@JUJUY,Macrocentro,POINT (-58.4035128743652 -34.6188402475528),BALVANERA
-58.4011670450117,-34.6165602036053,R065,137.0,MEXICO@ALBERTI,Macrocentro,POINT (-58.4011670450117 -34.6165602036053),BALVANERA
-58.3992290483061,-34.6151502168491,R065,160.0,PICHINCHA@VENEZUELA,Macrocentro,POINT (-58.3992290483061 -34.6151502168491),BALVANERA
-58.4024608087841,-34.6177787795598,R065,136.0,SAAVEDRA@CHILE,Macrocentro,POINT (-58.4024608087841 -34.6177787795598),BALVANERA
-58.4032403492131,-34.6122850218322,R066,139.0,"ALSINA, ADOLFO@SAAVEDRA",Macrocentro,POINT (-58.4032403492131 -34.6122850218322),BALVANERA
-58.4058170255384,-34.6160943449042,R066,128.0,CATAMARCA@VENEZUELA,Macrocentro,POINT (-58.4058170255384 -34.6160943449042),BALVANERA
-58.4065723085545,-34.6178122909988,R066,127.0,DEAN FUNES@MEXICO,Macrocentro,POINT (-58.4065723085545 -34.6178122909988),BALVANERA
-58.4049118390298,-34.6146392904238,R066,133.0,JUJUY@BELGRANO,Macrocentro,POINT (-58.4049118390298 -34.6146392904238),BALVANERA
-58.4042182971691,-34.6133964507613,R066,138.0,MISIONES@MORENO,Macrocentro,POINT (-58.4042182971691 -34.6133964507613),BALVANERA
-58.4007220200017,-34.60615354406,R067,151.0,AZCUENAGA@SARMIENTO,Macrocentro,POINT (-58.4007220200017 -34.60615354406),BALVANERA
-58.3994796228056,-34.6046353859512,R067,174.0,CORRIENTES@PASTEUR,Macrocentro,POINT (-58.3994796228056 -34.6046353859512),BALVANERA
-58.4019681017201,-34.6074709806865,R067,150.0,"LARREA@PERON, JUAN DOMINGO, TTE.",Macrocentro,POINT (-58.4019681017201 -34.6074709806865),BALVANERA
-58.4033973321685,-34.6086987000481,R067,148.0,"PASO@MITRE, BARTOLOME",Macrocentro,POINT (-58.4033973321685 -34.6086987000481),BALVANERA
-58.4021370483565,-34.6047137079083,R068,154.0,CORRIENTES@LARREA,Macrocentro,POINT (-58.4021370483565 -34.6047137079083),BALVANERA
-58.4035789862252,-34.6056144490685,R068,152.0,"GOMEZ, VALENTIN@PASO",Macrocentro,POINT (-58.4035789862252 -34.6056144490685),BALVANERA
-58.4023035866085,-34.602090804633,R068,155.0,LARREA@TUCUMAN,Macrocentro,POINT (-58.4023035866085 -34.602090804633),BALVANERA
-58.4061198155744,-34.6077438313952,R068,142.0,"PUEYRREDON@PERON, JUAN DOMINGO, TTE.",Macrocentro,POINT (-58.4061198155744 -34.6077438313952),BALVANERA
-58.4046581492783,-34.6064586606444,R068,143.0,SARMIENTO@CASTELLI,Macrocentro,POINT (-58.4046581492783 -34.6064586606444),BALVANERA
-58.4053505525969,-34.5903264665011,R069,409.0,AGUERO@BERUTI,Macrocentro,POINT (-58.4053505525969 -34.5903264665011),RECOLETA
-58.4041695745989,-34.5925150772752,R069,408.0,"ANCHORENA, TOMAS M. DE, DR@ARENALES",Macrocentro,POINT (-58.4041695745989 -34.5925150772752),RECOLETA
-58.4028222579984,-34.5958248341523,R069,404.0,CHARCAS@PUEYRREDON,Macrocentro,POINT (-58.4028222579984 -34.5958248341523),RECOLETA
-58.403613476124,-34.5940778282659,R069,403.0,ECUADOR@SANTA FE,Macrocentro,POINT (-58.403613476124 -34.5940778282659),RECOLETA
-58.4020881800966,-34.5977677159742,R069,402.0,LARREA@PARAGUAY,Macrocentro,POINT (-58.4020881800966 -34.5977677159742),RECOLETA
