centroide,cantidad_ciclistas,año,turno,X,Y,RECORRIDO,CRUCE,ÃREA,geometry
298,51,2017,tarde,-58.3679451548443,-34.6271423847114,R007,"PASEO COLON@GARCIA, MARTIN",Macrocentro,POINT (-58.3679451548443 -34.6271423847114)
298,35,2018,mañana,-58.3679451548443,-34.6271423847114,R007,"PASEO COLON@GARCIA, MARTIN",Macrocentro,POINT (-58.3679451548443 -34.6271423847114)
298,111,2018,tarde,-58.3679451548443,-34.6271423847114,R007,"PASEO COLON@GARCIA, MARTIN",Macrocentro,POINT (-58.3679451548443 -34.6271423847114)
299,13,2013,mañana,-58.3697522489331,-34.6241604352108,R008,"GARAY, JUAN DE@BALCARCE",Macrocentro,POINT (-58.3697522489331 -34.6241604352108)
299,12,2013,tarde,-58.3697522489331,-34.6241604352108,R008,"GARAY, JUAN DE@BALCARCE",Macrocentro,POINT (-58.3697522489331 -34.6241604352108)
299,2,2014,mañana,-58.3697522489331,-34.6241604352108,R008,"GARAY, JUAN DE@BALCARCE",Macrocentro,POINT (-58.3697522489331 -34.6241604352108)
299,12,2014,tarde,-58.3697522489331,-34.6241604352108,R008,"GARAY, JUAN DE@BALCARCE",Macrocentro,POINT (-58.3697522489331 -34.6241604352108)
299,4,2015,mañana,-58.3697522489331,-34.6241604352108,R008,"GARAY, JUAN DE@BALCARCE",Macrocentro,POINT (-58.3697522489331 -34.6241604352108)
299,13,2015,tarde,-58.3697522489331,-34.6241604352108,R008,"GARAY, JUAN DE@BALCARCE",Macrocentro,POINT (-58.3697522489331 -34.6241604352108)
299,15,2016,mañana,-58.3697522489331,-34.6241604352108,R008,"GARAY, JUAN DE@BALCARCE",Macrocentro,POINT (-58.3697522489331 -34.6241604352108)
299,15,2016,tarde,-58.3697522489331,-34.6241604352108,R008,"GARAY, JUAN DE@BALCARCE",Macrocentro,POINT (-58.3697522489331 -34.6241604352108)
299,11,2017,mañana,-58.3697522489331,-34.6241604352108,R008,"GARAY, JUAN DE@BALCARCE",Macrocentro,POINT (-58.3697522489331 -34.6241604352108)
299,22,2017,tarde,-58.3697522489331,-34.6241604352108,R008,"GARAY, JUAN DE@BALCARCE",Macrocentro,POINT (-58.3697522489331 -34.6241604352108)
297,29,2013,mañana,-58.371093475325,-34.6253696600148,R008,BRASIL@DEFENSA,Macrocentro,POINT (-58.371093475325 -34.6253696600148)
297,41,2013,tarde,-58.371093475325,-34.6253696600148,R008,BRASIL@DEFENSA,Macrocentro,POINT (-58.371093475325 -34.6253696600148)
297,24,2014,mañana,-58.371093475325,-34.6253696600148,R008,BRASIL@DEFENSA,Macrocentro,POINT (-58.371093475325 -34.6253696600148)
297,19,2014,tarde,-58.371093475325,-34.6253696600148,R008,BRASIL@DEFENSA,Macrocentro,POINT (-58.371093475325 -34.6253696600148)
297,27,2015,mañana,-58.371093475325,-34.6253696600148,R008,BRASIL@DEFENSA,Macrocentro,POINT (-58.371093475325 -34.6253696600148)
297,24,2015,tarde,-58.371093475325,-34.6253696600148,R008,BRASIL@DEFENSA,Macrocentro,POINT (-58.371093475325 -34.6253696600148)
297,15,2016,mañana,-58.371093475325,-34.6253696600148,R008,BRASIL@DEFENSA,Macrocentro,POINT (-58.371093475325 -34.6253696600148)
297,17,2016,tarde,-58.371093475325,-34.6253696600148,R008,BRASIL@DEFENSA,Macrocentro,POINT (-58.371093475325 -34.6253696600148)
297,22,2017,mañana,-58.371093475325,-34.6253696600148,R008,BRASIL@DEFENSA,Macrocentro,POINT (-58.371093475325 -34.6253696600148)
297,23,2017,tarde,-58.371093475325,-34.6253696600148,R008,BRASIL@DEFENSA,Macrocentro,POINT (-58.371093475325 -34.6253696600148)
291,25,2013,mañana,-58.3725472815465,-34.6267383238228,R008,BOLIVAR@CASEROS,Macrocentro,POINT (-58.3725472815465 -34.6267383238228)
291,33,2013,tarde,-58.3725472815465,-34.6267383238228,R008,BOLIVAR@CASEROS,Macrocentro,POINT (-58.3725472815465 -34.6267383238228)
291,23,2014,mañana,-58.3725472815465,-34.6267383238228,R008,BOLIVAR@CASEROS,Macrocentro,POINT (-58.3725472815465 -34.6267383238228)
291,47,2014,tarde,-58.3725472815465,-34.6267383238228,R008,BOLIVAR@CASEROS,Macrocentro,POINT (-58.3725472815465 -34.6267383238228)
291,23,2015,mañana,-58.3725472815465,-34.6267383238228,R008,BOLIVAR@CASEROS,Macrocentro,POINT (-58.3725472815465 -34.6267383238228)
291,56,2015,tarde,-58.3725472815465,-34.6267383238228,R008,BOLIVAR@CASEROS,Macrocentro,POINT (-58.3725472815465 -34.6267383238228)
291,23,2016,mañana,-58.3725472815465,-34.6267383238228,R008,BOLIVAR@CASEROS,Macrocentro,POINT (-58.3725472815465 -34.6267383238228)
291,34,2016,tarde,-58.3725472815465,-34.6267383238228,R008,BOLIVAR@CASEROS,Macrocentro,POINT (-58.3725472815465 -34.6267383238228)
291,36,2017,mañana,-58.3725472815465,-34.6267383238228,R008,BOLIVAR@CASEROS,Macrocentro,POINT (-58.3725472815465 -34.6267383238228)
291,50,2017,tarde,-58.3725472815465,-34.6267383238228,R008,BOLIVAR@CASEROS,Macrocentro,POINT (-58.3725472815465 -34.6267383238228)
287,10,2013,mañana,-58.3720265390179,-34.6292693604532,R008,BOLIVAR@USPALLATA,Macrocentro,POINT (-58.3720265390179 -34.6292693604532)
287,20,2013,tarde,-58.3720265390179,-34.6292693604532,R008,BOLIVAR@USPALLATA,Macrocentro,POINT (-58.3720265390179 -34.6292693604532)
287,8,2014,mañana,-58.3720265390179,-34.6292693604532,R008,BOLIVAR@USPALLATA,Macrocentro,POINT (-58.3720265390179 -34.6292693604532)
287,25,2014,tarde,-58.3720265390179,-34.6292693604532,R008,BOLIVAR@USPALLATA,Macrocentro,POINT (-58.3720265390179 -34.6292693604532)
287,12,2015,mañana,-58.3720265390179,-34.6292693604532,R008,BOLIVAR@USPALLATA,Macrocentro,POINT (-58.3720265390179 -34.6292693604532)
287,30,2015,tarde,-58.3720265390179,-34.6292693604532,R008,BOLIVAR@USPALLATA,Macrocentro,POINT (-58.3720265390179 -34.6292693604532)
287,14,2016,mañana,-58.3720265390179,-34.6292693604532,R008,BOLIVAR@USPALLATA,Macrocentro,POINT (-58.3720265390179 -34.6292693604532)
287,35,2016,tarde,-58.3720265390179,-34.6292693604532,R008,BOLIVAR@USPALLATA,Macrocentro,POINT (-58.3720265390179 -34.6292693604532)
287,15,2017,mañana,-58.3720265390179,-34.6292693604532,R008,BOLIVAR@USPALLATA,Macrocentro,POINT (-58.3720265390179 -34.6292693604532)
287,46,2017,tarde,-58.3720265390179,-34.6292693604532,R008,BOLIVAR@USPALLATA,Macrocentro,POINT (-58.3720265390179 -34.6292693604532)
288,39,2013,mañana,-58.3706581791811,-34.6294937655805,R008,"DEFENSA@GARCIA, MARTIN",Macrocentro,POINT (-58.3706581791811 -34.6294937655805)
288,62,2013,tarde,-58.3706581791811,-34.6294937655805,R008,"DEFENSA@GARCIA, MARTIN",Macrocentro,POINT (-58.3706581791811 -34.6294937655805)
288,32,2014,mañana,-58.3706581791811,-34.6294937655805,R008,"DEFENSA@GARCIA, MARTIN",Macrocentro,POINT (-58.3706581791811 -34.6294937655805)
288,63,2014,tarde,-58.3706581791811,-34.6294937655805,R008,"DEFENSA@GARCIA, MARTIN",Macrocentro,POINT (-58.3706581791811 -34.6294937655805)
288,32,2015,mañana,-58.3706581791811,-34.6294937655805,R008,"DEFENSA@GARCIA, MARTIN",Macrocentro,POINT (-58.3706581791811 -34.6294937655805)
288,34,2015,tarde,-58.3706581791811,-34.6294937655805,R008,"DEFENSA@GARCIA, MARTIN",Macrocentro,POINT (-58.3706581791811 -34.6294937655805)
288,42,2016,mañana,-58.3706581791811,-34.6294937655805,R008,"DEFENSA@GARCIA, MARTIN",Macrocentro,POINT (-58.3706581791811 -34.6294937655805)
288,48,2016,tarde,-58.3706581791811,-34.6294937655805,R008,"DEFENSA@GARCIA, MARTIN",Macrocentro,POINT (-58.3706581791811 -34.6294937655805)
288,29,2017,mañana,-58.3706581791811,-34.6294937655805,R008,"DEFENSA@GARCIA, MARTIN",Macrocentro,POINT (-58.3706581791811 -34.6294937655805)
288,22,2017,tarde,-58.3706581791811,-34.6294937655805,R008,"DEFENSA@GARCIA, MARTIN",Macrocentro,POINT (-58.3706581791811 -34.6294937655805)
288,21,2018,mañana,-58.3706581791811,-34.6294937655805,R008,"DEFENSA@GARCIA, MARTIN",Macrocentro,POINT (-58.3706581791811 -34.6294937655805)
288,51,2018,tarde,-58.3706581791811,-34.6294937655805,R008,"DEFENSA@GARCIA, MARTIN",Macrocentro,POINT (-58.3706581791811 -34.6294937655805)
314,10,2013,mañana,-58.3689601647602,-34.6192009269284,R009,"CALVO, CARLOS@PASEO COLON",Macrocentro,POINT (-58.3689601647602 -34.6192009269284)
314,25,2013,tarde,-58.3689601647602,-34.6192009269284,R009,"CALVO, CARLOS@PASEO COLON",Macrocentro,POINT (-58.3689601647602 -34.6192009269284)
314,29,2014,mañana,-58.3689601647602,-34.6192009269284,R009,"CALVO, CARLOS@PASEO COLON",Macrocentro,POINT (-58.3689601647602 -34.6192009269284)
314,27,2014,tarde,-58.3689601647602,-34.6192009269284,R009,"CALVO, CARLOS@PASEO COLON",Macrocentro,POINT (-58.3689601647602 -34.6192009269284)
314,24,2015,mañana,-58.3689601647602,-34.6192009269284,R009,"CALVO, CARLOS@PASEO COLON",Macrocentro,POINT (-58.3689601647602 -34.6192009269284)
314,24,2015,tarde,-58.3689601647602,-34.6192009269284,R009,"CALVO, CARLOS@PASEO COLON",Macrocentro,POINT (-58.3689601647602 -34.6192009269284)
314,26,2016,mañana,-58.3689601647602,-34.6192009269284,R009,"CALVO, CARLOS@PASEO COLON",Macrocentro,POINT (-58.3689601647602 -34.6192009269284)
314,29,2016,tarde,-58.3689601647602,-34.6192009269284,R009,"CALVO, CARLOS@PASEO COLON",Macrocentro,POINT (-58.3689601647602 -34.6192009269284)
314,28,2017,mañana,-58.3689601647602,-34.6192009269284,R009,"CALVO, CARLOS@PASEO COLON",Macrocentro,POINT (-58.3689601647602 -34.6192009269284)
314,23,2017,tarde,-58.3689601647602,-34.6192009269284,R009,"CALVO, CARLOS@PASEO COLON",Macrocentro,POINT (-58.3689601647602 -34.6192009269284)
314,24,2018,mañana,-58.3689601647602,-34.6192009269284,R009,"CALVO, CARLOS@PASEO COLON",Macrocentro,POINT (-58.3689601647602 -34.6192009269284)
314,56,2018,tarde,-58.3689601647602,-34.6192009269284,R009,"CALVO, CARLOS@PASEO COLON",Macrocentro,POINT (-58.3689601647602 -34.6192009269284)
302,16,2013,mañana,-58.3699733688377,-34.6206741459153,R009,BALCARCE@HUMBERTO 1,Macrocentro,POINT (-58.3699733688377 -34.6206741459153)
302,17,2013,tarde,-58.3699733688377,-34.6206741459153,R009,BALCARCE@HUMBERTO 1,Macrocentro,POINT (-58.3699733688377 -34.6206741459153)
302,6,2014,mañana,-58.3699733688377,-34.6206741459153,R009,BALCARCE@HUMBERTO 1,Macrocentro,POINT (-58.3699733688377 -34.6206741459153)
302,18,2014,tarde,-58.3699733688377,-34.6206741459153,R009,BALCARCE@HUMBERTO 1,Macrocentro,POINT (-58.3699733688377 -34.6206741459153)
302,4,2015,mañana,-58.3699733688377,-34.6206741459153,R009,BALCARCE@HUMBERTO 1,Macrocentro,POINT (-58.3699733688377 -34.6206741459153)
302,8,2015,tarde,-58.3699733688377,-34.6206741459153,R009,BALCARCE@HUMBERTO 1,Macrocentro,POINT (-58.3699733688377 -34.6206741459153)
302,3,2016,mañana,-58.3699733688377,-34.6206741459153,R009,BALCARCE@HUMBERTO 1,Macrocentro,POINT (-58.3699733688377 -34.6206741459153)
302,4,2016,tarde,-58.3699733688377,-34.6206741459153,R009,BALCARCE@HUMBERTO 1,Macrocentro,POINT (-58.3699733688377 -34.6206741459153)
302,7,2017,mañana,-58.3699733688377,-34.6206741459153,R009,BALCARCE@HUMBERTO 1,Macrocentro,POINT (-58.3699733688377 -34.6206741459153)
302,4,2017,tarde,-58.3699733688377,-34.6206741459153,R009,BALCARCE@HUMBERTO 1,Macrocentro,POINT (-58.3699733688377 -34.6206741459153)
302,9,2018,mañana,-58.3699733688377,-34.6206741459153,R009,BALCARCE@HUMBERTO 1,Macrocentro,POINT (-58.3699733688377 -34.6206741459153)
302,12,2018,tarde,-58.3699733688377,-34.6206741459153,R009,BALCARCE@HUMBERTO 1,Macrocentro,POINT (-58.3699733688377 -34.6206741459153)
301,9,2013,mañana,-58.3715164867299,-34.6195078745317,R009,"CALVO, CARLOS@DEFENSA",Macrocentro,POINT (-58.3715164867299 -34.6195078745317)
301,13,2013,tarde,-58.3715164867299,-34.6195078745317,R009,"CALVO, CARLOS@DEFENSA",Macrocentro,POINT (-58.3715164867299 -34.6195078745317)
301,9,2014,mañana,-58.3715164867299,-34.6195078745317,R009,"CALVO, CARLOS@DEFENSA",Macrocentro,POINT (-58.3715164867299 -34.6195078745317)
301,0,2014,tarde,-58.3715164867299,-34.6195078745317,R009,"CALVO, CARLOS@DEFENSA",Macrocentro,POINT (-58.3715164867299 -34.6195078745317)
301,12,2015,mañana,-58.3715164867299,-34.6195078745317,R009,"CALVO, CARLOS@DEFENSA",Macrocentro,POINT (-58.3715164867299 -34.6195078745317)
301,10,2015,tarde,-58.3715164867299,-34.6195078745317,R009,"CALVO, CARLOS@DEFENSA",Macrocentro,POINT (-58.3715164867299 -34.6195078745317)
301,2,2016,mañana,-58.3715164867299,-34.6195078745317,R009,"CALVO, CARLOS@DEFENSA",Macrocentro,POINT (-58.3715164867299 -34.6195078745317)
301,10,2016,tarde,-58.3715164867299,-34.6195078745317,R009,"CALVO, CARLOS@DEFENSA",Macrocentro,POINT (-58.3715164867299 -34.6195078745317)
301,8,2017,mañana,-58.3715164867299,-34.6195078745317,R009,"CALVO, CARLOS@DEFENSA",Macrocentro,POINT (-58.3715164867299 -34.6195078745317)
301,6,2017,tarde,-58.3715164867299,-34.6195078745317,R009,"CALVO, CARLOS@DEFENSA",Macrocentro,POINT (-58.3715164867299 -34.6195078745317)
313,9,2013,mañana,-58.3715998143118,-34.6184825493923,R009,DEFENSA@ESTADOS UNIDOS,Macrocentro,POINT (-58.3715998143118 -34.6184825493923)
313,16,2013,tarde,-58.3715998143118,-34.6184825493923,R009,DEFENSA@ESTADOS UNIDOS,Macrocentro,POINT (-58.3715998143118 -34.6184825493923)
313,19,2014,mañana,-58.3715998143118,-34.6184825493923,R009,DEFENSA@ESTADOS UNIDOS,Macrocentro,POINT (-58.3715998143118 -34.6184825493923)
313,6,2014,tarde,-58.3715998143118,-34.6184825493923,R009,DEFENSA@ESTADOS UNIDOS,Macrocentro,POINT (-58.3715998143118 -34.6184825493923)
313,11,2015,mañana,-58.3715998143118,-34.6184825493923,R009,DEFENSA@ESTADOS UNIDOS,Macrocentro,POINT (-58.3715998143118 -34.6184825493923)
313,13,2015,tarde,-58.3715998143118,-34.6184825493923,R009,DEFENSA@ESTADOS UNIDOS,Macrocentro,POINT (-58.3715998143118 -34.6184825493923)
313,12,2016,mañana,-58.3715998143118,-34.6184825493923,R009,DEFENSA@ESTADOS UNIDOS,Macrocentro,POINT (-58.3715998143118 -34.6184825493923)
313,12,2016,tarde,-58.3715998143118,-34.6184825493923,R009,DEFENSA@ESTADOS UNIDOS,Macrocentro,POINT (-58.3715998143118 -34.6184825493923)
313,10,2017,mañana,-58.3715998143118,-34.6184825493923,R009,DEFENSA@ESTADOS UNIDOS,Macrocentro,POINT (-58.3715998143118 -34.6184825493923)
313,5,2017,tarde,-58.3715998143118,-34.6184825493923,R009,DEFENSA@ESTADOS UNIDOS,Macrocentro,POINT (-58.3715998143118 -34.6184825493923)
295,34,2013,mañana,-58.3729379182576,-34.6196044958927,R009,"CALVO, CARLOS@BOLIVAR",Macrocentro,POINT (-58.3729379182576 -34.6196044958927)
295,13,2013,tarde,-58.3729379182576,-34.6196044958927,R009,"CALVO, CARLOS@BOLIVAR",Macrocentro,POINT (-58.3729379182576 -34.6196044958927)
295,31,2014,mañana,-58.3729379182576,-34.6196044958927,R009,"CALVO, CARLOS@BOLIVAR",Macrocentro,POINT (-58.3729379182576 -34.6196044958927)
295,22,2014,tarde,-58.3729379182576,-34.6196044958927,R009,"CALVO, CARLOS@BOLIVAR",Macrocentro,POINT (-58.3729379182576 -34.6196044958927)
295,25,2015,mañana,-58.3729379182576,-34.6196044958927,R009,"CALVO, CARLOS@BOLIVAR",Macrocentro,POINT (-58.3729379182576 -34.6196044958927)
295,29,2015,tarde,-58.3729379182576,-34.6196044958927,R009,"CALVO, CARLOS@BOLIVAR",Macrocentro,POINT (-58.3729379182576 -34.6196044958927)
295,8,2016,mañana,-58.3729379182576,-34.6196044958927,R009,"CALVO, CARLOS@BOLIVAR",Macrocentro,POINT (-58.3729379182576 -34.6196044958927)
295,31,2016,tarde,-58.3729379182576,-34.6196044958927,R009,"CALVO, CARLOS@BOLIVAR",Macrocentro,POINT (-58.3729379182576 -34.6196044958927)
295,30,2017,mañana,-58.3729379182576,-34.6196044958927,R009,"CALVO, CARLOS@BOLIVAR",Macrocentro,POINT (-58.3729379182576 -34.6196044958927)
295,16,2017,tarde,-58.3729379182576,-34.6196044958927,R009,"CALVO, CARLOS@BOLIVAR",Macrocentro,POINT (-58.3729379182576 -34.6196044958927)
330,12,2013,mañana,-58.3706530566423,-34.610059919249,R010,"ALSINA, ADOLFO@BALCARCE",Macrocentro,POINT (-58.3706530566423 -34.610059919249)
330,68,2013,tarde,-58.3706530566423,-34.610059919249,R010,"ALSINA, ADOLFO@BALCARCE",Macrocentro,POINT (-58.3706530566423 -34.610059919249)
330,13,2014,mañana,-58.3706530566423,-34.610059919249,R010,"ALSINA, ADOLFO@BALCARCE",Macrocentro,POINT (-58.3706530566423 -34.610059919249)
330,31,2014,tarde,-58.3706530566423,-34.610059919249,R010,"ALSINA, ADOLFO@BALCARCE",Macrocentro,POINT (-58.3706530566423 -34.610059919249)
330,17,2015,mañana,-58.3706530566423,-34.610059919249,R010,"ALSINA, ADOLFO@BALCARCE",Macrocentro,POINT (-58.3706530566423 -34.610059919249)
330,27,2015,tarde,-58.3706530566423,-34.610059919249,R010,"ALSINA, ADOLFO@BALCARCE",Macrocentro,POINT (-58.3706530566423 -34.610059919249)
330,27,2016,mañana,-58.3706530566423,-34.610059919249,R010,"ALSINA, ADOLFO@BALCARCE",Macrocentro,POINT (-58.3706530566423 -34.610059919249)
330,25,2016,tarde,-58.3706530566423,-34.610059919249,R010,"ALSINA, ADOLFO@BALCARCE",Macrocentro,POINT (-58.3706530566423 -34.610059919249)
330,38,2017,mañana,-58.3706530566423,-34.610059919249,R010,"ALSINA, ADOLFO@BALCARCE",Macrocentro,POINT (-58.3706530566423 -34.610059919249)
330,33,2017,tarde,-58.3706530566423,-34.610059919249,R010,"ALSINA, ADOLFO@BALCARCE",Macrocentro,POINT (-58.3706530566423 -34.610059919249)
320,52,2013,mañana,-58.369358966416,-34.6123190881316,R010,PASEO COLON@BELGRANO,Macrocentro,POINT (-58.369358966416 -34.6123190881316)
320,93,2013,tarde,-58.369358966416,-34.6123190881316,R010,PASEO COLON@BELGRANO,Macrocentro,POINT (-58.369358966416 -34.6123190881316)
320,59,2014,mañana,-58.369358966416,-34.6123190881316,R010,PASEO COLON@BELGRANO,Macrocentro,POINT (-58.369358966416 -34.6123190881316)
320,80,2014,tarde,-58.369358966416,-34.6123190881316,R010,PASEO COLON@BELGRANO,Macrocentro,POINT (-58.369358966416 -34.6123190881316)
320,65,2015,mañana,-58.369358966416,-34.6123190881316,R010,PASEO COLON@BELGRANO,Macrocentro,POINT (-58.369358966416 -34.6123190881316)
320,32,2015,tarde,-58.369358966416,-34.6123190881316,R010,PASEO COLON@BELGRANO,Macrocentro,POINT (-58.369358966416 -34.6123190881316)
320,41,2016,mañana,-58.369358966416,-34.6123190881316,R010,PASEO COLON@BELGRANO,Macrocentro,POINT (-58.369358966416 -34.6123190881316)
320,55,2016,tarde,-58.369358966416,-34.6123190881316,R010,PASEO COLON@BELGRANO,Macrocentro,POINT (-58.369358966416 -34.6123190881316)
320,64,2017,mañana,-58.369358966416,-34.6123190881316,R010,PASEO COLON@BELGRANO,Macrocentro,POINT (-58.369358966416 -34.6123190881316)
320,75,2017,tarde,-58.369358966416,-34.6123190881316,R010,PASEO COLON@BELGRANO,Macrocentro,POINT (-58.369358966416 -34.6123190881316)
320,71,2018,mañana,-58.369358966416,-34.6123190881316,R010,PASEO COLON@BELGRANO,Macrocentro,POINT (-58.369358966416 -34.6123190881316)
320,51,2018,tarde,-58.369358966416,-34.6123190881316,R010,PASEO COLON@BELGRANO,Macrocentro,POINT (-58.369358966416 -34.6123190881316)
318,18,2013,mañana,-58.3707375911145,-34.6135789825374,R010,BALCARCE@VENEZUELA,Macrocentro,POINT (-58.3707375911145 -34.6135789825374)
318,21,2013,tarde,-58.3707375911145,-34.6135789825374,R010,BALCARCE@VENEZUELA,Macrocentro,POINT (-58.3707375911145 -34.6135789825374)
318,13,2014,mañana,-58.3707375911145,-34.6135789825374,R010,BALCARCE@VENEZUELA,Macrocentro,POINT (-58.3707375911145 -34.6135789825374)
318,13,2014,tarde,-58.3707375911145,-34.6135789825374,R010,BALCARCE@VENEZUELA,Macrocentro,POINT (-58.3707375911145 -34.6135789825374)
318,7,2015,mañana,-58.3707375911145,-34.6135789825374,R010,BALCARCE@VENEZUELA,Macrocentro,POINT (-58.3707375911145 -34.6135789825374)
318,10,2015,tarde,-58.3707375911145,-34.6135789825374,R010,BALCARCE@VENEZUELA,Macrocentro,POINT (-58.3707375911145 -34.6135789825374)
318,6,2016,mañana,-58.3707375911145,-34.6135789825374,R010,BALCARCE@VENEZUELA,Macrocentro,POINT (-58.3707375911145 -34.6135789825374)
318,13,2016,tarde,-58.3707375911145,-34.6135789825374,R010,BALCARCE@VENEZUELA,Macrocentro,POINT (-58.3707375911145 -34.6135789825374)
318,12,2017,mañana,-58.3707375911145,-34.6135789825374,R010,BALCARCE@VENEZUELA,Macrocentro,POINT (-58.3707375911145 -34.6135789825374)
318,11,2017,tarde,-58.3707375911145,-34.6135789825374,R010,BALCARCE@VENEZUELA,Macrocentro,POINT (-58.3707375911145 -34.6135789825374)
318,5,2018,mañana,-58.3707375911145,-34.6135789825374,R010,BALCARCE@VENEZUELA,Macrocentro,POINT (-58.3707375911145 -34.6135789825374)
318,18,2018,tarde,-58.3707375911145,-34.6135789825374,R010,BALCARCE@VENEZUELA,Macrocentro,POINT (-58.3707375911145 -34.6135789825374)
317,26,2013,mañana,-58.3717873913034,-34.6148145322957,R010,DEFENSA@MEXICO,Macrocentro,POINT (-58.3717873913034 -34.6148145322957)
317,18,2013,tarde,-58.3717873913034,-34.6148145322957,R010,DEFENSA@MEXICO,Macrocentro,POINT (-58.3717873913034 -34.6148145322957)
317,11,2014,mañana,-58.3717873913034,-34.6148145322957,R010,DEFENSA@MEXICO,Macrocentro,POINT (-58.3717873913034 -34.6148145322957)
317,8,2014,tarde,-58.3717873913034,-34.6148145322957,R010,DEFENSA@MEXICO,Macrocentro,POINT (-58.3717873913034 -34.6148145322957)
317,20,2015,mañana,-58.3717873913034,-34.6148145322957,R010,DEFENSA@MEXICO,Macrocentro,POINT (-58.3717873913034 -34.6148145322957)
317,14,2015,tarde,-58.3717873913034,-34.6148145322957,R010,DEFENSA@MEXICO,Macrocentro,POINT (-58.3717873913034 -34.6148145322957)
317,21,2016,mañana,-58.3717873913034,-34.6148145322957,R010,DEFENSA@MEXICO,Macrocentro,POINT (-58.3717873913034 -34.6148145322957)
317,7,2016,tarde,-58.3717873913034,-34.6148145322957,R010,DEFENSA@MEXICO,Macrocentro,POINT (-58.3717873913034 -34.6148145322957)
317,25,2017,mañana,-58.3717873913034,-34.6148145322957,R010,DEFENSA@MEXICO,Macrocentro,POINT (-58.3717873913034 -34.6148145322957)
317,7,2017,tarde,-58.3717873913034,-34.6148145322957,R010,DEFENSA@MEXICO,Macrocentro,POINT (-58.3717873913034 -34.6148145322957)
317,9,2018,mañana,-58.3717873913034,-34.6148145322957,R010,DEFENSA@MEXICO,Macrocentro,POINT (-58.3717873913034 -34.6148145322957)
317,13,2018,tarde,-58.3717873913034,-34.6148145322957,R010,DEFENSA@MEXICO,Macrocentro,POINT (-58.3717873913034 -34.6148145322957)
312,33,2013,mañana,-58.3719880705175,-34.6113026545905,R010,MORENO@DEFENSA,Macrocentro,POINT (-58.3719880705175 -34.6113026545905)
312,13,2013,tarde,-58.3719880705175,-34.6113026545905,R010,MORENO@DEFENSA,Macrocentro,POINT (-58.3719880705175 -34.6113026545905)
312,32,2014,mañana,-58.3719880705175,-34.6113026545905,R010,MORENO@DEFENSA,Macrocentro,POINT (-58.3719880705175 -34.6113026545905)
312,6,2014,tarde,-58.3719880705175,-34.6113026545905,R010,MORENO@DEFENSA,Macrocentro,POINT (-58.3719880705175 -34.6113026545905)
312,14,2015,mañana,-58.3719880705175,-34.6113026545905,R010,MORENO@DEFENSA,Macrocentro,POINT (-58.3719880705175 -34.6113026545905)
312,15,2015,tarde,-58.3719880705175,-34.6113026545905,R010,MORENO@DEFENSA,Macrocentro,POINT (-58.3719880705175 -34.6113026545905)
312,11,2016,mañana,-58.3719880705175,-34.6113026545905,R010,MORENO@DEFENSA,Macrocentro,POINT (-58.3719880705175 -34.6113026545905)
312,19,2016,tarde,-58.3719880705175,-34.6113026545905,R010,MORENO@DEFENSA,Macrocentro,POINT (-58.3719880705175 -34.6113026545905)
312,17,2017,mañana,-58.3719880705175,-34.6113026545905,R010,MORENO@DEFENSA,Macrocentro,POINT (-58.3719880705175 -34.6113026545905)
312,33,2017,tarde,-58.3719880705175,-34.6113026545905,R010,MORENO@DEFENSA,Macrocentro,POINT (-58.3719880705175 -34.6113026545905)
333,20,2013,mañana,-58.3702634298693,-34.6030071121394,R011,"CORRIENTES@ALEM, LEANDRO N.",Macrocentro,POINT (-58.3702634298693 -34.6030071121394)
333,68,2013,tarde,-58.3702634298693,-34.6030071121394,R011,"CORRIENTES@ALEM, LEANDRO N.",Macrocentro,POINT (-58.3702634298693 -34.6030071121394)
333,27,2014,mañana,-58.3702634298693,-34.6030071121394,R011,"CORRIENTES@ALEM, LEANDRO N.",Macrocentro,POINT (-58.3702634298693 -34.6030071121394)
333,71,2014,tarde,-58.3702634298693,-34.6030071121394,R011,"CORRIENTES@ALEM, LEANDRO N.",Macrocentro,POINT (-58.3702634298693 -34.6030071121394)
333,37,2015,mañana,-58.3702634298693,-34.6030071121394,R011,"CORRIENTES@ALEM, LEANDRO N.",Macrocentro,POINT (-58.3702634298693 -34.6030071121394)
333,50,2015,tarde,-58.3702634298693,-34.6030071121394,R011,"CORRIENTES@ALEM, LEANDRO N.",Macrocentro,POINT (-58.3702634298693 -34.6030071121394)
333,45,2016,mañana,-58.3702634298693,-34.6030071121394,R011,"CORRIENTES@ALEM, LEANDRO N.",Macrocentro,POINT (-58.3702634298693 -34.6030071121394)
333,39,2016,tarde,-58.3702634298693,-34.6030071121394,R011,"CORRIENTES@ALEM, LEANDRO N.",Macrocentro,POINT (-58.3702634298693 -34.6030071121394)
333,30,2017,mañana,-58.3702634298693,-34.6030071121394,R011,"CORRIENTES@ALEM, LEANDRO N.",Macrocentro,POINT (-58.3702634298693 -34.6030071121394)
333,23,2017,tarde,-58.3702634298693,-34.6030071121394,R011,"CORRIENTES@ALEM, LEANDRO N.",Macrocentro,POINT (-58.3702634298693 -34.6030071121394)
332,4,2013,mañana,-58.3710120003458,-34.6042475119412,R011,SARMIENTO@25DE MAYO,Macrocentro,POINT (-58.3710120003458 -34.6042475119412)
